geocode,bad,fair,good
E01016849,52,124,1363
E01016850,67,147,1526
E01016851,63,133,1513
E01016852,70,168,1355
E01016853,78,170,1624
E01016854,86,198,1378
E01016855,75,183,1475
E01016856,88,220,1321
E01016857,77,188,1258
E01016858,63,136,1240
E01016859,91,215,1148
E01016860,76,138,1310
E01016861,81,158,1371
E01016862,77,188,1313
E01016863,168,293,1118
E01016864,146,248,1084
E01016865,147,265,1174
E01016866,148,272,1046
E01016867,132,231,1087
E01016868,160,291,1097
E01016869,127,244,1417
E01016870,53,154,1390
E01016871,125,251,1409
E01016872,71,188,1567
E01016873,146,207,1345
E01016874,101,234,1483
E01016875,49,125,1469
E01016876,80,178,1367
E01016877,93,232,1501
E01016878,101,243,1527
E01016879,100,206,1221
E01016880,121,213,1023
E01016881,107,206,1197
E01016882,90,215,1149
E01016883,94,241,1120
E01016884,101,216,1277
E01016885,111,244,1015
E01016886,84,215,1258
E01016887,87,198,1140
E01016888,66,191,1238
E01016889,79,178,1610
E01016890,48,174,1525
E01016891,91,174,1505
E01016892,72,143,1507
E01016893,44,156,1700
E01016894,86,167,1641
E01016895,133,236,1189
E01016896,33,127,1607
E01016897,63,182,1536
E01016898,128,332,1786
E01016899,71,238,3012
E01016900,171,281,1226
E01016901,45,156,1460
E01016902,77,200,1224
E01016903,47,178,1737
E01016904,148,250,1191
E01016905,160,270,1293
E01016906,128,225,1257
E01016907,112,221,1478
E01016908,107,257,1171
E01016909,116,249,1526
E01016910,121,199,1207
E01016911,122,203,1214
E01016912,81,160,1649
E01016913,49,158,1538
E01016914,129,271,1980
E01016915,110,219,1215
E01016916,92,220,1145
E01016917,49,164,1155
E01016918,88,227,1110
E01016919,77,171,1131
E01016920,46,172,1353
E01016921,71,209,1273
E01016922,68,175,1039
E01016923,66,207,1313
E01016924,68,179,1271
E01016925,84,196,1240
E01016926,90,235,1205
E01016927,82,172,1294
E01016928,59,179,1364
E01016929,66,201,1320
E01016930,70,220,1553
E01016931,79,221,1243
E01016932,51,131,1453
E01016933,62,156,1288
E01016934,29,99,1276
E01016935,86,206,1282
E01016936,52,116,1466
E01016937,76,210,1755
E01016938,65,165,1554
E01016939,40,121,1470
E01016940,40,120,1542
E01016941,157,277,1483
E01016942,406,439,882
E01016943,78,124,1383
E01016944,85,173,1325
E01016945,90,169,1364
E01016946,47,133,1304
E01016947,227,292,1088
E01016948,81,169,1525
E01016949,197,288,1238
E01016950,61,183,1468
E01016951,101,173,1161
E01016952,46,142,1437
E01016953,64,130,1433
E01016954,92,158,1561
E01016955,73,175,1499
E01016956,79,215,1261
E01016957,71,185,1518
E01016958,77,257,1399
E01016959,72,221,1177
E01016960,99,213,1441
E01016961,83,243,1441
E01016962,67,201,1425
E01016963,93,213,1600
E01016964,193,259,1649
E01016966,93,183,1520
E01016967,74,187,1660
E01016968,58,124,1403
E01016969,95,193,1731
E01016970,63,152,1421
E01016971,70,157,1728
E01016972,60,156,1634
E01016973,74,220,1234
E01016974,67,179,1391
E01016975,105,226,1185
E01016976,71,174,1415
E01016977,86,210,1244
E01016978,106,257,1308
E01016979,60,162,1432
E01016980,44,152,1304
E01016981,53,193,1411
E01016982,43,106,1153
E01016983,53,165,1213
E01016984,41,121,1313
E01016985,53,153,1377
E01016986,116,277,1232
E01016987,131,215,1511
E01016988,127,222,1182
E01016989,106,212,1292
E01016990,74,166,1438
E01016991,80,184,1501
E01016992,60,165,1373
E01016993,171,307,960
E01016994,65,175,1413
E01016995,75,204,1435
E01016996,60,152,1451
E01016997,64,157,1361
E01016998,55,166,1283
E01016999,57,151,1202
E01017000,70,225,1427
E01017001,45,126,1333
E01017002,82,188,1433
E01017003,62,153,1432
E01017004,80,177,1431
E01017005,34,153,1515
E01017006,59,133,1380
E01017007,101,250,1272
E01017008,79,239,1317
E01017009,89,224,1223
E01017010,60,224,1498
E01017011,109,187,1112
E01017012,85,229,1495
E01021023,66,199,1715
E01021024,56,155,999
E01021025,50,184,1644
E01021026,114,343,1967
E01021027,79,218,1260
E01021028,55,182,1377
E01021029,75,215,1258
E01021030,65,188,1003
E01021031,127,268,1107
E01021032,73,214,1819
E01021036,52,184,1233
E01021037,81,229,1285
E01021040,92,250,1385
E01021041,51,198,1321
E01021042,54,148,1144
E01021043,55,161,1391
E01021061,81,181,1284
E01021064,154,304,1150
E01021065,109,197,883
E01021066,102,255,1187
E01021067,38,113,972
E01021068,29,102,1022
E01030515,106,267,1508
E01030528,27,126,1260
E01030529,49,157,1474
E01030531,95,277,1954
E01030557,58,174,1653
E01030575,70,219,1803
E01030577,57,173,1406
E01030578,102,218,1135
E01030579,85,252,1096
E01030580,33,152,1739
E01030581,46,108,1103
E01030582,21,90,1153
E01030583,36,163,1281
E01030586,81,211,1403
E01030587,61,212,1191
E01030588,87,210,1174
E01030816,63,161,1337
E01030817,40,155,1210
E01030818,55,159,1036
E01030819,68,200,1217
E01030822,49,215,1572
E01030823,65,203,1828
E01030833,67,214,1046
E01030835,41,137,1303
E01030862,97,312,1439
E01030864,81,157,1311
E01030867,38,157,1189
E01030868,38,115,1171
E01030869,41,151,1049
E01030870,36,148,1429
E01030871,43,168,1430
E01030872,97,299,1387
E01030873,41,149,1241
E01030874,32,127,1529
E01030875,54,173,1074
E01030876,24,153,1058
E01030879,24,100,1000
E01030880,80,211,1937
E01030915,43,157,1426
E01030923,23,111,1326
E01030924,17,74,1155
E01030925,27,112,1475
E01030932,48,173,1272
E01030937,53,165,1427
E01030938,62,195,1067
E01030939,32,96,1059
E01030941,43,155,1379
E01030942,24,99,1296
E01030943,51,147,1112
E01031338,44,146,975
E01031339,27,119,1029
E01031340,53,183,1237
E01031341,109,237,1005
E01031342,138,319,1208
E01031343,79,215,1101
E01031344,112,240,993
E01031345,76,233,1163
E01031346,77,236,1068
E01031347,84,248,1292
E01031348,105,232,1306
E01031349,71,208,1061
E01031350,91,168,950
E01031351,76,222,1259
E01031352,80,228,1147
E01031353,33,119,1215
E01031354,56,176,999
E01031355,86,261,1302
E01031356,67,240,1976
E01031357,70,237,1934
E01031358,132,267,1123
E01031359,60,180,1141
E01031360,96,233,1205
E01031361,116,262,1137
E01031362,60,166,1051
E01031363,90,288,1193
E01031364,83,210,1162
E01031365,108,227,1204
E01031366,152,191,1063
E01031367,27,163,1092
E01031368,54,187,1004
E01031369,65,207,1030
E01031370,72,227,1152
E01031371,88,231,941
E01031372,90,247,933
E01031373,88,198,1182
E01031374,84,198,1230
E01031375,102,199,1155
E01031376,91,260,897
E01031377,118,257,1158
E01031378,99,220,1042
E01031379,112,296,1165
E01031381,77,288,1236
E01031382,91,316,1281
E01031386,67,211,1190
E01031387,74,228,1219
E01031388,108,297,2240
E01031389,89,258,1807
E01031390,70,205,1075
E01031391,54,156,1265
E01031392,55,185,1233
E01031393,65,252,1442
E01031394,64,203,1389
E01031395,62,195,1277
E01031396,93,228,1598
E01031397,111,248,1400
E01031398,74,233,1183
E01031399,89,285,1294
E01031400,145,297,1181
E01031401,85,240,1233
E01031402,86,249,1282
E01031403,95,237,1081
E01031404,97,186,915
E01031405,81,221,1075
E01031406,50,169,1114
E01031407,46,155,1371
E01031408,85,219,1631
E01031409,83,207,1108
E01031410,61,199,1006
E01031411,94,243,1043
E01031412,60,204,1126
E01031413,75,257,1004
E01031414,72,266,1170
E01031415,112,328,1095
E01031416,69,198,1315
E01031417,51,211,1341
E01031418,79,243,1361
E01031419,84,246,1301
E01031420,94,252,1282
E01031421,82,238,1405
E01031422,89,306,1107
E01031423,88,295,1241
E01031424,76,251,1027
E01031425,56,148,1159
E01031426,55,190,949
E01031427,128,245,990
E01031428,82,203,1265
E01031429,101,204,1146
E01031430,101,214,1116
E01031431,73,242,1300
E01031432,110,334,1448
E01031433,102,205,1133
E01031434,110,275,1224
E01031435,105,273,1309
E01031436,157,307,1339
E01031437,177,379,1424
E01031438,83,190,1347
E01031439,101,338,1475
E01031440,112,305,1126
E01031441,96,304,1240
E01031442,68,195,1326
E01031443,61,198,1089
E01031444,74,212,1304
E01031450,86,191,975
E01031451,99,223,1145
E01031452,71,232,1188
E01031453,175,297,1189
E01031454,176,336,1643
E01031455,89,257,1075
E01031456,147,330,1304
E01031457,103,328,1154
E01031458,115,346,1324
E01031459,154,313,1322
E01031460,117,353,1229
E01031461,109,290,1361
E01031462,73,205,1192
E01031463,75,238,1311
E01031464,107,321,1157
E01031465,65,143,1235
E01031466,63,182,1201
E01031467,112,243,1362
E01031468,101,291,1905
E01031469,101,303,1273
E01031470,81,252,1550
E01031471,48,128,1109
E01031472,74,228,1225
E01031473,92,189,950
E01031478,26,100,1008
E01031479,40,127,900
E01031498,25,118,991
E01031514,135,212,1349
E01031515,72,214,1307
E01031516,56,155,1242
E01031517,49,174,1604
E01031518,44,165,1342
E01031519,43,193,1170
E01031544,35,120,1124
E01031545,39,135,1024
E01031546,70,141,1244
E01031547,61,153,1118
E01031548,96,227,1273
E01031549,63,176,1243
E01031550,64,174,1217
E01031551,56,158,1331
E01031552,97,237,1564
E01031553,57,170,1332
E01031554,54,185,1475
E01031555,75,158,1330
E01031556,75,168,1412
E01031557,46,160,1520
E01031558,123,235,1214
E01031559,55,160,1314
E01031560,63,188,1225
E01031561,64,200,1168
E01031562,98,195,994
E01031563,60,184,1060
E01031564,58,208,1212
E01031565,125,269,1774
E01031566,81,207,1318
E01031567,66,240,1058
E01031568,47,151,1193
E01031569,94,231,1252
E01031570,81,205,1108
E01031571,94,209,1342
E01031572,78,333,1100
E01031573,97,244,1282
E01031574,75,249,1544
E01031575,116,233,1427
E01031576,109,230,1290
E01031577,79,200,1080
E01031578,32,111,1647
E01031579,53,145,1430
E01031580,18,104,2226
E01031581,22,103,1660
E01031582,39,119,1660
E01031583,92,228,1658
E01031584,91,233,1339
E01031585,81,259,1317
E01031586,52,177,1558
E01031587,54,147,1480
E01031588,55,149,1294
E01031589,66,223,1478
E01031590,28,145,1420
E01031591,73,203,1538
E01031592,42,138,1840
E01031593,41,127,1231
E01031594,68,186,1164
E01031595,73,235,1384
E01031596,124,264,1487
E01031597,54,190,1254
E01031598,132,238,1347
E01031599,90,202,1459
E01031600,65,202,1127
E01031601,62,187,995
E01031603,49,155,1280
E01031604,76,234,1253
E01031605,77,222,1275
E01031606,75,215,1233
E01031607,63,200,1155
E01031608,59,215,1474
E01031609,118,225,1228
E01031610,110,256,1435
E01031611,50,149,1413
E01031612,47,210,1852
E01031613,51,170,1842
E01031614,86,292,1676
E01031615,57,195,1289
E01031616,49,195,1356
E01031617,88,244,2043
