geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E02003122,2367,25,297,125,29
E02003123,2034,33,318,1092,31
E02003124,1885,34,373,1014,27
E02003125,1497,38,247,855,11
E02003126,1897,39,291,675,7
E02003127,1760,36,255,968,41
E02003128,1912,55,489,1305,62
E02003129,1777,30,447,501,5
E02003130,2635,48,530,1168,11
E02003131,2036,31,311,794,21
E02003132,2397,35,372,575,19
E02003133,2304,27,251,420,10
E02003134,1351,43,216,1107,18
E02003135,1412,26,466,1099,5
E02003136,2787,29,292,162,16
E02003137,2590,29,341,163,2
E02003138,2307,24,742,49,16
E02003139,2025,7,354,101,57
E02003140,2725,20,277,82,22
E02003141,2050,36,1274,321,9
E02003142,2225,39,551,1006,56
E02003143,2311,29,452,480,23
E02003144,1116,21,2074,36,10
E02003145,1712,35,894,370,38
E02003146,1732,45,1576,150,19
E02003147,765,58,730,1963,63
E02003148,938,68,1834,1504,32
E02003149,1542,63,1822,660,71
E02003150,1620,72,2531,1831,46
E02003151,2734,37,260,175,7
E02003152,3180,51,503,209,28
E02003153,2534,25,656,135,29
E02003154,1958,24,340,692,24
E02003155,1672,40,731,105,20
E02003156,2698,30,783,375,58
E02003157,1483,22,807,449,58
E02003158,1724,41,579,177,8
E02003159,1597,11,747,84,10
E02003161,1275,57,1851,324,46
E02003163,2597,40,1308,139,25
E02003164,3137,46,549,76,13
E02003165,2446,18,494,66,14
E02003166,2749,30,621,844,105
E02003167,2189,44,1838,361,16
E02003168,2332,22,453,200,74
E02003169,2624,33,265,100,5
E02003170,3199,44,957,264,36
E02003171,2377,39,508,282,30
E02003892,2159,45,299,236,30
E02003893,2205,56,321,219,18
E02003894,2436,56,558,379,50
E02003895,2290,39,576,447,27
E02003896,1444,56,508,589,11
E02003897,1839,23,296,51,19
E02003898,2133,52,430,257,7
E02003899,1588,35,221,502,26
E02003900,2280,25,407,345,33
E02003901,2258,89,488,517,17
E02003902,1506,26,416,430,5
E02003903,2078,48,392,337,17
E02003904,1864,46,405,185,9
E02003905,1911,31,439,152,23
E02003906,1741,63,368,182,8
E02003907,2498,60,559,246,41
E02003908,2191,51,451,656,38
E02003909,2595,48,609,635,27
E02003910,1697,63,758,435,49
E02003911,2781,75,520,195,23
E02003912,2472,101,527,362,34
E02003913,1994,56,320,186,8
E02003914,1825,37,725,525,34
E02003915,1582,77,634,1006,9
E02003916,1738,56,1031,173,36
E02003917,2536,32,370,214,15
E02003918,2253,41,381,281,13
E02003919,1605,59,545,778,11
E02003920,2222,33,677,133,28
E02003921,1939,23,320,222,13
E02003922,2280,30,480,444,28
E02003923,2064,30,733,252,11
E02003924,1979,44,556,533,11
E02003925,1966,36,368,497,25
E02003926,2492,47,406,160,12
E02003927,2845,70,455,273,31
E02003928,3219,61,1048,562,26
E02003929,2227,54,374,289,13
E02003930,2601,80,495,401,23
E02003933,2329,61,445,224,19
E02003934,1969,60,416,274,15
E02003935,2280,50,941,623,32
E02003936,2670,81,478,167,18
E02003937,1643,81,370,293,9
E02003938,1870,63,452,412,13
E02003939,2009,42,450,423,31
E02003940,1956,61,314,214,8
E02003941,1991,35,648,410,14
E02003942,1780,33,476,848,11
E02003943,2207,65,564,573,36
E02003944,2740,53,541,637,60
E02003945,2120,34,423,59,20
E02003946,2639,81,559,387,48
E02003947,1968,61,447,260,17
E02003948,2158,60,554,893,20
E02003949,1709,66,983,706,8
E02003951,2057,69,443,342,9
E02003952,1897,57,602,285,12
E02003953,2993,69,760,368,42
E02003954,1732,45,945,349,20
E02003955,2692,68,847,394,31
E02003956,1918,37,507,369,53
E02003957,3002,53,737,375,25
E02003958,2301,25,512,300,42
E02003959,1897,45,439,449,11
E02003960,1949,33,420,164,11
E02003961,3001,46,449,307,63
E02003962,1882,25,491,152,37
E02003963,2439,68,793,858,37
E02003964,2589,64,593,147,14
E02004137,1862,46,264,188,15
E02004138,2744,39,513,252,16
E02004139,2245,39,224,480,44
E02004140,2108,53,326,115,4
E02004141,1843,59,359,205,6
E02004142,1720,40,344,103,17
E02004143,2247,27,209,185,11
E02004144,2457,26,319,165,6
E02004145,2253,48,344,230,21
E02004146,2037,21,311,646,28
E02004147,1862,64,1238,147,17
E02004148,2342,52,468,478,10
E02004152,1090,26,1602,244,24
E02004153,1936,24,515,682,62
E02004154,1801,27,1004,325,26
E02004155,1949,69,252,1023,12
E02004156,1335,107,1765,1481,78
E02004157,1801,36,857,284,15
E02004158,2188,43,685,379,22
E02004159,2983,26,601,270,59
E02004160,2356,22,228,416,8
E02004161,1691,57,420,1104,41
E02004162,2068,22,795,335,27
E02004163,2250,65,421,389,19
E02004189,1791,31,446,131,18
E02004190,2381,62,460,348,34
E02004191,2239,53,706,793,57
E02004192,2616,77,399,128,10
E02004193,3731,46,517,390,57
E02004194,1879,45,444,251,36
E02004195,1563,41,436,570,25
E02004196,2252,56,453,324,26
E02004197,2270,26,292,223,63
E02004198,1835,45,508,555,37
E02004199,1994,43,301,195,17
E02004200,1889,39,297,287,20
E02004201,1804,31,284,100,12
E02004202,2459,50,533,275,15
E02004203,1875,50,305,183,12
E02004204,3046,50,571,345,26
E02004205,2151,33,432,109,34
E02004206,2015,67,700,375,59
E02004207,2019,23,277,193,22
E02004208,2896,30,414,64,19
E02004209,2677,36,455,363,22
E02004210,1761,61,870,540,36
E02004211,2467,31,357,64,27
E02004212,1851,20,307,274,42
E02004213,1660,13,333,23,20
E02004214,1498,35,763,484,41
