geocode,female,male
E00140262,101,117
E00140263,70,69
E00140264,48,63
E00140265,72,76
E00140266,89,89
E00140267,206,167
E00140268,88,103
E00140269,79,76
E00140270,88,72
E00140290,181,167
E00140291,184,178
E00140292,169,158
E00140293,91,109
E00140294,179,156
E00140295,170,137
E00140298,89,118
E00140299,170,130
E00140300,156,149
E00140301,145,125
E00140302,132,109
E00140303,152,128
E00140307,100,104
E00140321,125,100
E00140322,119,96
E00140323,109,84
E00140324,129,104
E00140325,138,122
E00140326,166,143
E00140327,77,99
E00140366,137,124
E00140367,138,127
E00140368,166,148
E00140369,137,131
E00140370,152,134
E00140371,159,159
E00140372,164,161
E00140373,176,163
E00140374,155,123
E00140375,102,72
E00140376,147,132
E00140377,129,120
E00140378,138,138
E00140379,132,114
E00140380,164,161
E00140381,152,132
E00140382,156,142
E00140383,149,141
E00140384,204,171
E00140385,182,165
E00140386,129,137
E00140387,127,130
E00140388,117,111
E00140389,152,141
E00140390,128,125
E00140391,173,148
E00140392,133,101
E00140393,130,101
E00140394,127,110
E00140395,133,113
E00140396,148,140
E00140397,159,157
E00140398,122,137
E00140399,141,123
E00140404,184,144
E00140405,172,154
E00140406,157,158
E00140407,120,137
E00140408,175,166
E00140414,145,127
E00140415,222,201
E00140416,119,119
E00140429,69,68
E00140431,57,67
E00140432,167,155
E00140434,156,146
E00140435,172,155
E00140436,183,156
E00141037,154,136
E00141038,212,215
E00141073,94,103
E00141075,158,118
E00141076,123,151
E00141081,166,144
E00141082,89,103
