geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E01013079,573,11,88,11,3
E01013080,311,17,160,91,1
E01013082,533,12,110,8,2
E01013083,350,12,196,55,3
E01013084,283,20,89,285,1
E01013087,420,12,63,76,1
E01018063,479,15,280,173,3
E01018065,773,15,91,39,2
E01018066,463,14,51,93,15
E01018067,587,12,99,64,2
E01018068,427,11,75,78,3
E01018069,612,7,95,23,7
E01018070,320,17,194,214,3
E01018071,477,8,133,165,4
E01018073,652,10,144,118,2
E01018076,704,18,93,49,2
E01018077,458,15,290,107,3
E01018078,374,20,116,292,3
E01018079,560,10,99,119,1
E01018080,745,5,167,55,5
E01018081,439,6,78,56,0
E01018082,651,6,100,45,9
E01018083,489,9,175,85,14
E01018084,714,12,127,51,0
E01018085,587,7,98,9,0
E01018086,499,14,129,76,5
E01018087,582,17,177,152,13
E01018088,594,13,67,27,2
E01018090,577,15,53,88,7
E01018091,416,12,74,84,2
E01018092,545,14,90,76,3
E01018093,666,16,177,149,0
E01018094,558,7,74,136,3
E01018095,535,12,54,41,14
E01018096,619,5,85,15,6
E01018097,489,9,51,62,0
E01018103,203,8,77,179,2
E01018104,386,7,42,76,0
E01018107,276,17,98,245,5
E01018108,319,7,168,274,8
E01018109,527,9,170,60,7
E01018111,756,16,80,88,1
E01026007,416,5,25,26,2
E01026008,392,12,29,92,2
E01026009,363,16,42,93,2
E01026012,304,3,23,215,4
E01026013,564,7,31,23,0
E01026014,608,7,90,85,9
E01026015,459,8,114,40,22
E01026023,418,7,54,108,2
E01026024,628,17,68,108,8
E01026042,345,15,184,128,0
E01026043,474,19,98,121,8
E01026044,481,12,62,29,3
E01026046,331,21,94,79,6
E01026047,506,9,52,14,7
E01026048,450,8,212,69,17
E01026049,580,12,101,28,6
E01026050,659,14,87,34,4
E01026055,420,5,32,27,1
E01026056,370,14,57,30,3
E01026058,761,10,88,50,4
E01026059,361,6,44,38,3
E01026060,452,9,71,32,1
E01026068,665,45,179,50,3
E01026069,617,27,171,152,11
E01026070,579,28,187,40,3
E01026072,586,9,171,119,3
