geocode,female,male
E01000367,836,739
E01000368,838,701
E01000373,822,752
E01000374,786,747
E01000375,750,726
E01000376,810,731
E01000377,719,701
E01000379,860,820
E01000380,778,677
E01000403,1143,965
E01000429,814,825
E01000430,903,879
E01000431,864,808
E01000432,884,789
E01000433,953,857
E01000434,874,710
E01000435,737,669
E01015921,570,606
E01015922,780,738
E01015923,803,774
E01015925,787,778
E01015926,763,762
E01015927,968,889
E01015928,869,878
E01015929,789,714
E01015930,859,905
E01015931,623,701
E01015939,777,787
E01015941,726,722
E01015942,805,802
E01015951,827,854
E01015952,999,1046
E01015953,953,1129
E01015954,1144,1134
E01015955,776,774
E01015956,1046,1013
E01015957,779,760
E01015958,638,677
E01015959,823,844
E01015960,734,736
E01015961,741,761
E01015962,832,825
E01015963,613,576
E01015964,795,760
E01015966,780,800
E01015967,768,754
E01015968,706,661
E01015969,898,839
E01015970,642,687
E01015982,1265,1301
E01015993,829,773
E01015994,826,730
E01015995,835,836
E01015996,813,818
E01016011,727,786
E01016012,1224,1289
E01016013,1073,1129
E01016014,1312,1225
E01016015,833,880
E01024132,652,634
E01024133,685,680
E01024134,843,800
E01024135,734,692
E01024136,765,785
E01024137,756,755
E01024138,955,855
E01024139,871,892
E01024140,1336,1356
E01024141,810,787
E01024142,1368,1356
E01024143,1090,1156
E01024144,739,771
E01024145,828,802
E01024146,754,733
E01024147,883,839
E01024148,864,810
E01024149,1549,1423
E01024154,661,605
E01024155,794,698
E01024156,806,852
E01024157,875,799
E01024161,976,1000
E01024162,750,876
E01024163,907,895
E01024164,932,968
E01024165,821,702
E01024166,891,814
E01024167,932,900
E01024168,652,595
E01024169,783,727
E01024170,801,754
E01024171,757,801
E01024172,936,994
E01024173,898,895
E01024174,585,563
E01024175,672,617
E01024176,850,820
E01024177,734,702
E01024178,809,829
E01024179,1406,1411
E01024180,684,752
E01024181,675,680
E01024182,742,829
E01024183,693,691
E01024184,993,993
E01024185,1075,1004
E01024186,679,638
E01024187,583,530
E01024188,689,622
E01024189,824,752
E01024268,816,786
E01024269,923,912
E01024276,1290,1252
E01024277,962,926
E01024278,937,926
E01024279,765,745
E01024280,884,789
E01024281,735,722
E01024283,663,657
E01024285,732,659
E01024286,808,818
E01024287,762,702
E01024288,727,652
E01024434,1019,951
E01024445,667,623
E01024446,767,711
E01024447,686,638
E01024479,754,730
E01024480,868,767
E01033610,845,803
E01033611,807,824
E01033612,778,802
E01033613,821,718
E01033614,936,936
