geocode,female,male
E02002985,2707,2506
E02002986,2702,2322
E02002987,2759,2645
E02002988,2841,2628
E02002989,2783,2541
E02002990,2897,3023
E02002991,5148,5111
E02002992,3142,2796
E02002993,2744,2772
E02002994,5243,4956
E02002995,2741,2574
E02002996,5355,5278
E02002997,3338,3131
E02002998,2958,2924
E02002999,2830,2699
E02003000,4678,4524
E02003001,2802,2703
E02003002,2837,2582
E02003003,2908,2773
E02003004,3218,3084
E02003005,3148,3006
E02003006,4530,4351
E02003007,4234,4073
E02003008,2860,2760
E02003009,2989,2886
E02003010,2959,2895
E02003011,2593,2529
E02003012,5664,5035
E02003013,6179,5777
E02003014,4031,3724
E02003015,2978,2823
E02003016,3733,3796
E02003017,3188,2854
E02003018,2959,2769
E02003019,4789,4550
E02003020,3363,2870
E02003021,3253,3518
E02003022,3060,2807
E02003023,3062,2909
E02003024,4536,4223
E02003025,3358,3408
E02003026,4748,4521
E02003027,5879,6032
E02003028,4216,4308
E02003029,3241,2981
E02003030,3552,3624
E02003031,4956,5297
E02003032,3690,3592
E02003033,4336,4663
E02003034,5920,6343
E02003036,4021,4536
E02003037,4211,4523
E02003038,3227,3132
E02003039,4142,3903
E02003040,4490,4635
E02003041,2946,3248
E02003043,5103,5835
E02003044,2927,2871
E02003045,3255,3635
E02003046,4690,4524
E02003047,4957,5080
E02003048,3181,3335
E02003049,3633,3639
E02003050,4108,4344
E02003051,3385,3279
E02003052,3380,3122
E02003053,4048,4018
E02003054,3205,3248
E02003055,4377,3923
E02003056,3787,3429
E02003057,2972,2850
E02003058,4668,4319
E02003059,2942,2696
E02003060,5608,5194
E02003061,3107,2647
E02003062,3028,2808
E02003063,3520,3520
E02003064,3467,3068
E02003065,4270,4233
E02003066,3076,2938
E02003067,3905,3621
E02003068,3095,3085
E02003070,6100,6008
E02003072,4699,4346
E02003073,3372,3213
E02003075,2972,2816
E02003077,3074,2901
E02003090,3646,3272
E02003091,3285,3288
E02003092,3735,4180
E02003093,3340,3241
E02003094,4193,4159
E02003095,3615,3508
E02003096,3281,3172
E02003097,3205,3015
E02003098,4977,5061
E02003099,3457,3368
E02003100,5272,5239
E02003101,5242,5319
E02003102,3262,3258
E02003103,3632,3584
E02003104,3873,3781
E02003105,3264,3034
E02003106,5057,5450
E02003107,5162,5445
E02003108,4622,4685
E02003109,3056,2929
E02003110,5198,5171
E02003111,3234,3060
E02003112,3231,3150
E02003113,5132,5035
E02003114,3565,3423
E02003115,4660,4499
E02003116,3942,3615
E02003117,4353,4229
E02003118,5153,5046
E02003119,5254,5090
E02003120,4296,4097
E02003121,5149,5021
E02003172,3151,3076
E02003173,3439,3169
E02003174,4204,3892
E02003175,4704,4278
E02003176,3656,3363
E02003177,4065,3912
E02003178,4248,4094
E02003179,3371,3098
E02003180,4844,4637
E02003181,4325,4171
E02003182,3381,3180
E02003183,3642,3427
E02003194,3218,3023
E02003195,2852,2760
E02003196,5384,4919
E02003197,3491,3324
E02003198,3737,3527
E02003199,4747,4433
E02003200,5079,4883
E02003201,5321,5252
E02003214,3295,3033
E02003215,3561,3432
E02003216,4639,4456
E02003217,3286,3229
E02003218,3388,3187
E02003219,3362,3324
E02003220,5237,5037
E02003221,3161,3289
E02003222,3179,3127
E02003223,4678,4994
E02003224,4414,4328
E02003225,2949,3007
E02003226,3730,4622
E02003227,3212,3127
E02003228,3293,3297
E02003229,2869,2792
E02003230,3307,3966
