geocode,bicycle,bus,car_van,foot,home,moto,other,taxi,train_metro
E02003524,142,379,2288,434,53,50,20,38,43
E02003525,98,275,1532,519,40,35,16,35,79
E02003526,104,127,2172,288,187,27,24,14,101
E02003527,111,174,2066,258,125,36,19,25,85
E02003529,204,195,2613,462,134,42,19,25,173
E02003530,258,378,2444,380,101,48,31,35,81
E02003531,289,324,2971,431,115,71,22,29,118
E02003532,268,425,2517,505,123,37,26,40,70
E02003533,230,248,1597,420,51,46,19,54,27
E02003534,339,453,2940,653,135,84,36,43,63
E02003535,427,475,2917,746,110,73,45,56,103
E02003536,241,238,1241,712,56,31,17,39,64
E02003537,457,399,3438,577,153,94,31,44,79
E02003538,384,356,2647,1042,123,55,32,64,299
E02003539,361,355,1656,1756,116,28,58,50,230
E02003540,382,346,2616,541,129,59,25,47,133
E02003541,298,246,1535,1256,119,22,43,68,219
E02003542,434,230,2217,932,132,44,36,68,320
E02003543,394,204,1890,1030,168,36,25,44,290
E02003544,329,291,1940,413,104,38,33,35,177
E02003545,281,167,1666,954,204,22,41,58,222
E02003546,329,322,2659,341,230,54,59,40,143
E02003547,281,230,2207,867,265,25,86,41,217
E02003548,339,208,1776,570,182,34,57,25,218
E02003549,147,262,2011,431,192,18,31,14,107
E02003551,104,294,1504,257,104,29,16,11,96
E02003553,155,287,1471,465,96,27,24,21,83
E02003556,106,245,2197,209,73,54,22,11,47
E02003557,259,238,1396,659,174,22,14,10,114
E02003561,264,365,1782,692,134,37,21,13,198
E02003562,213,347,3131,445,178,69,37,19,138
E02003564,109,375,2797,291,116,54,17,18,44
E02003565,267,239,1441,844,106,15,27,11,128
E02003566,70,249,1993,217,67,42,18,13,34
E02003570,193,463,1825,1301,90,19,53,57,165
E02003572,121,288,2203,285,125,42,21,9,56
E02003573,89,374,2168,289,87,53,33,13,36
E02003574,75,401,3088,238,122,51,12,11,52
E02003575,76,328,1935,220,63,27,15,11,29
E02003576,164,455,2732,470,119,61,29,20,95
E02003577,225,463,2418,1926,214,37,97,41,321
E02003578,87,312,2438,219,93,50,28,14,59
E02003579,152,503,2749,356,155,58,24,10,123
E02003580,71,361,1625,210,64,40,11,12,33
E02003581,205,265,1987,880,266,76,162,4,78
E02003582,237,145,2393,485,232,59,125,2,36
E02003583,103,187,1755,451,128,50,69,4,23
E02004697,47,29,1916,242,392,17,21,1,220
E02004698,58,54,1611,602,131,19,16,14,117
E02004699,105,65,4016,811,339,41,33,12,269
E02004700,139,68,2197,495,159,32,40,5,65
E02004702,83,77,3686,390,189,43,25,6,104
E02004703,50,46,3896,251,746,28,43,3,304
E02004704,58,35,2279,197,297,20,24,5,117
E02004705,40,18,2976,294,390,26,30,8,389
E02004706,51,34,2647,204,370,14,25,9,281
E02004707,104,52,3451,617,685,26,37,4,509
E02004708,120,54,2674,753,220,26,23,11,339
E02004709,26,84,3168,134,246,37,18,6,112
