geocode,female,male
W01000001,569,546
W01000002,638,625
W01000006,758,776
W01000007,881,823
W01000009,979,924
W01000010,976,893
W01000012,800,684
W01000014,1062,987
W01000016,576,627
W01000017,771,754
W01000019,771,742
W01000020,668,647
W01000023,709,697
W01000024,705,814
W01000025,1005,1011
W01000027,931,920
W01000028,958,983
W01000029,776,717
W01000030,1189,1097
W01000033,748,756
W01000034,588,566
W01000036,547,541
W01000037,551,627
W01000038,1154,1072
W01000039,532,528
W01000040,625,543
W01000041,816,767
W01000043,640,577
W01000044,565,579
W01000047,707,647
W01000054,591,571
W01000059,1035,1025
W01000061,930,823
W01000070,623,652
W01000073,855,840
W01000078,843,840
W01000080,910,875
W01000084,602,604
W01000086,1148,1105
W01000088,1018,976
W01000089,1067,1013
W01000093,1149,1047
W01000094,627,602
W01000095,703,670
W01000098,1192,1129
W01000104,954,839
W01000108,1130,1060
W01000109,922,964
W01000110,795,711
W01000111,773,759
W01000112,979,951
W01001932,1453,1478
