geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E02002805,2257,22,189,93,14
E02002809,1947,26,283,540,34
E02002827,1495,19,279,737,20
E02002828,2233,25,439,95,12
E02002829,1752,84,515,1975,14
E02002830,1616,43,475,1758,17
E02002831,1685,37,429,184,5
E02002832,1458,59,651,624,11
E02002833,1379,37,555,633,5
E02002834,2783,32,838,239,83
E02002835,2840,24,940,472,93
E02002836,1611,53,665,788,14
E02002837,1032,36,496,1053,7
E02002838,1094,50,242,1679,28
E02002839,1874,48,272,691,26
E02002842,1205,69,1587,524,33
E02002843,1634,76,1206,911,16
E02002844,786,104,448,2424,13
E02002845,1805,94,646,1356,32
E02002846,2422,31,437,134,4
E02002847,1982,60,667,136,9
E02002848,1353,59,1130,783,19
E02002849,1610,81,2822,702,41
E02002851,2398,26,244,182,11
E02002852,638,47,106,1780,13
E02002853,2338,69,1186,423,13
E02002854,1354,60,449,1332,27
E02002855,1531,34,1113,96,12
E02002856,2536,53,2205,249,23
E02002857,1489,30,1054,332,20
E02002858,2353,35,468,65,7
E02002860,2343,54,410,530,13
E02002861,913,57,157,1638,10
E02002862,1616,83,246,1589,13
E02002863,1688,58,640,265,25
E02002864,1829,29,305,314,42
E02002865,2355,67,497,428,43
E02002866,2334,37,409,285,23
E02002867,2350,77,482,393,27
E02002868,1932,19,158,322,27
E02002869,1396,55,515,1316,15
E02002871,2255,36,537,632,9
E02002872,1736,51,455,1558,16
E02002873,1813,56,599,1427,8
E02002874,1846,51,362,784,9
E02002875,1676,49,673,1192,37
E02002876,2023,40,556,816,36
E02002877,2209,50,1020,347,24
E02002878,1066,49,392,1746,5
E02002879,2153,41,1124,598,20
E02002880,1348,53,470,1418,7
E02002881,1153,53,250,1209,4
E02002882,1788,44,1520,414,18
E02002883,1561,43,753,1137,43
E02002884,902,29,1051,333,8
E02002885,763,69,1285,969,21
E02002886,2079,53,544,733,29
E02002887,1315,74,223,1191,29
E02002888,1036,93,403,1522,10
E02002889,316,25,1317,1450,32
E02002890,646,90,1740,2225,26
E02002891,2284,50,409,621,12
E02002892,1382,44,206,929,4
E02002893,839,66,1741,1709,33
E02002894,2072,20,374,222,1
E02002895,1017,32,1834,390,6
E02002896,1316,65,1495,1483,13
E02002897,2627,38,290,443,8
E02002898,735,53,2058,880,12
E02002899,945,53,548,619,7
E02002901,1910,25,275,323,7
E02002902,2034,50,352,1044,8
E02002903,1446,44,242,948,179
E02002904,1667,42,247,675,2
E02003237,2133,23,259,165,20
E02003238,1613,23,387,399,44
E02003239,2776,21,318,147,13
E02003240,1521,48,662,238,11
E02003241,1814,45,345,337,26
