geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E00073747,20,20,35,33,46,34,43,12,26
E00073749,13,21,34,37,26,62,50,24,27
E00075091,23,30,20,33,46,44,67,28,33
E00075547,62,80,30,45,79,57,30,7,14
E00075548,40,24,52,56,30,30,31,10,18
E00075549,42,40,37,45,50,33,35,13,18
E00075551,41,54,36,50,56,50,36,25,26
E00075552,50,37,30,39,50,35,46,11,20
E00075553,18,23,29,25,32,46,66,43,43
E00075554,54,36,44,69,50,37,23,5,7
E00075555,28,47,40,39,52,55,35,10,19
E00075556,24,48,29,31,63,37,56,13,29
E00075557,29,21,31,30,39,45,45,6,27
E00113236,72,26,74,53,13,5,1,0,0
W00008044,16,30,18,17,43,56,42,16,40
W00008045,45,39,37,39,61,49,34,19,19
W00008047,35,55,20,29,65,70,66,20,63
W00008048,45,44,52,50,66,67,60,22,30
W00008049,38,51,35,43,68,60,69,10,14
W00008050,5,16,19,4,16,34,37,18,61
W00008051,29,48,28,31,56,33,44,15,32
W00008052,39,44,35,38,31,61,39,10,16
W00008053,14,35,23,34,36,42,42,17,26
W00008054,76,65,23,51,110,46,36,17,15
W00008055,15,46,25,20,44,46,59,26,16
W00008056,14,10,16,17,19,15,31,23,40
W00008085,20,24,32,20,42,40,46,12,32
W00008086,30,38,34,29,48,39,37,18,42
W00008087,52,49,28,31,61,17,29,25,29
W00008088,78,14,82,35,26,25,13,2,9
W00008089,26,41,38,37,51,29,28,19,28
W00008113,44,32,31,25,45,29,27,18,35
W00008114,32,41,28,30,43,43,23,7,26
W00008115,34,41,36,37,47,34,33,9,28
W00008213,23,41,21,18,58,59,53,20,24
W00008214,41,54,44,41,71,55,38,16,38
W00008215,23,41,24,26,60,69,50,26,16
W00008216,33,30,49,35,63,46,42,13,26
W00008217,11,23,14,12,22,24,40,21,42
W00008218,30,44,33,50,48,46,46,12,13
W00008219,30,22,11,20,46,25,28,11,22
W00008236,52,48,58,41,45,36,33,11,29
W00008237,66,79,23,59,117,39,23,5,4
W00008238,33,53,35,34,64,50,35,9,28
W00008239,51,43,44,81,64,42,39,12,18
W00008240,36,38,33,34,57,27,30,14,41
W00008267,16,28,33,25,33,53,61,21,32
W00008268,37,24,52,37,44,43,26,7,19
W00008269,28,24,52,29,39,44,36,5,24
W00008270,25,48,34,29,47,44,48,22,25
W00008271,25,37,20,20,48,29,41,23,29
W00008272,24,37,33,29,49,38,52,19,28
W00008273,11,24,16,23,35,22,49,22,46
W00008274,31,45,36,42,37,47,28,3,7
W00008275,22,42,33,27,45,29,36,15,30
W00008276,24,25,26,36,37,45,40,12,37
W00008277,19,32,29,27,42,52,62,21,35
W00008284,43,70,41,41,79,85,48,9,34
W00008286,37,30,47,62,44,33,33,15,10
W00008315,48,55,58,53,40,41,28,11,11
W00008316,33,51,45,40,55,42,37,14,28
W00008317,38,23,46,24,27,37,31,20,42
W00008318,40,34,37,44,55,44,41,14,44
W00008319,38,47,36,40,48,46,36,11,32
