geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E01013788,589,8,305,109,3
E01013789,398,22,112,50,14
E01013790,390,13,62,36,0
E01013791,328,6,65,84,0
E01013792,562,9,81,27,5
E01013794,460,6,62,30,3
E01013795,344,17,83,43,1
E01013796,311,15,161,70,8
E01013797,529,3,141,45,6
E01013804,550,10,63,31,7
E01013805,365,9,59,98,5
E01015589,552,10,66,39,1
E01015590,346,21,74,89,1
E01015591,459,5,57,66,0
E01015592,370,4,135,133,2
E01015593,235,8,116,209,3
E01015594,430,9,154,152,7
E01015595,314,9,87,266,1
E01015596,277,2,149,166,0
E01015597,209,3,83,315,2
E01015598,491,4,68,69,1
E01015599,189,28,287,222,3
E01015600,286,10,186,63,2
E01015601,314,17,155,25,3
E01015602,292,8,469,109,14
E01015603,299,8,339,121,5
E01015604,271,8,149,71,7
E01015605,326,11,74,228,2
E01015606,475,3,98,143,2
E01015607,219,8,67,337,2
E01015608,360,7,79,186,1
E01015609,177,6,79,398,4
E01015610,293,18,67,285,1
E01015611,359,19,191,335,10
E01015612,369,14,330,134,12
E01015613,302,2,166,193,3
E01015614,390,3,258,73,13
E01015615,397,10,93,168,10
E01015616,206,7,127,310,2
E01015617,411,12,114,20,3
E01015618,307,13,44,82,5
E01015619,492,19,118,224,18
E01015620,604,1,69,11,0
E01015621,459,10,340,113,7
E01015622,537,8,360,175,13
E01015623,502,8,130,103,1
E01015624,454,7,199,65,4
E01015626,157,4,308,65,1
E01015627,528,41,115,56,9
E01015628,466,13,214,45,8
E01015629,576,6,35,52,2
E01015630,477,9,57,66,3
E01015631,454,1,39,28,2
E01015632,318,10,238,159,6
E01015633,467,19,109,367,20
E01015634,330,8,80,339,8
E01015635,585,2,34,6,5
E01015636,395,8,38,32,1
E01015637,265,3,130,164,0
E01015638,476,5,42,86,0
E01015639,204,8,141,325,0
E01015640,376,7,107,95,5
E01015641,311,7,88,89,2
E01015642,199,7,115,254,1
E01015643,381,6,83,106,7
E01015644,528,7,144,95,13
E01015645,539,4,104,55,6
E01015646,788,13,72,8,0
E01015647,189,9,99,327,5
E01015648,525,8,14,58,2
E01015650,627,6,175,52,3
E01015651,506,9,127,13,3
E01015652,366,6,201,21,2
E01015653,500,2,117,30,1
E01015654,378,8,263,202,15
E01015655,413,7,351,35,2
E01015656,292,9,53,310,2
E01015657,321,10,135,250,19
E01015658,196,6,73,355,3
E01015659,637,6,152,37,7
E01015660,369,9,85,270,7
E01015661,356,0,101,154,0
E01015662,266,2,130,87,0
E01015663,189,10,71,376,3
E01015664,201,5,87,361,14
E01015665,305,9,166,89,5
E01015666,280,15,101,226,0
E01015667,372,1,92,83,2
E01015668,364,8,208,220,17
E01015669,457,7,69,67,2
E01015670,481,9,47,62,2
E01015671,593,6,74,40,6
E01015672,527,4,75,49,2
E01015673,292,11,60,284,1
E01015674,376,11,78,204,0
E01015675,506,3,76,78,2
E01015676,449,3,130,105,3
E01015677,301,4,135,33,1
E01015678,439,6,82,26,15
E01015679,577,7,152,75,12
E01015680,246,7,126,258,3
E01015681,471,2,54,43,24
E01015682,457,8,125,72,2
E01015683,691,8,71,74,5
E01015684,587,1,13,5,1
E01015685,621,4,57,11,0
E01015686,629,5,66,10,1
E01015687,579,4,52,5,0
E01015688,388,7,195,67,1
E01015689,522,10,57,26,2
E01015690,402,7,45,8,0
E01015691,415,3,54,28,0
E01015692,299,10,122,36,2
E01018058,607,7,79,7,0
E01018059,454,16,58,22,0
E01018060,574,9,112,56,2
E01018061,389,14,59,42,2
E01018064,657,5,89,84,1
E01018072,460,10,74,123,2
E01018074,415,11,53,42,1
E01018075,272,5,73,175,0
E01018098,487,13,63,25,5
E01018099,459,2,53,7,3
E01018100,341,6,188,64,1
E01018101,420,3,146,22,1
E01018127,483,6,104,40,0
E01018128,330,11,97,73,0
E01018200,514,14,56,52,1
E01018201,441,7,84,67,1
E01018212,483,5,67,122,2
E01018213,522,2,122,78,17
E01018214,514,7,71,188,18
E01018215,468,4,78,5,4
E01018216,750,10,108,65,1
E01018217,555,7,52,118,5
E01026017,424,17,56,192,2
E01026239,552,10,129,87,0
E01026240,771,8,59,125,1
E01026241,509,10,121,131,1
E01026242,534,5,46,34,2
E01026243,373,8,47,140,2
E01026244,442,5,35,62,1
E01026247,635,14,80,82,4
E01026249,641,10,66,53,3
E01026251,693,1,52,36,10
E01026258,683,8,39,15,2
E01026259,524,11,61,104,3
E01026260,573,23,85,171,5
E01026262,557,7,61,12,1
E01026263,596,8,115,49,37
E01026264,433,6,106,81,10
E01026265,397,6,52,56,0
E01026266,483,12,347,68,9
E01026267,822,7,241,74,33
E01026268,456,19,136,258,4
E01026269,774,10,103,33,5
E01026270,345,15,145,235,4
E01026271,299,14,113,325,5
E01026272,370,14,112,62,1
E01026273,628,4,54,29,1
E01026274,584,2,118,27,24
E01026275,514,16,150,157,22
E01026276,798,7,75,89,3
E01026281,457,7,40,34,0
E01026282,480,20,48,160,5
E01026283,609,9,55,52,1
E01026284,629,7,56,89,0
E01026285,494,7,43,59,6
E01026286,366,10,56,66,0
E01026287,412,5,95,109,2
E01026288,317,12,68,322,25
E01026289,614,6,80,139,19
E01026290,681,18,94,109,3
E01026296,561,5,58,27,0
E01026297,385,8,36,147,10
E01026298,424,18,179,240,7
E01026299,483,9,86,130,10
E01026300,587,5,26,10,0
E01026301,563,25,81,13,12
E01026302,434,3,46,6,2
E01026303,461,4,54,1,1
E01026304,536,6,49,15,3
E01026305,465,2,121,7,1
E01026306,431,10,57,174,37
E01026307,452,7,78,12,1
E01026308,170,7,35,382,2
E01026311,337,8,112,204,5
E01026312,116,9,21,300,6
E01026315,513,53,212,142,2
E01026316,667,70,187,102,12
E01026317,420,8,431,107,12
E01026318,368,13,284,165,26
E01026319,688,9,205,20,10
E01026330,684,18,87,78,1
E01026331,614,24,199,196,9
E01026332,729,36,88,83,9
E01026334,533,6,39,39,2
E01026335,563,13,105,40,0
E01026336,374,9,69,241,0
E01026337,563,6,42,39,3
E01026338,393,16,57,58,3
E01026339,363,11,71,87,7
E01026341,469,11,55,83,1
E01026342,476,8,64,21,1
E01026343,373,8,386,133,9
E01026344,440,4,223,12,3
E01026346,378,7,86,39,2
E01026347,522,21,151,140,9
E01026348,294,5,29,134,4
E01026349,407,6,150,226,2
E01026350,432,26,260,118,12
E01026351,427,29,288,105,1
E01026356,476,4,93,7,0
E01026357,465,7,75,39,2
E01026358,529,7,74,13,1
E01026359,608,3,48,8,0
E01026360,723,12,64,81,5
E01026361,792,13,153,166,6
E01026362,602,5,48,13,3
E01026363,416,19,70,25,1
E01026364,602,14,40,48,5
