geocode,bad,fair,good
E00012149,18,31,270
E00012150,16,42,190
E00012151,26,69,349
E00012152,33,65,362
E00012153,3,41,242
E00012154,26,46,238
E00012155,5,19,94
E00012156,19,41,344
E00012157,17,25,164
E00012158,2,18,228
E00012159,22,35,201
E00012160,28,47,258
E00012161,20,24,232
E00012162,16,35,239
E00012163,21,46,244
E00012164,19,48,263
E00012165,7,30,211
E00012166,5,33,267
E00012167,26,45,213
E00012168,12,42,189
E00012169,12,25,239
E00012170,20,38,221
E00012171,10,44,278
E00012172,8,40,271
E00012173,24,33,215
E00012245,8,32,278
E00012246,8,34,287
E00012247,7,36,300
E00012248,15,34,267
E00012249,4,44,267
E00012250,8,61,277
E00012251,12,43,305
E00012253,17,40,298
E00012254,12,33,133
E00012255,8,33,325
E00012257,11,42,305
E00012261,17,39,349
E00012311,30,31,209
E00012315,20,34,301
E00012329,5,22,313
E00012336,18,31,201
E00012337,16,36,159
E00012609,14,39,202
E00012610,12,34,223
E00012618,12,41,322
E00012622,4,27,223
E00012624,12,43,261
E00012627,14,19,249
E00012628,7,18,218
E00012630,18,26,308
E00089863,62,131,124
E00089864,16,27,176
E00089865,8,44,257
E00089866,16,52,223
E00089867,5,33,243
E00089868,13,36,238
E00089869,16,54,251
E00089870,15,29,230
E00089871,47,79,232
E00089872,13,46,223
E00089875,9,28,253
E00089876,5,26,283
E00089877,3,32,238
E00089878,14,31,244
E00089879,15,33,227
E00089882,4,36,292
E00089883,11,32,262
E00089905,15,26,334
E00121041,4,22,121
