geocode,female,male
E01016849,699,840
E01016850,795,945
E01016851,779,930
E01016852,720,873
E01016853,897,975
E01016854,775,887
E01016855,776,957
E01016856,797,832
E01016857,749,774
E01016858,687,752
E01016859,721,733
E01016860,754,770
E01016861,719,891
E01016862,724,854
E01016863,768,811
E01016864,756,722
E01016865,825,761
E01016866,779,687
E01016867,750,700
E01016868,777,771
E01016869,878,910
E01016870,784,813
E01016871,877,908
E01016872,863,963
E01016873,817,881
E01016874,926,892
E01016875,807,836
E01016876,861,764
E01016877,942,884
E01016878,954,917
E01016879,799,728
E01016880,707,650
E01016881,766,744
E01016882,804,650
E01016883,754,701
E01016884,812,782
E01016885,755,615
E01016886,804,753
E01016887,754,671
E01016888,785,710
E01016889,905,962
E01016890,847,900
E01016891,835,935
E01016892,931,791
E01016893,957,943
E01016894,950,944
E01016895,821,737
E01016896,866,901
E01016897,901,880
E01016898,1136,1110
E01016899,1753,1568
E01016900,818,860
E01016901,887,774
E01016902,766,735
E01016903,997,965
E01016904,799,790
E01016905,854,869
E01016906,841,769
E01016907,901,910
E01016908,791,744
E01016909,921,970
E01016910,781,746
E01016911,787,752
E01016912,953,937
E01016913,884,861
E01016914,1279,1101
E01016915,789,755
E01016916,743,714
E01016917,690,678
E01016918,754,671
E01016919,717,662
E01016920,826,745
E01016921,826,727
E01016922,667,615
E01016923,834,752
E01016924,804,714
E01016925,777,743
E01016926,789,741
E01016927,804,744
E01016928,827,775
E01016929,812,775
E01016930,950,893
E01016931,814,729
E01016932,811,824
E01016933,779,727
E01016934,719,685
E01016935,809,765
E01016936,802,832
E01016937,949,1092
E01016938,810,974
E01016939,862,769
E01016940,890,812
E01016941,821,1096
E01016942,866,861
E01016943,789,796
E01016944,721,862
E01016945,667,956
E01016946,718,766
E01016947,763,844
E01016948,895,880
E01016949,830,893
E01016950,844,868
E01016951,681,754
E01016952,704,921
E01016953,749,878
E01016954,830,981
E01016955,725,1022
E01016956,810,745
E01016957,900,874
E01016958,922,811
E01016959,765,705
E01016960,947,806
E01016961,885,882
E01016962,901,792
E01016963,886,1020
E01016964,1021,1080
E01016966,887,909
E01016967,884,1037
E01016968,747,838
E01016969,876,1143
E01016970,859,777
E01016971,964,991
E01016972,976,874
E01016973,787,741
E01016974,852,785
E01016975,813,703
E01016976,832,828
E01016977,789,751
E01016978,820,851
E01016979,842,812
E01016980,763,737
E01016981,846,811
E01016982,685,617
E01016983,734,697
E01016984,725,750
E01016985,789,794
E01016986,867,758
E01016987,959,898
E01016988,824,707
E01016989,844,766
E01016990,845,833
E01016991,943,822
E01016992,836,762
E01016993,748,690
E01016994,862,791
E01016995,905,809
E01016996,884,779
E01016997,844,738
E01016998,756,748
E01016999,741,669
E01017000,889,833
E01017001,774,730
