geocode,asian,black,mixed,other,white
E01011296,1,4,4,2,1667
E01011297,21,7,25,6,1526
E01011298,18,15,11,3,1491
E01011300,12,2,19,1,1435
E01011301,1,3,10,1,1321
E01011302,1,5,8,0,1392
E01011303,5,7,6,0,1127
E01011304,5,5,29,8,1544
E01011305,10,11,20,1,1454
E01011306,9,3,5,3,1322
E01011307,3,1,10,1,1511
E01011308,4,4,8,2,1510
E01011309,13,2,14,1,1477
E01011392,7,1,7,0,1448
E01011396,34,8,25,5,1694
E01011397,19,4,16,3,1464
E01011398,11,1,6,0,1239
E01011399,10,4,8,0,1459
E01011400,8,2,14,1,1403
E01011401,22,15,5,0,1467
E01011402,16,8,15,6,1723
E01011403,15,5,4,2,1370
E01011404,9,3,5,0,1304
E01011405,1,4,14,0,1406
E01011697,113,23,70,2,1883
E01011698,12,2,8,0,1481
E01011699,19,1,7,1,1317
E01011700,21,8,24,6,1294
E01011701,10,5,14,0,1258
E01011702,9,4,6,2,1163
E01011703,12,3,13,3,1248
E01011704,19,3,8,4,1736
E01011705,7,2,12,1,1356
E01011707,3,0,7,4,1345
E01011709,5,1,10,8,1564
E01011710,7,2,10,0,1402
E01011711,13,1,11,1,1363
E01011712,7,0,2,1,1349
E01013018,4,0,10,0,1841
E01013020,5,0,12,1,1782
E01013021,11,0,7,4,1474
E01013022,1,1,13,2,1867
E01013023,4,2,5,2,1825
E01013024,1,0,11,1,1819
E01013026,4,1,6,0,1650
E01013052,14,1,3,0,1522
E01013053,3,3,4,2,1367
E01013054,48,8,23,0,1978
E01013055,16,0,9,0,1498
E01013056,7,2,18,2,1595
E01013057,7,2,15,0,1479
E01013058,1,3,5,6,1313
E01013059,4,3,13,2,1598
E01013060,15,3,16,6,1874
E01013061,11,1,19,3,1580
E01013119,7,0,4,2,1479
E01013122,2,1,3,0,1481
E01013126,65,65,46,8,1970
E01013127,6,0,7,3,1484
E01013335,15,5,17,4,1541
E01013336,6,1,8,4,1451
E01013337,21,2,14,1,1612
E01013338,12,7,22,6,2260
E01013339,15,7,13,3,1557
E01013340,13,5,12,0,1244
E01013341,15,1,15,1,1240
E01013342,9,1,3,0,1347
E01013343,147,34,34,26,1764
E01013344,50,12,18,5,1512
E01013345,76,19,28,9,1588
E01013346,54,8,12,6,1571
E01013347,61,7,21,5,1543
E01013348,106,19,31,26,1731
E01013349,37,19,4,4,1323
E01013350,125,23,11,17,1462
E01013351,12,1,4,1,1889
E01013352,7,4,11,1,1697
E01013353,25,15,23,2,1532
E01013354,13,6,11,3,1381
E01013355,22,3,10,6,1435
E01013356,15,3,18,2,1414
E01013357,17,3,19,3,1982
E01013358,14,2,11,0,1547
E01013359,26,6,13,4,1498
E01013360,297,31,39,70,1411
E01013361,126,17,43,13,1695
E01013362,132,17,33,11,1784
E01013363,216,48,26,23,1781
E01013364,149,28,46,24,1784
E01013365,145,7,49,12,2572
E01013366,178,29,31,13,1741
E01013368,125,11,63,14,2033
E01013369,87,7,27,19,1723
E01013370,29,7,3,0,1462
E01013371,35,1,12,1,1416
E01013372,11,0,6,1,1590
E01013373,3,8,13,0,1456
E01013374,10,0,11,1,1535
E01013375,15,5,6,2,1280
E01013376,7,6,17,2,1435
E01013377,4,0,3,1,1644
E01013378,944,67,144,86,3551
E01013379,28,1,16,5,1426
E01013380,123,23,20,13,1592
E01013381,20,2,17,3,1502
E01013382,85,7,22,15,1527
E01013383,110,21,50,67,2050
E01013384,85,8,21,7,1628
E01013385,27,5,17,7,1403
E01013386,115,26,28,2,1601
E01013387,12,6,6,3,1450
E01013388,7,5,4,0,1017
E01013389,13,7,9,0,1129
