geocode,asian,black,mixed,other,white
E02000024,887,242,384,173,8470
E02000025,714,370,367,241,6264
E02000026,698,239,244,171,4961
E02000027,1187,906,524,294,6687
E02000028,813,297,283,157,4616
E02000029,905,500,495,231,6386
E02000030,1320,364,338,258,6850
E02000031,1162,347,310,254,5221
E02000032,1524,277,347,389,5320
E02000033,1283,537,508,317,5892
E02000034,1306,473,419,293,6017
E02000035,1740,340,360,433,5092
E02000036,2316,1322,474,404,6227
E02000037,2062,771,361,362,6185
E02000277,371,1429,379,304,4598
E02000278,596,1941,537,379,5384
E02000279,878,3174,770,621,5849
E02000280,460,528,357,177,6993
E02000281,700,1249,520,338,6028
E02000282,672,2073,580,578,5212
E02000283,610,1725,529,473,5087
E02000284,483,495,402,165,6655
E02000285,363,366,251,175,5442
E02000286,683,405,300,179,6591
E02000287,812,327,229,251,5204
E02000288,1522,2455,575,620,5318
E02000289,788,234,237,252,5058
E02000290,997,2000,509,463,3273
E02000291,584,1134,522,419,6265
E02000292,978,1252,543,394,6351
E02000293,546,257,223,178,5103
E02000294,1182,2337,446,565,4349
E02000295,1179,528,468,391,5808
E02000296,1520,585,495,404,6531
E02000297,899,754,372,294,6979
E02000298,592,341,326,279,6438
E02000299,1222,3109,506,685,3790
E02000300,1087,2436,559,570,3505
E02000301,1104,3296,746,717,4207
E02000302,1068,958,428,496,5376
E02000303,1168,2371,482,616,3753
E02000304,1095,291,431,315,5957
E02000305,853,569,527,418,6266
E02000306,1106,3479,551,551,3462
E02000307,1610,1961,468,737,5097
E02000433,2268,379,205,210,4624
E02000895,536,709,332,167,6235
E02000898,638,750,373,234,5755
E02000899,677,884,418,223,5718
E02003258,1231,522,243,68,6422
E02003259,622,742,279,46,4742
E02003260,1349,1613,556,74,4800
E02003261,1044,389,231,62,4313
E02003262,1718,1772,580,86,5656
E02003263,3137,1144,461,88,6930
E02003264,2717,510,413,149,5537
E02003265,443,318,260,82,7130
E02003266,1645,1327,556,72,5668
E02003267,9132,829,348,211,2733
E02003268,5206,1290,475,143,3793
E02003269,1210,743,350,210,7472
E02003270,2424,715,300,146,4415
E02003271,732,543,338,91,8071
E02003272,8185,641,237,121,1306
E02003273,1730,1004,413,142,6997
E02003274,7272,913,390,163,2111
E02003275,2309,1644,607,381,6792
E02003276,4776,777,265,120,2507
E02003277,2128,1059,482,221,6300
E02003278,1942,1414,497,304,7384
E02003459,107,65,91,11,8461
E02003460,164,160,151,16,8743
E02003461,133,78,104,9,7068
E02003462,189,64,134,26,7313
E02003463,564,345,195,35,5616
E02003464,523,559,266,33,5363
E02003465,653,269,152,38,5103
E02003466,1001,238,215,26,5778
E02003467,690,766,264,35,4616
E02003468,464,286,202,13,6417
E02003469,413,280,162,43,4903
E02003470,540,477,217,34,4352
E02003471,745,563,291,57,4909
E02003472,1350,1445,363,106,5332
E02003473,777,214,194,42,4456
E02003474,901,820,317,73,6532
E02003475,1583,1480,603,111,11100
E02003476,1112,1695,299,79,5461
E02003477,1288,831,491,156,8616
E02003478,953,290,262,63,5332
E02003479,1559,943,361,67,4506
E02003480,576,482,290,65,6773
E02003481,438,957,227,84,5427
E02003482,221,71,138,18,5781
E02003483,1333,891,438,83,8157
E02003484,851,488,223,50,5631
E02003485,457,481,279,23,6822
E02003486,1025,514,365,68,6927
E02003487,340,329,230,35,6297
E02003488,928,279,227,23,5602
E02003489,304,210,279,33,6094
E02003490,600,561,205,24,5606
E02003599,123,63,122,10,5283
E02003600,91,56,99,8,5802
E02003601,85,11,79,11,7013
E02003602,76,44,58,17,5751
E02003603,156,101,163,18,9173
E02003604,157,47,98,9,6629
E02003605,690,284,159,219,6960
E02003606,134,22,112,8,7307
E02003607,205,48,140,33,8061
E02003608,236,48,195,30,10419
E02003609,195,72,151,9,9590
E02003610,114,20,125,17,6899
E02003611,216,73,127,15,8049
E02003612,339,105,208,33,8947
E02003613,96,47,130,6,5582
E02003614,119,49,111,10,7084
E02003615,141,47,128,12,8460
E02003616,71,8,83,14,5499
E02003617,132,51,142,34,8588
E02003618,299,201,194,25,8049
E02003619,352,219,262,28,9173
E02003620,589,266,261,65,6972
E02003621,469,195,199,42,7167
E02003622,574,672,531,74,7239
E02003623,498,118,166,43,7319
E02003624,474,246,201,31,5056
E02003625,985,545,330,86,6302
E02003626,364,199,186,47,4599
E02003627,1232,442,349,85,6961
E02003628,4064,563,323,166,3436
E02003629,1283,630,456,93,7006
E02003630,2632,653,523,84,5789
E02003631,903,263,197,29,4083
E02003632,962,216,226,48,4609
E02003633,1063,368,299,63,6001
