geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E01019078,173,165,92,161,233,215,274,75,158
E01019079,136,183,115,136,225,232,192,86,164
E01019080,188,240,196,231,285,222,215,90,142
E01019081,238,219,206,217,274,245,245,89,151
E01019082,139,149,171,170,201,223,212,71,160
E01019083,136,172,156,169,304,248,354,101,192
E01019084,181,189,143,198,239,211,191,61,95
E01019085,153,208,105,150,290,261,234,64,85
E01019086,97,142,65,87,205,150,197,66,111
E01019087,140,190,121,138,237,292,229,76,202
E01019088,133,123,193,205,234,255,216,73,282
E01019089,171,153,148,191,219,262,244,73,133
E01019090,113,157,103,130,246,273,273,106,171
E01019091,181,238,114,161,304,342,269,94,155
E01019092,123,164,153,151,239,216,264,114,191
E01019093,190,169,160,207,223,226,209,82,95
E01019094,177,211,136,187,284,195,268,89,156
E01019095,211,188,223,184,179,189,188,60,114
E01019096,212,237,239,252,310,312,371,137,204
E01019097,240,283,217,194,217,223,209,75,145
E01019098,183,216,169,203,265,179,232,91,106
E01019099,182,218,200,189,262,224,218,80,134
E01019100,149,176,150,177,271,242,221,88,186
E01019101,134,134,104,141,233,220,270,92,179
E01019102,181,221,136,180,256,253,274,94,133
E01019103,142,146,105,129,211,198,142,54,164
E01019104,100,143,92,138,171,189,190,98,236
E01019105,71,95,159,175,166,184,107,56,114
E01019106,109,159,85,97,204,204,286,105,219
E01019107,155,194,84,127,250,309,252,87,150
E01019108,192,195,210,146,230,184,170,46,114
E01019109,257,236,236,202,255,217,198,95,122
E01019110,195,189,207,190,211,213,220,91,157
E01019111,201,192,236,172,212,183,170,65,106
E01019112,213,205,244,167,248,228,187,71,130
E01019113,234,253,248,188,223,213,171,56,163
E01019114,127,188,136,188,242,179,194,75,143
E01019115,131,181,159,201,252,196,235,82,172
E01019116,117,141,179,141,205,152,137,60,120
E01019117,135,118,159,172,188,206,166,57,108
E01019118,160,145,225,219,197,153,140,38,92
E01019119,87,161,97,107,228,227,239,116,247
E01019120,181,192,271,241,303,229,183,68,115
E01019121,179,218,276,245,302,293,219,90,167
E01019122,175,175,163,173,216,154,180,67,112
E01019123,198,177,165,176,217,187,225,122,110
E01019124,220,274,170,234,407,286,243,100,149
E01019125,145,164,131,159,264,223,215,87,148
E01019126,168,207,175,172,225,206,228,101,221
E01019127,96,134,112,103,191,229,333,115,252
E01019128,143,203,128,146,272,261,266,76,136
E01019129,156,164,126,172,291,267,282,85,151
E01019130,159,197,123,150,293,251,266,91,153
E01019131,146,252,114,166,328,309,288,110,227
E01019132,148,226,152,138,314,309,289,92,135
E01019133,137,201,119,125,264,257,251,66,126
E01019134,129,191,111,150,230,174,276,86,176
E01019135,171,232,165,170,251,205,203,81,115
E01019136,185,242,137,204,291,198,171,82,110
E01019137,104,125,104,123,167,128,125,46,173
E01019144,118,216,113,118,225,215,219,89,145
E01019145,229,275,195,206,381,271,236,87,124
E01019146,133,184,102,136,260,195,204,56,100
E01019188,181,184,199,169,197,201,170,57,130
E01019189,207,212,213,216,242,202,134,33,86
E01019190,121,151,142,135,209,229,241,116,221
E01019191,144,163,156,159,225,241,225,79,159
E01019192,157,163,116,164,204,197,241,92,122
E01019193,259,203,234,214,183,192,118,35,78
E01019194,338,249,349,331,331,184,171,61,79
E01019195,154,143,142,185,202,201,187,53,159
E01019196,208,183,223,256,295,227,201,60,140
E01019197,357,244,289,255,268,199,202,67,108
E01019198,189,136,175,217,171,148,138,58,118
E01019199,170,109,145,155,136,142,101,25,79
E01019203,185,257,165,204,348,364,313,109,172
E01019204,92,199,367,175,160,122,83,26,52
E01019205,212,153,337,263,210,179,139,60,161
E01019206,97,152,384,176,211,211,117,52,70
E01019207,186,148,257,207,212,129,129,52,74
E01019208,226,227,201,208,237,165,127,49,86
E01019209,170,179,207,214,228,169,126,44,107
E01019210,210,236,183,179,201,164,138,59,97
E01019211,212,194,370,324,288,190,106,35,62
E01019212,124,250,104,115,225,216,238,102,159
E01019213,305,308,232,378,431,390,363,119,211
E01019214,148,189,124,157,244,292,287,102,238
E01019215,168,157,216,201,256,195,138,44,125
E01019216,135,143,326,267,205,183,169,70,85
E01019217,168,158,336,319,277,199,149,41,78
E01019218,192,200,257,191,223,171,130,51,160
E01019220,159,154,219,242,242,210,143,62,127
E01019221,303,230,286,306,281,213,150,69,126
E01019222,253,219,222,215,220,175,149,55,147
E01019223,123,178,146,147,234,224,223,98,163
E01019226,106,122,98,107,179,195,201,62,89
E01019227,150,114,194,161,177,210,195,78,132
E01019228,136,180,157,150,250,238,217,87,138
E01019229,155,226,141,173,339,331,295,88,185
E01019230,149,145,174,190,224,164,178,90,228
E01019231,128,132,159,187,210,175,177,88,216
E01019232,140,156,176,171,211,233,167,85,140
E01019233,100,123,120,120,165,178,183,83,260
E01019234,86,137,371,162,202,195,185,49,160
E01019235,150,156,225,200,241,189,156,49,121
E01019236,175,185,450,269,192,164,93,25,54
E01019237,132,221,274,170,196,223,130,37,102
E01019238,124,141,102,130,207,201,171,96,139
E01019239,184,176,114,159,285,254,210,76,102
E01019240,202,190,150,211,310,226,219,82,178
E01019241,176,179,103,167,239,269,225,76,178
E01019242,125,155,206,110,193,169,150,48,173
E01019243,144,218,145,161,230,200,180,82,173
E01019244,160,145,142,164,200,210,169,95,175
E01019245,230,265,211,187,229,161,157,40,81
E01019246,151,126,144,146,140,147,165,76,172
E01019247,164,170,166,172,228,181,207,67,153
E01019248,187,167,178,138,160,118,91,42,59
E01019249,102,139,86,101,203,253,260,95,200
E01019250,115,142,109,117,206,262,230,55,126
E01019251,168,190,131,204,260,253,226,93,215
E01019252,130,124,135,167,171,193,227,101,144
E01019253,189,173,159,232,272,239,257,86,186
E01019254,118,148,113,139,194,260,218,55,111
E01019255,120,180,127,141,229,238,220,50,61
E01019256,130,158,169,147,273,262,210,71,80
E01019257,145,185,127,149,216,213,242,87,134
E01019258,122,160,117,141,283,263,206,96,138
E01019259,105,124,87,132,183,218,218,78,155
E01019260,165,197,189,206,265,186,167,51,81
E01019261,194,224,158,183,321,272,221,80,103
E01019262,195,168,170,244,338,250,222,50,109
E01019263,122,150,166,126,160,160,125,51,78
E01019264,192,237,199,216,289,215,180,73,100
E01019265,96,137,150,118,202,214,194,62,108
E01019266,149,189,201,164,280,180,176,52,80
E01019267,153,163,161,146,170,169,142,72,169
E01019268,93,97,126,127,127,173,204,64,119
E01019269,191,192,195,194,214,189,207,74,110
E01019270,166,146,184,167,209,197,157,54,82
E01019271,182,186,139,158,213,189,141,56,99
E01019272,194,193,223,180,197,186,161,69,82
E01019273,151,195,197,194,236,247,216,80,92
E01019274,143,128,169,185,215,237,228,74,163
E01019275,202,276,193,234,364,309,297,103,218
E01019276,82,122,46,74,203,197,184,48,69
E01019277,134,156,141,123,183,146,168,66,95
E01019278,120,167,149,149,244,182,189,46,100
E01019279,98,103,89,126,203,221,263,117,176
E01019280,67,72,177,163,245,242,254,90,251
E01019281,97,132,132,125,168,164,167,97,155
E01019282,134,167,151,143,251,187,138,44,92
E01019283,115,135,333,281,279,238,252,98,118
E01019284,142,167,146,152,173,112,153,73,137
E01019285,227,190,241,219,230,202,127,40,95
E01019286,113,134,129,158,203,166,184,76,156
E01019287,135,118,89,164,175,150,218,74,85
E01019288,167,204,167,187,263,194,157,57,81
E01019289,143,179,119,138,226,210,161,88,122
E01019290,111,172,120,134,161,157,128,40,72
E01019291,156,145,175,176,208,159,129,58,111
E01019292,93,122,107,121,170,159,179,71,98
E01019293,103,123,111,92,184,260,281,84,131
E01019294,162,146,201,155,198,215,162,60,147
E01019295,295,229,239,189,233,158,115,41,68
E01019296,159,145,175,152,196,207,167,75,209
E01019297,162,182,142,186,239,204,130,54,149
E01019298,125,200,140,139,229,202,225,100,154
E01019299,243,202,257,206,283,255,259,94,186
E01019300,184,272,135,180,301,298,251,79,101
E01019301,240,178,236,174,185,192,138,40,55
E01019302,107,122,138,137,154,139,119,49,60
E01019303,163,167,109,142,242,216,220,80,184
E01019304,95,116,90,96,206,241,213,89,154
E01019313,109,143,78,129,192,185,300,91,147
E01019315,139,199,118,148,310,264,289,87,145
E01019338,112,202,114,124,263,263,222,88,109
E01019339,125,119,144,143,205,205,238,89,154
E01019341,85,85,61,89,176,241,374,129,291
E01019342,73,102,59,84,103,135,190,71,246
E01019344,84,85,94,95,157,188,170,59,99
E01019345,85,119,89,86,168,188,233,80,126
E01019349,138,167,104,126,259,289,341,127,280
E01019350,106,127,149,115,216,297,325,109,173
E01019351,130,195,128,126,330,309,286,113,136
E01019353,120,156,112,117,212,200,262,107,210
E01019354,58,84,75,74,140,169,240,84,396
E01019355,38,64,34,50,105,148,350,145,364
E01019356,87,123,92,117,214,260,294,69,179
E01019357,156,219,156,167,296,259,276,114,226
E01019374,136,165,212,178,276,193,148,58,167
E01019375,61,96,177,142,162,207,237,111,252
E01019376,101,98,219,166,189,216,234,68,151
E01019378,163,177,133,153,286,253,202,82,152
E01019381,197,217,123,186,347,345,409,120,170
E01019386,121,139,117,162,256,258,333,117,224
E01019387,183,224,132,208,328,299,344,123,275
E01019388,162,216,155,203,275,264,252,96,301
E01019389,284,285,282,336,359,268,274,84,96
E01019390,202,184,189,229,335,248,302,109,199
E01019391,162,214,144,172,249,253,263,106,154
E01019392,169,166,204,239,296,244,198,95,222
E01019393,128,170,132,148,235,305,387,160,274
E01019395,126,244,168,166,275,275,328,139,353
E01019396,181,212,166,206,322,286,281,116,291
E01019397,185,146,257,273,265,243,308,128,170
E01019398,157,152,149,150,181,147,146,42,68
E01019399,81,166,88,105,180,142,140,49,106
E01025148,141,207,82,133,254,335,439,139,305
