geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E02003965,3448,78,452,722,5
E02003966,2384,73,336,134,18
E02003967,2545,68,413,540,14
E02003968,2795,41,346,562,11
E02003969,1454,48,193,1201,2
E02003970,2515,54,469,396,20
E02003971,2665,60,368,379,41
E02003972,2938,42,441,709,11
E02003973,2036,76,454,1560,6
E02003974,2133,47,141,1095,45
E02003975,2280,34,187,247,1
E02003976,2024,77,342,543,26
E02003977,2312,37,274,53,4
E02003987,1890,81,378,273,7
E02003989,2706,28,347,211,43
E02003990,3483,28,385,214,107
E02003991,2824,32,216,112,13
E02003992,2190,74,1289,576,72
E02003993,3058,68,415,173,6
E02003994,2066,40,674,734,5
E02003995,2636,63,290,1473,13
E02003996,2801,55,1457,436,7
E02003997,2234,65,379,1594,8
E02003998,1808,46,201,926,26
E02003999,3346,64,442,190,16
E02004000,1545,34,173,557,0
E02004001,1587,58,329,705,56
E02004002,3537,29,270,488,1
E02004003,3636,71,449,1110,12
E02004004,2395,61,258,1265,4
E02004005,2491,38,305,767,4
E02004006,3273,63,369,212,9
E02004007,3207,82,512,564,10
E02004009,1824,94,440,121,14
E02004012,1702,84,447,245,13
E02004015,1629,81,578,620,16
E02004016,2486,75,656,489,32
E02004021,1661,72,498,161,12
E02004022,1880,50,369,184,10
E02004026,2473,61,595,597,19
E02004027,2968,87,420,253,16
E02004028,2979,35,248,169,7
