geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E02000002,1259,34,269,1133,18
E02000003,2501,23,830,446,34
E02000004,1687,16,228,371,16
E02000005,1857,33,482,793,18
E02000007,1379,34,333,1663,32
E02000008,2099,40,641,1762,49
E02000009,1475,57,619,982,79
E02000010,1491,27,517,1195,62
E02000011,1521,27,440,289,12
E02000012,2254,41,476,475,12
E02000013,1439,33,435,1181,37
E02000014,1548,27,527,1413,16
E02000015,980,21,505,1604,60
E02000016,663,21,1172,1038,40
E02000017,1552,29,860,267,21
E02000018,1291,21,565,1405,44
E02000019,1393,32,472,1045,68
E02000020,1482,32,633,1260,53
E02000021,1592,31,717,565,44
E02000022,482,34,563,2061,121
E02000023,717,16,396,1271,31
E02000065,1394,27,666,622,19
E02000066,1360,37,482,1907,9
E02000067,2069,39,754,699,19
E02000068,1433,39,700,728,141
E02000069,1766,18,380,315,16
E02000070,2591,21,281,244,40
E02000071,2138,32,278,316,18
E02000072,1928,49,636,2087,22
E02000073,3542,20,224,163,19
E02000074,1652,26,267,1149,91
E02000075,2796,21,171,176,8
E02000077,2320,24,235,276,15
E02000078,2632,17,241,128,18
E02000079,2558,37,526,132,14
E02000080,2999,30,410,231,32
E02000081,2375,29,258,438,6
E02000082,3014,29,273,17,23
E02000083,2808,29,416,715,17
E02000084,3625,28,353,175,28
E02000085,2621,17,295,135,16
E02000086,2506,15,232,23,13
E02000087,2666,27,318,127,4
E02000088,2650,20,208,99,7
E02000089,2553,19,168,148,11
E02000090,2809,34,707,356,56
E02000091,2964,30,575,694,16
E02000092,1499,32,245,889,57
E02000127,1894,46,381,1314,40
E02000128,2222,26,372,376,10
E02000133,3360,46,436,98,21
E02000134,2932,61,1220,871,22
E02000136,1600,40,130,427,10
E02000140,1517,25,211,1485,63
E02000142,2506,31,527,195,24
E02000144,2608,39,969,201,14
E02000145,1700,32,338,1228,78
E02000146,2571,33,574,287,43
E02000148,2225,26,205,173,4
E02000149,2178,29,323,681,38
E02000151,2738,28,175,49,4
E02000152,1605,30,142,821,25
E02000153,2648,12,98,98,4
E02000154,2503,21,440,297,32
E02000155,2512,23,222,262,38
E02000157,2990,30,209,64,7
E02000158,2115,15,137,662,23
E02000159,2422,24,222,66,15
E02000160,2576,29,279,80,4
E02000161,3052,21,212,76,8
E02000162,2140,24,204,513,8
E02000163,2597,23,223,203,26
E02000165,2364,19,151,130,27
E02000313,584,17,314,1621,39
E02000314,1689,33,1447,1025,188
E02000315,1291,38,487,1604,20
E02000316,913,54,1630,2013,334
E02000317,634,46,424,2063,33
E02000318,1430,38,951,843,21
E02000319,1370,38,1142,1210,106
E02000320,1356,19,419,717,13
E02000321,679,50,522,1581,45
E02000323,961,44,912,1976,108
E02000324,909,33,374,1483,8
E02000326,1483,20,538,878,13
E02000327,433,24,659,1206,35
E02000328,1437,20,656,889,68
E02000329,1443,27,330,545,19
E02000331,1401,31,630,1142,32
E02000332,1982,25,435,495,21
E02000333,1598,41,890,469,7
E02000334,1515,31,297,725,17
E02000335,2043,14,193,376,11
E02000337,1390,32,265,1275,36
E02000339,1716,49,237,499,1
E02000340,1879,40,450,412,18
E02000341,1209,28,232,1546,9
E02000342,1154,21,312,723,58
E02000343,1501,28,228,935,7
E02000344,1885,17,280,283,11
E02000464,1551,25,174,817,30
E02000465,1701,42,263,1234,16
E02000466,2145,43,230,797,20
E02000467,1615,42,314,2103,13
E02000468,2392,36,296,355,20
E02000469,1537,18,240,848,21
E02000470,2752,25,427,277,6
E02000471,2759,14,134,52,2
E02000472,2920,25,299,289,11
E02000473,3219,29,327,236,30
E02000474,2444,27,463,549,31
E02000475,2880,31,587,401,34
E02000476,1777,36,1060,988,162
E02000477,3243,17,349,108,8
E02000478,1939,16,93,107,1
E02000479,2324,29,797,357,22
E02000480,2648,29,609,567,19
E02000481,2748,33,215,249,9
E02000482,2349,16,149,28,4
E02000483,2331,33,493,547,19
E02000484,2688,23,249,211,9
E02000485,2710,16,429,211,9
E02000486,2554,34,341,105,5
E02000487,2812,22,102,30,4
E02000488,2722,16,169,58,2
E02000489,2309,22,291,514,19
E02000490,2500,24,238,399,8
E02000491,2294,27,339,917,26
E02000492,2215,15,201,85,8
E02000493,1620,14,459,360,18
E02000661,1460,21,996,656,6
E02000665,1672,24,897,870,41
E02000668,1721,21,583,472,19
E02000675,2121,36,602,639,21
E02000678,1231,22,407,761,11
E02000683,1186,19,502,1011,45
E02000714,999,32,866,767,69
E02000715,761,35,816,612,10
E02000716,838,34,854,555,39
E02000717,842,32,921,568,37
E02000718,683,32,503,970,22
E02000719,814,32,1104,922,65
E02000720,1057,27,776,339,21
E02000721,1000,40,1139,531,27
E02000722,799,25,1189,824,106
E02000723,1342,35,1039,307,14
E02000724,1180,30,932,273,19
E02000725,730,47,1475,1207,212
E02000727,908,25,966,336,16
E02000728,1065,28,918,210,16
E02000729,879,30,794,473,31
E02000730,1073,29,978,353,10
E02000731,1141,37,1253,387,7
E02000732,652,35,706,905,28
E02000733,908,41,907,1568,41
E02000734,587,49,621,1327,88
E02000735,866,32,769,665,23
E02000736,996,29,750,780,19
E02000737,1420,33,764,830,21
E02000738,1406,26,840,271,20
E02000739,724,27,670,801,64
E02000740,582,29,637,1289,19
E02000741,1273,22,816,625,31
E02000742,1083,23,662,714,16
E02000743,681,42,678,1458,34
E02000744,831,35,1168,884,24
E02000745,923,30,790,990,49
E02000746,575,29,721,1161,88
E02000747,788,54,1737,1613,179
E02000748,890,27,793,498,22
E02000749,691,39,574,1607,111
E02000750,1114,47,1804,1344,61
E02000751,3485,54,536,190,12
E02000752,1561,47,298,938,20
E02000753,1498,28,350,503,41
E02000754,1785,35,379,395,13
E02000755,1534,23,327,260,7
E02000756,3461,67,916,481,41
E02000757,3094,49,1295,406,125
E02000758,1618,20,248,268,5
E02000759,3013,45,881,750,14
E02000760,1665,31,444,445,28
E02000762,1699,18,293,74,3
E02000763,1593,27,413,311,41
E02000764,3376,71,1326,640,22
E02000765,1496,26,532,128,8
E02000767,1675,24,593,254,74
E02000768,1657,21,284,276,2
E02000769,3368,61,1099,516,116
E02000770,1521,26,700,164,14
E02000772,1452,31,764,287,31
E02000773,1674,25,685,359,76
E02000774,1272,32,795,104,5
E02000776,1189,30,694,109,9
E02000777,1635,21,317,383,9
E02000779,1054,42,1325,318,14
E02000780,2013,60,1820,477,73
E02000781,3050,40,799,325,43
E02000782,1137,42,1026,559,87
E02000783,959,28,641,602,20
E02000896,2736,37,588,385,12
E02000897,1986,31,314,997,17
E02000901,2613,27,471,408,34
E02000915,1468,28,1190,600,19
E02000918,1312,43,1076,944,74
E02000921,1081,29,1190,1647,19
E02000922,1636,50,1313,724,17
E02003279,3435,24,373,141,9
E02003280,3162,43,428,559,13
E02003281,3250,38,437,440,8
E02003282,3076,30,686,405,11
E02003283,2986,46,471,764,12
E02003284,3071,38,1027,487,23
E02003285,2780,28,1498,66,14
E02003286,3234,26,509,61,10
E02003287,2754,40,451,793,27
E02003288,1969,54,1469,1453,20
E02003289,3233,32,1288,44,11
E02003290,2717,46,1408,189,9
E02003291,2721,39,874,1106,42
E02003292,1813,38,1951,1230,55
E02003293,2347,72,2615,144,21
E02003294,3338,40,507,28,8
E02003295,2780,36,447,687,13
E02003296,2507,21,182,30,3
E02003297,2059,27,251,556,2
E02003298,2143,24,191,475,5
E02003299,1988,26,217,131,8
E02003300,2459,27,471,203,2
E02003301,2523,30,334,923,17
E02003302,2141,33,321,1578,9
E02003303,2078,39,250,754,5
E02003304,2413,26,200,957,3
E02003305,1894,27,126,268,4
E02003307,2258,22,192,1459,4
E02003308,1855,20,390,169,13
E02003309,2431,17,314,222,15
E02003310,2504,36,1350,792,101
E02003311,2089,22,917,275,17
E02003312,1387,24,1227,785,43
E02003313,2316,45,702,1831,27
E02003314,2131,38,248,268,39
E02003315,1715,24,196,190,12
E02003316,2931,32,315,500,95
E02003317,1798,21,204,272,26
E02003318,1992,12,159,90,20
E02003319,1956,41,818,325,41
E02003320,1421,25,1000,618,63
E02003321,1480,32,238,699,32
E02003322,1296,15,874,345,16
E02003323,1555,15,499,619,95
E02003324,2483,32,450,520,87
E02003325,1342,45,1146,510,36
E02003326,2050,29,683,208,22
E02003327,1558,97,1025,822,16
E02003328,1279,54,1355,863,29
E02003329,1571,21,992,47,6
E02003330,1786,28,518,370,69
E02003331,2346,69,300,947,12
E02003332,1678,16,257,282,5
E02003333,1301,36,1055,474,34
E02003334,1404,22,635,178,15
E02003335,1383,22,783,501,30
E02003336,2138,25,157,126,8
E02003337,1861,31,295,432,28
E02003338,2004,31,565,470,8
E02003339,1880,27,235,256,16
E02003340,1921,40,306,897,26
E02003341,1811,15,199,153,33
E02003342,2108,25,257,172,5
E02003343,2151,17,108,50,8
E02003344,1748,31,266,651,29
E02003345,2004,12,268,16,8
E02003346,2032,18,236,243,11
E02003347,1927,8,364,85,41
E02003348,2876,16,221,21,5
E02003349,2529,32,356,161,13
E02003350,1905,22,181,389,24
E02003351,2502,17,389,226,51
E02003719,1552,50,646,1535,135
E02003720,1828,64,846,1114,34
E02003721,1556,41,895,1456,90
E02003722,1986,44,1216,473,10
E02003723,1175,37,619,246,5
E02003724,1704,66,861,1447,28
E02003725,1544,105,1336,364,23
E02003726,1430,44,1344,531,17
E02003727,1825,38,1426,538,30
E02003728,1753,47,1049,915,24
E02003729,2142,44,548,928,14
E02003730,1627,93,906,749,97
E02003731,2049,63,566,727,19
E02003732,2166,69,573,723,53
E02003733,2647,52,274,411,30
E02003734,3195,76,721,782,123
E02003735,2257,82,765,472,66
E02003736,3116,65,359,445,39
E02003737,3131,65,728,755,103
E02003738,1725,64,366,359,20
E02003739,2054,44,207,306,20
E02003740,1643,63,287,377,23
E02003752,3242,52,767,450,26
E02003759,2045,16,184,163,6
E02003775,2127,30,223,324,46
E02003776,1978,27,296,316,41
E02003777,2039,41,339,260,36
E02003778,1418,46,472,332,22
E02003779,1707,27,272,113,20
E02003780,2659,40,523,816,173
E02003781,1753,31,566,240,36
E02003783,1917,49,311,405,90
E02003784,2686,49,283,306,71
E02003785,2246,44,711,535,66
E02003786,1905,32,322,370,44
E02003788,1986,35,236,307,28
E02003789,2029,34,239,606,84
E02003790,2779,78,342,582,50
E02003791,2248,54,369,517,27
E02003792,2755,50,300,659,65
E02004356,1791,32,370,756,60
E02004357,1748,24,443,816,19
E02004358,2393,45,330,750,19
E02004359,2232,37,415,789,11
E02004361,2529,29,278,489,5
E02004362,2457,35,757,315,21
E02004363,1893,28,1112,236,11
E02004364,2620,36,783,452,17
E02004365,1170,37,1952,389,42
E02004366,1781,84,1730,135,28
E02004367,2602,46,594,151,8
E02004368,2494,31,414,295,19
E02004369,3606,31,322,237,10
E02004370,1310,33,340,1528,12
E02004371,1862,26,641,462,16
E02004372,1101,21,604,1066,9
E02004373,2366,48,676,514,34
E02004374,2137,54,1006,319,14
E02004375,2016,37,1625,286,9
E02004376,1327,41,2086,320,19
E02004377,3042,27,1073,308,30
E02004378,1445,60,3076,653,21
E02004379,2228,49,305,391,35
E02004381,2622,72,778,859,32
E02004382,1784,77,483,403,22
E02004386,2062,26,507,174,15
E02004387,1441,24,485,494,24
E02004388,1971,23,364,420,50
E02004389,3617,33,366,137,27
E02004390,2810,30,201,416,16
E02004391,1962,36,854,282,7
E02004392,2778,62,352,417,30
E02004393,2007,63,285,395,13
E02004394,2468,70,333,316,8
E02004395,2421,81,516,602,22
E02004396,3234,53,268,240,20
E02004397,2427,54,478,390,13
E02004398,1943,46,540,1115,35
E02004399,2795,44,488,227,18
E02004400,4272,33,280,92,20
E02004401,3139,49,379,217,17
E02004402,2576,59,1823,231,23
E02004403,1895,93,412,216,7
E02004404,2032,79,290,154,15
E02004405,1914,23,205,140,60
E02004406,2510,24,322,109,23
E02004407,2546,90,379,273,7
E02004408,2220,36,374,452,44
E02004409,1778,67,245,93,6
E02004410,2590,70,262,206,25
E02004411,2728,48,432,431,29
E02004412,2527,37,500,228,38
E02004413,2267,44,286,184,25
E02004414,1873,30,302,186,18
E02004415,1864,46,259,205,24
E02004416,2165,50,286,178,16
E02004417,2025,27,341,102,25
E02004418,1668,23,193,371,29
E02004419,1512,37,224,674,26
E02004420,3810,87,454,146,30
E02004421,2906,30,459,232,22
E02004422,3412,56,484,149,24
E02004423,3113,40,264,79,10
E02004424,2578,18,136,19,4
E02004425,2505,23,327,311,3
E02004426,2580,21,314,365,4
E02004427,2845,39,194,252,3
E02004428,1936,16,289,443,10
E02004429,2748,23,189,138,13
E02004430,2901,10,244,43,8
E02004431,2807,22,531,397,57
E02004432,2328,13,196,62,5
E02004433,2272,33,505,846,35
E02004434,2049,33,503,624,245
E02004435,2026,46,303,938,11
E02004436,1220,36,344,1525,17
E02004437,2038,28,319,1151,47
E02004438,1832,52,420,1311,45
E02004439,1237,41,413,1760,21
E02004440,2094,32,348,862,18
E02004441,1643,29,276,1247,14
E02004442,1198,36,329,1731,56
E02004443,2312,34,348,684,37
E02004444,2823,20,354,351,54
E02004445,2000,25,566,916,13
E02004446,2114,40,237,351,7
E02004447,1913,46,301,226,14
E02004448,1932,37,382,320,17
E02004449,2275,33,590,910,23
E02004450,1836,58,333,308,13
E02004451,2700,49,383,381,8
E02004452,2878,30,342,266,6
E02004453,1480,28,323,1102,36
E02004454,2375,41,1258,512,33
E02004455,2411,18,274,156,25
E02004456,2303,32,560,904,10
E02004457,2556,46,395,999,45
E02004458,2909,16,363,227,25
E02004459,3116,55,531,629,8
E02004460,2593,28,310,748,27
E02004461,1277,16,231,732,2
E02004462,2891,43,838,840,43
E02004463,2313,55,432,444,20
E02004464,3181,48,165,332,16
E02004465,1962,52,279,288,7
E02004466,2426,50,217,615,6
E02004467,2008,37,284,709,24
E02004468,3677,32,376,55,4
E02004469,2346,34,236,120,13
E02004470,3027,62,1248,680,110
E02004471,2215,49,361,726,9
E02004472,2186,22,286,61,5
E02004473,2658,23,298,102,7
E02004474,2637,25,237,79,16
E02004475,2318,23,180,80,6
E02004476,2838,30,232,33,7
E02004477,2375,23,162,36,10
E02004478,2071,28,456,303,6
E02004479,2807,30,311,113,9
E02004480,2265,21,288,123,12
E02004481,2714,22,372,74,12
E02004482,1950,28,430,729,10
E02004483,2770,32,552,101,5
E02004484,2698,34,450,176,3
E02004485,2024,51,250,451,29
E02004486,2751,18,341,205,21
E02004487,1956,59,250,660,21
E02004488,2839,22,340,233,12
E02004489,2620,37,301,493,29
E02004490,1288,65,317,1586,19
E02004491,2529,33,343,71,13
E02004492,2779,18,641,450,22
E02004493,2467,48,763,904,27
E02004494,2361,61,1694,450,98
E02004495,2614,45,294,461,7
E02004496,2460,21,294,96,3
E02004497,2751,38,292,207,20
E02004498,2507,48,414,1189,51
E02004499,2414,18,165,83,18
E02004500,2940,45,245,402,15
E02004501,2287,24,191,498,6
E02004502,2281,35,236,230,9
E02004503,2753,34,365,82,23
E02004504,2592,17,457,273,4
E02004505,1765,33,156,96,3
E02004506,2189,34,228,233,12
E02004507,2550,17,971,596,38
E02004508,2135,20,210,250,5
E02004509,2803,30,1155,379,46
E02004512,2347,78,1939,566,31
E02004513,1324,51,1122,1748,23
E02004514,1826,29,247,207,2
E02004515,2363,31,299,182,5
E02004516,2088,41,1523,770,15
E02004517,2656,27,399,412,12
E02004518,1781,21,622,146,13
E02004519,2617,38,221,197,3
E02004520,1374,31,928,813,17
E02004521,2342,30,700,819,13
E02004522,2566,33,687,161,10
E02004523,2249,36,552,777,20
E02004524,2751,52,251,169,8
E02004525,2613,49,335,288,8
E02004526,2711,38,326,208,17
E02004527,2667,49,463,471,17
E02004528,2767,43,166,263,3
E02004529,1949,55,290,278,10
E02004530,1912,26,252,431,5
E02004531,1879,42,215,516,11
E02004532,1902,33,453,373,3
E02004533,1827,32,195,933,12
E02004534,2448,33,415,762,20
E02004535,1836,56,349,226,26
E02004536,1988,24,201,298,9
E02004537,2061,50,424,1257,13
E02004538,2837,32,441,178,27
E02004539,2214,40,292,630,12
E02004540,1927,29,288,207,6
E02004541,3652,53,745,427,17
E02004542,1974,49,242,120,11
E02004543,1725,29,311,433,4
E02004544,1833,37,358,714,70
