geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E00069561,28,39,22,30,47,49,71,15,24
E00069562,24,40,32,27,39,51,53,21,23
E00069563,32,38,23,34,42,49,43,12,24
E00069564,20,14,14,20,29,34,50,7,15
E00069569,49,64,28,40,71,87,99,26,42
E00069570,44,45,21,35,58,41,58,27,81
E00069571,22,34,10,29,30,26,35,28,24
E00069572,34,48,20,34,57,40,41,16,15
E00069573,43,40,8,31,57,44,41,11,38
E00069574,54,45,19,37,77,42,60,30,33
E00069575,22,32,16,25,28,32,54,15,39
E00069576,24,38,9,21,37,35,37,12,21
E00069577,4,5,5,5,12,12,28,14,78
E00069582,18,16,13,18,35,31,37,13,23
E00069584,12,22,12,16,36,22,40,12,13
E00069586,18,33,10,20,45,46,46,14,18
E00069587,8,12,12,4,29,19,27,5,8
E00069588,11,36,23,18,50,74,60,23,64
E00069589,30,26,16,30,53,45,51,25,45
E00069590,16,38,23,17,44,57,63,19,37
E00069591,102,54,71,75,63,57,60,26,33
E00069593,23,35,9,31,41,37,44,22,46
E00069594,20,17,15,33,41,47,57,26,28
E00069595,21,47,22,25,50,49,43,23,28
E00069596,37,25,30,32,52,47,46,23,33
E00069597,23,54,23,20,79,64,48,16,27
E00069598,16,17,9,15,33,35,42,11,19
E00069599,19,27,15,24,44,44,45,18,22
E00069634,70,125,38,66,87,85,75,17,37
E00069635,21,21,24,26,28,33,40,10,15
E00069636,26,28,19,22,45,39,46,25,47
E00069637,31,20,29,30,33,43,39,19,16
E00069638,38,43,21,42,52,50,61,16,32
E00069639,21,37,20,27,40,58,47,12,27
E00069640,23,33,19,20,42,23,26,16,56
E00069641,10,13,7,9,21,23,34,15,23
E00078837,30,37,11,28,44,44,48,19,29
E00078838,31,43,16,39,52,39,27,17,23
E00078839,14,13,14,8,24,29,26,16,43
E00078840,18,10,13,15,30,31,32,13,17
E00078841,29,40,9,19,39,39,43,22,38
E00078845,17,27,5,6,31,31,19,13,9
E00078846,24,21,14,14,37,35,41,19,20
E00078847,39,37,12,26,48,47,41,15,26
E00079024,35,38,20,54,49,41,55,10,54
E00079025,20,23,15,23,35,30,29,9,19
E00079035,24,17,8,12,30,33,39,8,25
E00079036,9,14,22,15,24,47,29,11,11
E00079037,28,23,24,30,52,52,79,14,20
E00079038,13,19,8,17,36,23,21,6,7
E00079040,117,27,134,93,33,15,0,0,0
E00079042,69,32,97,62,47,7,5,0,0
E00079043,45,54,43,54,66,47,33,11,9
E00079044,95,50,90,72,67,8,2,1,0
E00091461,31,35,19,28,50,56,50,24,24
E00091462,23,43,18,26,64,56,68,22,42
E00091466,29,34,23,28,49,52,56,15,28
E00091467,11,15,12,24,19,25,28,10,15
E00133514,40,24,34,37,25,23,29,12,24
E00133515,59,40,51,58,41,32,36,25,23
E00133516,50,39,64,50,60,34,42,13,11
E00133517,36,49,43,45,55,28,33,5,9
E00133518,14,12,39,35,27,16,15,1,18
E00133520,56,48,38,45,43,44,41,12,16
E00133521,41,37,38,50,46,37,35,8,10
E00133522,16,20,19,31,34,37,76,20,33
E00133523,15,11,24,21,15,9,17,17,67
E00133524,18,21,24,27,34,35,33,11,30
E00133525,48,47,25,32,39,22,45,14,21
E00133526,19,18,20,33,31,47,30,19,20
E00133527,52,64,51,30,59,36,37,14,16
E00133528,36,54,53,49,47,45,39,3,7
E00133529,41,43,28,58,48,52,66,20,17
E00133737,39,29,9,23,41,51,56,5,15
E00133785,28,20,13,26,44,30,49,16,29
E00133826,2,4,7,11,8,15,37,23,176
E00133827,26,24,33,41,55,43,43,14,14
E00133828,15,18,28,23,34,31,23,7,34
E00133829,21,21,40,45,41,18,20,5,21
E00133830,25,38,26,25,61,38,40,8,16
E00133831,25,48,40,30,41,31,20,9,33
E00133832,30,20,37,26,34,19,15,6,24
E00133833,43,54,29,43,61,44,26,6,32
E00133834,29,18,33,40,38,34,50,17,52
E00133835,51,53,36,57,54,44,23,10,32
E00133836,40,57,28,47,56,38,41,11,35
E00133837,26,13,44,41,37,28,34,12,18
E00133838,37,35,32,72,53,50,52,11,39
E00133839,23,26,25,29,44,35,27,8,20
E00133840,21,15,19,26,28,15,23,10,15
E00133841,8,12,27,29,30,41,37,12,27
E00133842,17,78,31,37,35,33,24,20,28
E00133843,54,40,40,57,19,27,14,6,10
E00133844,37,34,51,43,33,32,30,18,29
E00133845,14,12,41,40,32,35,26,5,8
E00133846,21,21,27,49,47,31,26,5,14
E00133847,12,18,15,16,12,21,17,19,64
E00133848,7,15,61,45,29,30,20,5,35
E00133849,29,77,47,40,41,37,38,14,29
E00133850,6,8,25,25,24,31,31,19,22
E00133851,24,23,34,40,37,34,25,19,25
E00133852,19,24,36,48,45,21,54,25,75
E00133853,28,22,25,34,37,35,51,19,43
E00133854,5,17,26,36,26,25,35,13,60
E00133855,27,24,36,27,39,49,49,17,65
E00133856,19,20,14,31,30,37,39,9,35
E00133857,8,12,14,16,32,31,41,22,62
E00133880,33,42,40,56,71,39,11,3,10
E00133881,32,28,38,41,39,45,42,17,19
E00133882,31,37,35,43,52,50,28,5,5
E00133883,34,39,22,45,63,33,12,3,5
E00133884,41,42,29,45,55,45,24,2,11
E00133885,23,27,26,37,27,59,51,14,23
E00133886,35,48,24,41,68,42,38,11,15
E00133887,35,47,30,40,65,40,26,9,9
E00133888,18,12,31,29,27,41,69,18,22
E00133889,27,36,36,29,51,47,26,3,8
E00133890,40,27,38,51,33,42,25,7,11
E00133891,22,28,24,29,44,28,61,14,36
E00133892,29,24,15,42,48,38,48,26,35
E00133893,58,44,27,60,68,55,32,12,32
E00133894,25,37,26,37,57,40,32,6,18
E00133895,29,32,15,30,45,32,53,18,31
E00133896,43,41,19,25,63,36,31,17,41
E00133897,21,22,22,28,39,36,75,19,25
E00133898,26,41,10,21,45,54,49,17,37
E00133899,31,27,23,35,46,32,50,21,43
E00133924,67,61,31,52,79,67,56,20,64
E00133925,11,17,4,16,21,26,29,6,9
E00133926,25,19,5,23,36,25,23,10,8
E00133927,32,17,4,31,33,35,47,16,25
E00133928,35,29,12,24,39,38,56,14,25
E00137070,33,29,35,26,47,48,28,18,33
E00137071,23,26,33,24,30,36,24,7,16
E00137072,42,48,41,33,43,33,16,10,14
E00137073,17,12,23,21,27,20,15,2,8
E00137074,30,47,37,27,50,30,32,8,22
E00137075,46,54,44,46,46,31,25,12,19
E00137076,30,62,42,39,58,43,35,15,27
E00137077,55,38,39,47,35,36,21,6,12
