geocode,bicycle,bus,car_van,foot,home,moto,other,taxi,train_metro
E02002910,40,34,2513,486,637,13,30,4,21
E02002924,43,36,1935,241,664,20,38,2,26
E02003069,63,55,1867,250,245,16,13,5,49
E02003071,114,115,2675,496,241,32,16,11,48
E02003074,178,83,3361,451,195,45,21,10,56
E02003076,122,69,3389,393,374,48,21,8,298
E02003078,61,71,2482,242,313,29,29,8,81
E02003079,111,232,4042,276,192,64,22,24,143
E02003080,102,210,2644,295,135,48,21,31,73
E02003081,121,135,3229,304,204,38,21,23,112
E02003082,92,109,2539,708,266,52,27,29,167
E02003084,156,162,2259,1116,196,30,27,56,128
E02003085,154,156,1830,563,62,26,21,38,60
E02003086,93,86,1784,382,156,18,18,13,91
E02003087,73,79,3446,176,319,49,29,16,85
E02003088,65,39,2878,315,412,41,30,1,44
E02003089,67,107,1590,324,101,25,5,12,56
E02003931,93,57,2623,925,343,42,40,9,22
E02003932,34,17,2203,277,670,21,26,2,12
E02004129,14,32,1699,207,586,17,30,1,43
E02004130,22,43,1739,597,159,25,18,13,83
E02004131,40,34,1995,405,107,30,13,6,67
E02004132,53,39,3075,260,570,44,28,3,142
E02004133,53,62,2431,641,380,29,25,7,72
E02004134,101,125,2560,190,403,48,19,3,56
E02004135,48,48,2321,339,539,43,33,5,62
E02004136,78,60,2638,319,375,42,14,3,44
E02004149,184,265,1840,743,239,40,18,21,65
E02004150,185,438,1932,524,113,49,14,14,36
E02004151,191,365,2441,389,145,63,16,10,80
E02004164,21,31,2288,268,670,22,28,5,43
E02004165,114,64,2905,424,314,35,16,5,31
E02004166,52,45,2338,275,422,29,25,5,33
E02004167,115,89,2080,682,120,28,20,19,19
E02004168,80,102,1638,783,176,29,16,9,22
E02004169,67,92,2668,275,435,33,23,4,47
E02004170,86,193,2941,509,134,52,20,5,14
E02004171,57,108,2670,261,539,42,40,1,43
E02004172,24,77,2111,257,494,33,31,2,63
E02004173,44,109,2629,231,579,32,35,5,55
E02004174,56,215,2413,825,199,36,16,4,39
E02004175,26,110,1416,633,207,30,12,26,11
E02004176,25,44,1550,447,474,18,26,1,22
E02004177,28,91,1561,696,236,13,26,22,8
E02004178,78,57,1645,384,366,30,24,3,22
E02004179,357,178,2665,886,302,43,56,6,34
E02004180,70,34,2024,253,512,33,29,8,14
E02004181,171,79,1549,923,108,27,6,12,15
E02004182,139,137,1519,909,122,31,18,20,15
E02004183,167,115,1621,601,143,25,18,6,12
E02004184,245,224,2633,950,145,38,23,20,18
E02004185,62,162,1871,163,192,35,23,4,14
E02004186,138,188,2921,352,282,53,31,12,16
E02004187,51,64,2848,860,619,39,42,7,26
E02004188,22,44,1870,332,667,22,28,3,15
E02004220,65,157,1859,248,196,26,16,11,27
E02004221,53,97,1739,265,212,20,18,8,5
E02004222,47,142,1608,636,136,38,18,6,12
E02004223,76,226,3566,963,281,54,27,27,16
E02004224,29,38,1973,303,536,25,29,5,14
E02004225,33,85,1727,576,157,18,9,3,3
E02004226,18,46,2299,261,626,27,48,4,20
E02004227,25,38,2777,691,689,33,39,12,11
E02004228,28,30,2216,267,660,26,34,0,13
E02004229,30,87,2516,480,681,21,40,4,15
E02004230,54,71,2243,905,215,23,23,45,10
E02006044,32,15,1952,275,638,7,37,6,37
E02006062,139,31,3876,396,446,41,36,8,50
E02006063,48,17,2519,169,537,24,37,4,39
E02006064,154,38,2311,548,168,34,17,7,33
E02006065,258,61,2656,468,156,44,21,4,43
E02006066,83,48,2953,173,292,48,28,4,23
E02006067,98,29,2455,266,400,36,29,4,36
E02006068,303,97,2132,516,52,36,16,21,27
E02006069,374,98,3097,1100,134,44,18,21,45
E02006070,236,67,2872,325,103,38,9,10,28
E02006071,251,56,3272,379,212,38,15,3,20
E02006072,67,47,3514,234,497,52,28,2,36
E02006073,253,74,1952,501,83,34,10,9,23
E02006074,157,95,3304,296,287,41,21,6,23
E02006078,46,22,1947,310,300,23,24,2,20
E02006081,37,37,1923,140,305,22,31,2,26
E02006084,55,42,2540,247,341,42,22,8,29
E02006093,61,44,2913,533,332,29,20,6,24
E02006096,133,33,2346,588,113,22,13,4,6
E02006097,81,48,1873,681,94,19,11,8,9
E02006098,42,39,2536,276,490,27,27,7,40
E02006099,66,72,2629,189,354,40,16,1,49
E02006100,267,68,2475,415,222,42,17,12,64
E02006101,52,59,1695,356,405,23,17,3,35
E02006102,275,138,2179,444,56,69,9,12,19
E02006103,143,77,2596,199,322,52,33,4,32
E02006104,333,92,2869,477,197,51,24,14,48
E02006105,520,124,3126,1655,202,51,38,19,125
E02006106,270,119,2551,724,201,51,54,12,85
E02006107,359,98,2280,792,94,56,22,14,24
E02006108,344,76,1862,1229,216,35,25,5,61
E02006109,380,52,2277,622,215,40,30,3,50
E02006110,155,129,2503,803,178,33,18,9,25
E02006111,140,109,3679,458,506,52,26,6,33
E02006112,192,38,2728,247,456,47,22,1,56
E02006113,136,42,1645,1077,209,14,20,15,14
E02006114,126,39,1433,977,321,20,28,9,17
E02006115,88,155,2142,389,232,30,15,8,8
E02006116,52,51,2393,333,648,26,41,9,46
E02006117,29,39,1480,370,552,12,37,2,26
E02006845,83,135,3333,240,180,48,22,17,151
E02006846,128,125,3074,177,127,41,20,23,118
W02000106,45,46,2195,427,518,8,29,3,21
W02000107,52,39,2982,673,889,22,46,3,42
W02000108,20,50,2152,328,541,10,43,3,18
W02000109,54,25,1295,623,127,6,12,7,11
W02000110,32,45,2285,513,603,11,28,4,13
W02000111,63,39,2887,527,706,19,35,5,27
W02000113,98,29,2276,1107,203,9,42,16,13
W02000114,19,23,2380,306,440,15,26,0,50
W02000116,58,149,2843,230,342,22,18,10,53
W02000117,92,142,1038,1721,174,8,29,34,22
W02000118,88,159,1727,921,131,23,18,38,12
W02000120,16,136,2456,295,446,18,35,9,14
W02000122,10,79,2009,260,571,12,40,4,10
W02000123,23,56,2294,536,616,15,36,2,13
W02000124,29,73,2455,545,415,8,23,5,9
W02000125,10,39,2382,242,542,16,27,3,17
W02000126,26,49,2674,303,755,15,26,7,17
W02000127,31,138,2854,522,561,19,58,7,22
W02000128,76,55,2294,540,586,24,40,3,14
W02000129,26,36,2391,218,520,14,27,7,27
W02000130,23,128,1956,824,131,15,24,30,13
W02000131,24,80,2388,509,117,24,23,18,15
W02000132,17,36,2247,318,418,14,21,1,24
W02000133,28,89,2829,249,507,30,35,4,23
W02000134,25,124,3116,212,236,45,37,10,12
W02000135,26,160,2223,290,80,26,30,27,5
W02000136,19,74,2702,288,391,14,37,5,17
W02000137,21,159,2132,296,66,18,33,52,19
W02000138,51,189,2941,629,128,37,38,11,17
W02000139,32,67,2608,197,345,25,43,6,16
W02000140,32,160,2057,274,164,30,19,6,14
W02000141,18,62,1671,758,255,8,21,27,20
W02000142,6,60,1870,243,381,14,22,3,12
W02000143,25,22,1561,384,576,7,23,2,15
W02000144,11,33,2357,266,719,17,33,1,20
W02000145,7,36,2297,309,568,13,34,2,26
W02000146,16,35,2425,140,551,12,25,2,13
W02000147,34,66,2712,570,344,16,26,18,44
W02000148,18,44,1593,494,89,17,14,23,34
W02000149,24,58,1878,561,162,11,22,11,26
W02000151,18,66,2536,149,138,25,14,7,17
W02000152,24,78,2858,185,178,22,23,5,17
W02000153,19,97,2786,120,425,22,32,5,53
W02000154,11,52,2482,398,116,20,26,9,23
W02000156,17,93,3201,206,194,23,26,8,19
W02000157,16,99,3473,180,218,21,21,3,15
W02000158,13,73,2380,119,146,20,16,7,15
W02000159,7,86,1987,161,147,13,12,2,23
W02000160,16,68,2926,140,146,24,15,4,23
W02000161,29,58,1742,320,69,12,12,14,30
W02000162,44,104,2658,232,133,16,14,11,117
W02000163,34,42,1693,299,59,9,14,12,31
W02000164,34,69,2310,334,119,12,18,14,64
W02000165,45,45,2216,450,78,19,15,13,48
W02000166,53,141,3048,248,91,31,15,17,23
W02000167,82,81,2770,653,120,11,34,34,112
W02000168,19,117,2396,213,84,17,16,1,18
W02000169,24,160,3381,229,211,33,30,29,22
W02000170,24,211,3551,308,117,21,19,37,31
W02000171,17,123,3524,177,141,24,15,15,22
W02000172,28,188,3633,369,125,35,33,12,11
W02000173,35,123,3324,120,103,29,21,16,38
W02000174,38,184,3592,226,138,24,21,13,32
W02000175,36,291,2550,420,74,22,15,36,24
W02000176,36,244,2916,282,81,20,28,39,22
W02000177,32,149,2816,172,97,32,13,34,39
W02000178,37,361,2156,330,46,22,20,40,12
W02000179,46,123,2755,161,100,21,15,14,53
W02000180,25,276,2490,333,69,24,17,33,26
W02000181,34,202,2213,234,65,18,27,33,22
W02000182,38,337,2802,372,66,16,19,35,20
W02000183,70,376,2739,604,77,21,23,44,51
W02000184,32,194,2431,194,71,35,19,26,19
W02000185,19,47,2030,111,138,18,16,4,15
W02000186,34,412,1741,388,49,18,25,47,29
W02000187,44,110,2204,98,98,19,13,9,16
W02000188,89,228,2112,593,71,13,35,18,40
W02000189,61,127,2504,300,172,21,23,16,25
W02000190,52,122,1817,140,86,11,16,9,28
W02000191,116,209,2480,971,194,14,32,38,78
W02000192,91,292,1695,1163,135,11,43,37,90
W02000193,114,236,1709,1145,155,16,23,42,63
W02000194,64,111,1723,336,128,12,19,11,53
W02000195,53,59,1970,131,190,12,17,0,25
W02000196,77,123,1986,161,126,9,19,9,26
W02000197,29,39,2079,226,361,11,26,1,31
W02000198,98,111,2424,246,285,19,34,8,50
W02000200,16,79,1873,145,68,16,11,4,12
W02000201,12,72,1784,210,64,11,7,6,10
W02000202,37,153,4259,322,221,46,42,29,51
W02000203,21,110,2399,182,101,13,14,6,41
W02000204,20,39,2706,183,106,9,18,9,91
W02000205,21,76,2037,220,71,12,15,6,55
W02000206,26,75,1739,481,79,14,9,18,117
W02000207,16,65,2169,101,74,15,16,15,43
W02000208,32,156,3445,343,106,31,20,19,72
W02000209,7,109,1375,156,61,5,10,11,14
W02000210,23,88,2042,317,65,21,19,23,84
W02000211,35,162,2498,259,83,38,24,18,93
W02000212,33,136,2794,140,87,33,12,26,34
W02000213,66,74,2634,125,97,19,14,15,40
W02000214,108,186,2663,400,52,49,16,21,35
W02000215,123,147,2685,476,75,40,18,31,58
