geocode,bicycle,bus,car_van,foot,home,moto,other,taxi,train_metro
E02001682,61,529,2637,249,142,9,22,16,61
E02001683,58,618,3446,248,191,25,18,14,52
E02001684,70,377,1568,286,67,14,10,12,694
E02001685,31,667,2380,336,98,17,14,18,61
E02001686,30,482,2525,242,125,16,23,10,40
E02001688,95,758,2142,416,61,20,25,14,142
E02001689,80,617,1429,711,151,12,22,32,229
E02001690,39,515,2469,403,125,11,26,16,64
E02001691,89,890,2017,592,141,14,35,35,281
E02001692,34,486,1387,334,38,8,9,26,227
E02001693,26,373,1209,280,54,14,10,14,302
E02001694,52,532,2250,228,63,14,15,14,84
E02001695,55,193,2215,114,87,15,24,15,580
E02001696,64,642,2204,257,58,14,27,22,532
E02001697,66,520,2687,385,156,14,24,27,140
E02001698,27,319,2499,136,151,15,27,10,39
E02001699,25,528,2077,205,47,17,9,25,213
E02001700,60,771,3765,340,192,26,48,29,87
E02001701,43,410,2269,231,108,8,13,18,84
E02001702,31,752,1708,307,64,10,17,27,100
E02001703,32,286,1898,129,137,13,17,10,20
E02001704,36,613,1966,243,59,7,18,17,68
E02001705,26,422,2262,194,150,19,18,15,27
E02001706,37,452,2006,198,122,11,20,16,37
E02001707,49,499,2641,361,108,10,33,10,45
E02001708,93,467,3316,320,155,15,51,21,481
E02001709,132,420,3320,293,293,13,65,16,384
E02001710,92,569,2130,539,112,25,17,29,540
E02001711,58,836,2391,316,121,15,34,34,204
E02001712,256,240,2500,617,281,8,31,25,1007
E02001713,251,594,3127,509,320,15,46,14,318
E02001714,209,510,3088,661,206,10,30,31,327
E02001715,121,977,2846,419,144,10,26,53,155
E02001718,31,552,1372,203,35,7,12,21,40
E02001719,196,881,2596,552,176,17,29,34,121
E02001720,194,155,1549,819,179,7,28,21,893
E02001721,55,824,3204,335,122,11,29,44,82
E02001722,47,1012,2450,283,73,15,22,28,63
E02001723,54,706,1505,259,89,3,16,35,72
E02001724,194,336,1545,1288,199,11,25,29,421
E02001725,276,1471,2006,898,135,22,21,52,448
E02001726,71,1197,2837,441,109,24,38,64,94
E02001727,89,729,2301,323,86,16,33,42,253
E02001728,64,909,3053,236,112,18,21,40,72
E02001729,147,1166,1647,819,152,9,41,74,223
