geocode,bicycle,bus,car_van,foot,home,moto,other,taxi,train_metro
E01000650,6,30,380,33,79,3,9,1,311
E01000651,22,45,309,42,42,4,6,3,281
E01000652,11,54,368,44,63,5,3,8,249
E01000654,5,33,521,19,44,8,3,1,92
E01000655,0,43,507,14,41,11,7,4,91
E01000656,2,35,521,36,58,17,5,7,102
E01000657,7,64,561,43,45,12,8,3,113
E01000658,6,41,414,51,41,6,5,3,78
E01000659,3,61,578,28,56,16,5,1,101
E01000661,12,103,293,49,20,7,2,0,126
E01000662,10,83,403,50,41,9,2,3,196
E01000663,11,67,368,33,30,5,7,4,200
E01000664,7,65,420,48,29,11,6,6,157
E01000665,10,98,485,53,65,11,5,10,182
E01000666,17,41,478,22,86,7,4,7,193
E01000667,9,30,375,32,71,7,2,4,177
E01000668,19,93,350,96,48,4,2,3,274
E01000669,9,97,356,58,43,11,4,5,298
E01000670,9,99,322,106,63,4,6,1,461
E01000671,17,67,308,89,68,5,6,4,336
E01000679,11,72,370,90,48,11,3,4,287
E01000680,6,16,440,29,89,3,5,4,208
E01000681,11,38,409,57,39,6,6,4,314
E01000682,3,41,370,55,34,10,1,4,195
E01000683,10,43,375,55,29,11,4,1,309
E01000684,9,58,480,38,60,8,3,6,362
E01000685,7,46,383,42,32,10,2,5,252
E01000686,5,30,357,41,52,5,4,7,236
E01000687,12,35,412,53,56,3,4,2,212
E01000688,6,14,322,20,67,9,3,7,241
E01000698,3,10,281,10,52,4,13,3,156
E01000719,17,89,409,61,27,9,3,2,256
E01000720,2,79,331,50,31,13,5,3,173
E01000721,2,76,219,49,7,11,0,0,93
E01000722,6,62,375,72,25,12,3,4,224
E01000723,8,31,352,32,25,10,4,3,102
E01000724,13,89,330,58,20,10,5,3,119
E01000725,8,90,366,73,26,7,6,1,201
E01000726,3,54,352,44,32,10,5,3,147
E01000727,9,62,345,77,33,11,1,3,201
E01000730,6,82,307,58,18,5,2,7,182
E01000731,9,54,312,35,22,7,3,4,146
E01000732,6,38,351,38,33,6,4,1,192
E01000733,7,60,418,47,30,12,1,3,192
E01000734,7,37,364,45,28,4,4,2,178
E01000747,8,41,599,33,82,12,8,3,156
E01000748,4,25,495,41,89,11,6,2,92
E01000749,9,37,431,29,54,8,6,5,157
E01000750,8,74,358,61,18,4,1,7,125
E01000751,11,71,480,119,46,7,7,7,220
E01000752,4,42,392,42,35,10,3,0,146
E01000753,8,42,339,49,50,5,2,4,252
E01000754,9,46,343,47,39,8,3,7,300
E01000755,6,40,344,36,50,2,1,6,218
E01000756,6,43,340,50,79,4,2,3,181
E01000757,7,20,341,42,50,5,1,7,234
E01000758,13,31,300,43,49,7,7,1,271
E01000759,13,46,452,34,52,7,3,11,164
E01000760,7,45,384,50,48,11,11,8,161
E01000761,15,57,442,32,66,4,3,11,158
E01000762,16,65,337,61,48,10,3,4,236
E01000763,11,51,348,36,54,6,2,7,202
E01000764,14,68,369,46,33,20,0,9,200
E01000765,12,74,390,56,61,7,3,3,260
