geocode,asian,black,mixed,other,white
E01014741,3,2,8,2,1423
E01014742,80,11,18,3,1453
E01014744,6,0,10,0,1326
E01014745,0,2,6,4,1531
E01014746,6,1,16,7,1380
E01014750,23,3,16,3,1576
E01014751,14,3,15,0,1595
E01014752,11,2,12,1,1489
E01014753,19,6,11,0,1774
E01014754,14,5,5,1,1120
E01014755,9,2,9,1,1365
E01014756,35,6,11,1,1570
E01014757,10,1,4,0,1458
E01014758,8,4,10,1,1330
E01014759,4,1,1,0,1390
E01014760,5,2,10,0,1440
E01014761,8,2,13,0,1591
E01014762,11,0,12,1,1413
E01014763,24,1,12,7,1780
E01014769,28,1,17,2,2301
E01014770,2,0,3,0,1349
E01014771,12,2,4,1,1367
E01014772,8,0,5,0,1315
E01014773,9,5,20,1,1655
E01014774,8,10,22,8,1642
E01014799,63,27,34,11,1429
E01014800,72,19,25,10,1409
E01014801,81,10,31,5,1422
E01014802,57,20,22,12,1438
E01014803,41,10,12,1,1443
E01014804,26,9,9,1,1302
E01014805,15,1,12,2,1407
E01014806,17,18,10,27,1571
E01014807,33,21,31,1,1551
E01014808,12,1,9,0,1404
E01014809,49,14,17,9,1626
E01014810,32,1,14,1,1264
E01014811,25,2,17,4,1546
E01014812,15,0,6,1,1384
E01014813,16,0,16,1,1701
E01014815,8,0,13,3,1316
E01014816,10,1,10,6,1430
E01014817,12,10,8,1,1489
E01014818,7,3,13,7,1668
E01014819,13,4,7,1,1506
E01014820,11,2,11,0,1377
E01014821,12,2,12,3,1189
E01014822,20,0,7,1,1446
E01014823,11,4,9,0,1268
E01014824,3,3,11,2,1438
E01014825,1,0,11,3,1211
E01014826,3,7,26,2,1535
E01014827,12,5,8,3,1331
E01014828,44,3,24,3,1366
E01014829,37,8,35,1,1745
E01014830,46,12,40,3,1470
E01014831,22,8,30,1,1192
E01014832,10,3,25,1,1379
E01014833,22,6,24,0,1414
E01014834,66,12,21,1,1293
E01014835,30,4,10,0,1370
E01014836,19,11,6,4,1428
E01014838,3,7,6,0,1380
E01014839,25,17,11,5,1542
E01014840,27,14,16,1,1332
E01014841,15,11,22,9,1613
E01014842,14,17,17,3,1435
E01014843,9,8,18,2,1428
E01014844,22,15,15,7,1174
E01014845,26,2,6,1,1186
E01014846,7,7,16,5,1473
E01014857,9,2,19,2,1489
E01014858,16,1,16,3,1685
E01014859,13,0,13,7,1538
E01014860,19,4,18,6,1436
E01029085,27,3,26,1,2000
E01029086,5,0,16,3,2180
E01029089,11,2,15,7,2227
E01029113,10,1,10,0,1620
E01029114,5,2,8,2,1519
E01029115,5,1,7,3,1649
E01029116,22,9,14,4,1528
E01029117,42,5,15,2,1542
E01029118,9,4,12,1,1769
E01029119,17,5,10,3,1544
E01029120,16,2,7,0,1484
E01029131,33,3,33,0,1966
E01029132,11,2,12,0,1448
E01029133,13,2,10,1,1266
E01029134,7,2,6,0,1853
E01029135,2,0,5,1,1619
E01029136,8,0,10,1,1952
E01029140,13,10,28,4,2852
E01029147,10,5,12,3,1706
E01029148,2,2,17,4,1557
E01029149,8,8,12,2,1448
E01029322,3,5,20,2,1989
E01029324,10,0,11,4,1578
E01029329,14,3,13,5,1745
E01029330,39,3,20,2,1958
E01029331,3,1,8,0,1446
E01029333,4,1,5,0,1167
E01029337,1,0,5,0,2115
E01029341,4,1,8,4,1274
E01032633,8,1,20,2,2138
E01032636,39,0,15,1,1867
E01032666,7,0,7,0,1139
E01032667,11,12,5,4,1057
E01032668,12,4,27,9,1444
E01032669,14,2,16,8,1429
E01032670,21,9,17,4,1594
E01032671,10,14,16,2,1355
E01032672,16,7,16,1,1290
E01032673,22,3,11,5,1261
E01032679,19,2,15,5,1240
W01000976,3,1,7,3,1091
W01001004,7,2,5,0,1072
W01001005,18,1,11,1,1657
W01001006,13,1,15,0,2348
W01001007,17,6,7,1,1717
W01001039,13,0,11,0,1640
W01001040,6,0,15,0,1470
W01001059,11,2,15,4,1288
W01001060,6,1,8,3,1418
W01001061,18,9,31,6,2080
W01001062,12,9,28,2,1330
W01001063,63,13,43,16,1607
W01001064,12,8,14,2,1409
W01001065,42,11,16,1,1525
W01001066,27,19,32,1,1496
W01001067,34,7,15,12,1312
W01001068,57,1,44,5,1660
W01001069,23,4,30,1,1401
W01001070,38,5,29,3,1068
W01001071,61,6,18,7,1485
W01001072,37,14,59,3,2563
W01001073,14,2,32,1,1952
W01001075,18,1,22,0,1156
W01001076,62,7,19,6,1367
W01001077,12,3,16,2,1399
W01001078,24,4,15,3,1217
W01001079,37,11,31,1,1535
W01001080,26,14,26,8,1507
W01001081,5,4,18,1,1524
W01001082,4,1,8,5,1482
W01001083,4,1,14,0,1592
W01001084,2,2,19,0,1540
W01001085,12,2,14,2,1476
W01001086,17,3,13,0,1458
W01001087,19,1,20,0,1503
W01001088,19,8,20,2,1778
W01001089,12,3,29,1,1423
W01001090,18,0,19,1,1432
W01001091,11,5,20,0,1626
W01001092,15,6,22,3,1660
W01001093,13,6,22,0,1757
W01001094,12,6,31,1,1283
W01001095,7,5,31,7,1459
W01001096,6,7,14,3,1344
W01001097,22,5,28,21,1603
W01001098,10,4,12,0,1045
W01001099,6,12,18,0,1305
W01001100,28,1,7,4,1460
W01001101,28,7,33,8,1424
W01001102,14,7,28,6,1490
W01001103,15,4,16,4,1205
W01001104,163,17,45,16,1736
W01001106,3,2,16,1,1401
W01001107,6,1,8,3,1529
W01001108,20,19,23,4,1619
W01001109,1,1,6,2,1463
W01001110,94,35,35,18,1388
W01001111,11,0,9,0,1462
W01001112,5,2,9,1,1424
W01001113,14,3,21,12,2239
W01001114,25,2,24,3,1511
W01001115,76,7,32,11,2044
W01001116,30,2,29,6,2034
W01001117,0,1,11,0,1404
W01001118,5,11,25,7,2332
W01001119,17,3,15,8,1688
W01001120,9,3,13,1,1354
W01001121,12,2,16,1,1514
W01001122,15,29,48,2,2856
W01001123,27,5,11,11,1579
W01001124,87,2,19,8,1347
W01001125,42,3,15,4,1407
W01001126,42,22,23,15,1809
