geocode,bicycle,bus,car_van,foot,home,moto,other,taxi,train_metro
E02002985,67,212,1631,305,127,29,15,7,117
E02002986,52,193,1570,272,93,37,6,5,65
E02002987,65,174,1751,212,178,37,11,3,100
E02002988,142,166,1521,554,229,35,13,4,110
E02002989,111,206,1288,534,182,27,17,9,82
E02002990,130,152,1342,1042,310,26,22,9,212
E02002991,135,346,1656,1974,584,24,45,12,429
E02002992,187,223,1369,774,238,23,21,7,100
E02002993,131,194,926,1073,264,17,22,7,208
E02002994,211,273,2917,378,697,54,35,8,213
E02002995,100,299,1217,527,45,30,16,16,32
E02002996,141,282,1341,1247,490,19,32,10,373
E02002997,120,274,1218,960,130,19,8,16,196
E02002998,95,241,1160,785,136,28,15,19,132
E02002999,83,270,1658,438,77,23,12,10,74
E02003000,125,248,3249,274,406,56,34,2,72
E02003001,90,139,1396,498,283,28,16,7,235
E02003002,92,201,1340,366,190,22,19,6,106
E02003003,73,382,1820,358,119,41,12,27,84
E02003004,33,147,2499,169,299,39,23,3,20
E02003005,33,41,2287,195,403,21,24,0,40
E02003006,50,326,3393,252,329,57,32,10,67
E02003007,39,90,3476,236,228,61,23,8,32
E02003008,41,133,2185,223,118,44,12,6,21
E02003009,52,68,2403,324,137,37,17,2,25
E02003010,81,115,2425,370,105,33,11,6,13
E02003011,58,77,1904,239,115,24,19,2,14
E02003012,200,516,3363,396,182,72,23,14,37
E02003013,229,612,3273,735,118,78,22,12,38
E02003014,153,397,2104,306,58,50,16,4,17
E02003015,203,321,1622,386,103,24,10,6,29
E02003016,268,539,2133,515,79,55,23,13,69
E02003017,229,227,1820,266,248,32,24,7,58
E02003018,127,266,1911,162,111,35,12,7,43
E02003019,245,461,3144,504,140,70,29,5,116
E02003020,153,154,1912,187,253,36,16,6,60
E02003021,457,552,1974,559,185,36,11,6,52
E02003022,268,145,1705,290,243,37,14,4,50
E02003023,175,239,1849,327,115,46,13,17,38
E02003024,267,425,2414,439,128,49,14,17,28
E02003025,212,360,1803,357,101,46,22,19,17
E02003026,211,190,2375,341,422,29,26,2,117
E02003027,1037,602,3171,1311,483,65,35,12,157
E02003028,556,241,2237,916,392,48,23,4,119
E02003029,136,285,1784,281,65,51,10,6,6
E02003030,302,449,2172,384,135,42,31,18,44
E02003031,914,382,2297,1606,427,42,39,8,194
E02003032,240,361,2380,410,106,72,24,23,29
E02003033,451,256,1722,1725,328,22,18,9,165
E02003034,978,501,2078,2069,340,50,45,23,197
E02003036,441,316,1312,1827,232,15,22,22,154
E02003037,347,280,1971,1895,389,37,33,6,183
E02003038,147,316,2310,340,106,77,14,9,11
E02003039,218,441,2558,386,113,52,8,17,39
E02003040,472,663,2555,883,145,53,25,16,165
E02003041,269,176,1395,1309,324,21,22,2,98
E02003043,300,411,1388,2516,294,21,48,12,204
E02003044,153,246,2412,235,111,48,18,6,23
E02003045,322,219,1273,1404,307,22,20,11,124
E02003046,366,513,3312,794,157,71,30,9,75
E02003047,780,267,2479,1834,304,39,36,13,197
E02003048,411,326,1664,1183,190,36,19,12,203
E02003049,189,436,2367,402,137,58,15,8,20
E02003050,399,496,2090,1633,166,34,26,11,161
E02003051,413,282,1743,909,152,28,19,10,147
E02003052,296,290,2004,801,144,43,10,7,77
E02003053,280,437,2338,719,237,56,19,16,94
E02003054,190,462,2192,434,138,51,15,5,41
E02003055,147,486,1981,463,55,56,10,15,26
E02003056,100,417,1760,362,43,39,15,13,15
E02003057,94,273,2037,329,86,39,13,12,26
E02003058,118,410,3155,378,87,64,14,11,18
E02003059,70,257,1815,239,59,36,13,7,12
E02003060,142,587,3698,364,167,76,17,4,26
E02003061,62,341,1588,195,56,43,13,4,6
E02003062,61,290,1441,235,32,40,5,4,8
E02003063,73,306,2856,213,111,33,13,9,19
E02003064,57,323,1373,315,40,27,16,7,7
E02003065,89,113,3423,459,295,48,26,6,46
E02003066,32,63,2347,160,241,30,13,5,29
E02003067,96,98,3060,293,210,33,17,1,23
E02003068,114,106,2174,249,241,30,26,3,37
E02003070,243,241,4565,269,603,63,27,8,103
E02003072,126,135,3154,444,257,42,21,13,126
E02003073,79,81,2473,306,229,23,13,3,156
E02003075,75,78,2025,169,294,31,15,0,128
E02003077,55,58,2298,192,334,25,15,2,33
E02003090,88,59,2483,362,225,52,26,1,17
E02003091,82,95,2370,417,174,38,11,6,26
E02003092,70,55,3171,274,343,37,26,3,36
E02003093,74,51,2480,174,400,37,30,7,30
E02003094,93,104,3519,176,300,56,22,8,75
E02003095,115,93,3000,345,201,53,21,8,62
E02003096,129,95,2621,394,124,40,10,11,87
E02003097,90,84,2347,285,167,28,22,4,42
E02003098,281,239,4681,443,233,70,24,7,153
E02003099,154,111,2528,399,100,36,12,11,68
E02003100,279,301,3939,637,162,81,19,11,45
E02003101,295,318,4717,573,221,85,24,4,138
E02003102,108,80,2519,146,218,43,23,2,34
E02003103,173,124,3195,271,90,75,11,13,54
E02003104,218,234,2862,427,118,73,13,15,165
E02003105,115,104,2264,175,175,49,8,4,28
E02003106,319,376,3290,603,261,54,22,12,207
E02003107,343,456,3201,847,153,90,29,13,114
E02003108,159,197,3805,243,270,64,21,18,31
E02003109,161,168,2195,140,129,43,9,6,28
E02003110,340,282,4593,256,255,71,13,10,45
E02003111,196,206,2283,227,160,41,15,16,24
E02003112,131,174,2207,267,111,54,10,9,16
E02003113,93,123,3852,401,661,40,41,4,98
E02003114,199,245,2533,276,131,54,16,5,15
E02003115,233,382,3364,494,117,79,19,7,13
E02003116,115,289,2625,307,85,56,12,17,13
E02003117,133,342,3253,399,149,61,18,11,27
E02003118,150,367,4632,311,195,85,12,6,23
E02003119,150,345,4151,375,145,99,28,7,36
E02003120,130,263,3257,232,188,62,15,3,20
E02003121,140,381,4269,274,218,100,22,4,54
E02003172,91,197,1984,157,124,40,21,8,12
