geocode,employee,inactive,self-employed,student,unemployed
E01000006,565,377,168,58,83
E01000007,462,303,86,96,87
E01000008,397,327,83,91,125
E01000009,600,471,101,114,91
E01000010,1027,657,184,146,145
E01000011,488,419,121,127,84
E01000012,571,434,142,82,95
E01000013,531,374,110,42,77
E01000014,571,372,101,35,91
E01000015,685,466,153,69,120
E01000016,562,359,87,43,69
E01000017,510,393,100,42,63
E01000018,534,348,86,40,77
E01000019,435,314,92,41,88
E01000020,564,391,111,65,95
E01000021,462,398,106,77,98
E01000022,425,293,83,36,62
E01000023,412,224,90,32,67
E01000024,434,311,74,38,55
E01000025,554,361,103,38,83
E01000027,510,363,104,29,82
E01000028,422,361,76,46,90
E01000029,514,370,105,27,52
E01000030,538,419,110,31,111
E01000031,593,358,108,33,65
E01000032,557,347,136,36,81
E01000033,408,313,86,32,80
E01000034,462,326,75,27,54
E01000035,527,347,120,54,71
E01000036,494,282,123,37,44
E01000038,539,312,83,38,49
E01000040,510,369,86,53,78
E01000041,562,374,102,26,86
E01000042,490,458,87,45,109
E01000043,410,320,80,37,66
E01000044,580,382,148,63,80
E01000045,540,376,106,30,78
E01000046,587,350,124,37,90
E01000048,408,422,76,64,126
E01000049,437,380,86,84,125
E01000050,441,427,93,70,81
E01000051,456,514,71,79,132
E01000052,663,414,130,94,84
E01000053,494,318,102,34,81
E01000054,578,360,93,38,81
E01000055,536,323,107,42,85
E01000056,486,348,85,47,82
E01000057,478,316,84,46,63
E01000058,659,396,103,47,79
E01000059,537,341,68,33,71
E01000060,558,384,98,39,95
E01000061,496,408,55,56,139
E01000062,644,391,89,63,112
E01000063,548,344,100,21,88
E01000064,596,397,124,50,85
E01000065,514,401,118,38,86
E01000066,629,446,137,46,65
E01000067,630,478,141,65,80
E01000068,554,371,127,71,48
E01000069,625,405,131,69,37
E01000070,646,465,163,60,76
E01000071,762,490,165,68,86
E01000072,578,484,99,69,101
E01000073,530,338,96,35,75
E01000074,513,328,93,50,68
E01000075,555,446,100,33,70
E01000076,600,440,109,53,94
E01000077,486,321,97,43,84
E01000078,500,422,87,48,87
E01000079,473,377,78,29,69
E01000080,497,341,88,40,96
E01000081,575,385,96,48,69
E01000082,554,399,90,35,80
E01000083,542,393,105,34,81
E01000084,453,280,81,43,63
E01000085,505,417,99,37,104
E01000086,502,290,77,44,72
E01000087,452,306,89,32,63
E01000088,589,370,115,67,75
E01000089,583,333,103,51,73
E01000090,514,322,112,53,67
E01000091,469,371,79,57,93
E01000092,821,518,179,85,170
E01000093,443,358,94,58,95
E01000094,476,215,110,51,70
E01000095,540,300,105,39,77
E01000096,491,423,79,77,118
E01000097,530,372,97,24,66
E01000098,547,383,95,52,109
E01000099,602,364,101,33,91
E01000100,529,359,87,43,96
E01000101,542,363,79,32,62
E01000102,518,348,83,28,80
E01000103,539,377,93,67,103
E01000104,561,382,85,57,131
E01000105,658,496,98,44,145
E01000106,625,483,95,50,102
E01000107,551,342,107,45,72
E01000108,625,324,85,44,78
E01000109,606,358,103,40,83
E01000110,541,290,103,38,54
E01000111,602,400,118,48,88
E01000112,705,382,141,41,88
E01000113,649,334,91,39,83
E01000114,718,457,146,64,65
E01000467,595,306,88,56,100
E01000468,919,459,191,116,113
E01001688,891,402,175,79,134
E01002243,679,394,126,49,85
E01002244,751,303,121,19,74
E01002245,594,285,109,40,47
E01002246,654,320,112,41,49
E01002247,740,310,142,44,84
E01002248,504,292,101,27,59
E01002250,681,291,127,24,62
E01002251,496,287,100,41,70
E01002301,602,363,151,24,44
E01002302,593,342,134,24,38
E01002305,551,350,128,26,47
E01002306,542,307,114,41,79
E01002307,630,348,100,38,68
E01002308,560,371,121,40,66
E01002325,566,380,129,27,59
E01002326,545,331,114,24,58
E01002327,562,317,122,31,37
E01002328,674,342,148,33,42
E01002329,614,325,133,33,43
E01002330,670,341,146,27,65
E01002331,587,321,117,34,45
E01002332,636,335,136,15,46
E01002335,595,304,101,19,44
E01002338,551,258,110,26,35
E01002368,538,355,98,32,118
E01003479,547,268,171,46,86
E01003480,600,683,164,241,74
E01003481,390,483,129,154,62
E01003482,986,496,289,136,131
E01003483,465,375,97,91,75
E01003484,608,276,190,69,78
E01003485,529,306,195,49,69
E01003486,336,367,37,56,81
E01003487,382,385,94,43,84
E01003488,497,549,79,78,122
E01003489,421,494,84,142,98
E01003490,534,463,107,124,102
E01003491,530,610,108,196,94
E01003492,561,491,140,144,97
E01003493,660,603,151,191,103
E01003494,672,436,123,123,65
E01003495,749,420,152,116,76
E01003496,535,302,92,117,100
E01003497,519,436,172,52,96
E01003498,550,403,118,106,110
E01003499,578,569,156,108,136
E01003500,647,432,178,81,154
E01003501,651,495,143,101,122
E01003502,580,460,141,104,115
E01003503,492,442,96,69,142
E01003506,438,404,93,64,74
E01003507,664,493,168,101,116
E01003508,428,406,124,80,92
E01003509,605,468,188,72,110
E01003511,355,344,54,56,84
E01003512,535,477,166,72,79
E01003513,540,303,185,76,67
E01003514,476,338,135,41,96
E01003515,555,434,115,63,104
E01003516,520,472,150,65,120
E01003517,545,394,131,77,84
E01003518,608,299,175,60,67
E01003519,551,345,149,80,79
E01003520,586,561,86,205,92
E01003521,778,575,158,224,69
E01003522,544,512,90,141,82
E01003523,580,538,132,116,99
E01003524,564,585,99,179,93
E01003525,614,500,135,146,90
E01003526,519,536,116,119,101
E01003527,579,386,131,70,73
E01003528,335,373,68,96,61
E01003529,745,694,148,156,107
E01003530,532,497,88,184,84
E01003531,597,569,107,178,75
E01003532,635,585,80,148,86
E01003533,565,477,108,134,90
E01003534,626,638,161,179,122
E01003535,451,446,86,75,110
E01003536,552,414,124,98,87
E01003537,674,452,154,96,96
E01003538,596,463,122,106,117
E01003539,687,461,165,100,99
E01003540,510,449,115,81,99
E01003541,546,415,130,88,80
E01003542,537,488,95,79,93
E01003543,930,489,210,133,106
E01003544,644,387,210,99,117
E01003545,559,395,132,103,86
E01003546,601,420,107,121,116
E01003547,703,443,151,114,73
E01003548,741,506,240,239,111
E01003549,751,517,195,127,94
E01003550,569,408,135,118,86
E01003551,575,401,146,125,135
E01003552,499,451,160,68,94
E01003553,599,468,150,139,116
E01003554,694,433,217,128,66
E01003555,569,503,167,100,80
E01003556,508,562,121,220,91
E01003557,674,473,178,124,134
E01003558,420,446,108,125,92
E01003559,1158,479,262,117,108
E01003560,504,532,90,153,69
E01003561,549,530,106,160,89
E01003562,683,605,126,192,126
E01003563,516,603,133,141,114
E01003564,733,634,147,237,96
E01003565,489,530,106,189,86
E01003566,497,492,90,167,79
E01003567,499,489,117,148,121
E01003568,686,646,110,197,123
E01003569,508,601,125,188,98
E01003570,578,582,145,150,116
E01003571,582,696,123,203,102
E01003572,490,527,86,119,77
E01003573,591,596,134,179,119
E01003574,779,770,158,197,113
E01003575,438,461,105,93,80
E01003576,506,487,77,129,110
E01003577,460,514,65,77,120
E01003578,528,473,123,153,118
E01003579,481,534,105,120,87
E01003580,467,486,92,86,95
E01003581,470,539,127,110,106
E01003582,394,469,86,102,81
E01003583,501,460,130,126,135
E01003584,600,548,162,111,112
E01003585,420,477,82,128,80
E01003586,512,515,118,135,94
E01003587,760,604,158,163,115
E01003588,473,498,79,164,99
E01003589,518,508,119,120,95
E01003590,482,355,73,69,89
E01003591,531,606,140,180,123
E01003592,606,455,120,109,74
E01003593,455,417,96,90,94
E01003594,547,437,111,103,102
E01003595,479,381,101,97,80
E01003596,543,383,162,117,86
E01003597,521,433,98,83,86
E01003598,511,477,95,113,138
E01003599,434,408,99,144,88
E01003600,579,459,93,93,112
E01003601,646,529,119,86,123
E01003602,669,399,196,128,111
E01003603,613,411,138,124,100
E01003604,755,517,156,92,127
E01003605,605,550,134,131,96
E01003606,645,515,140,140,107
E01003607,529,377,136,93,81
E01003608,749,401,148,85,116
E01003615,614,398,203,117,100
E01003616,607,353,185,128,95
E01003617,1237,527,199,165,114
E01003618,928,452,226,144,78
E01003619,918,494,153,149,171
E01003621,464,435,93,112,73
E01003622,438,407,88,104,83
E01003623,417,465,95,115,90
E01003624,454,405,99,87,65
E01003625,494,453,99,101,92
E01003626,506,414,103,123,58
E01003627,493,449,110,97,83
E01003628,530,424,92,109,75
E01003629,495,419,71,123,83
E01003630,665,493,153,96,86
E01003631,681,394,131,123,102
E01003632,776,483,223,139,97
E01003633,537,472,92,104,122
E01003634,541,464,125,118,105
E01003635,713,446,232,111,76
E01003636,592,498,144,88,104
E01003637,621,376,157,175,89
E01003638,522,383,128,73,70
E01003639,588,391,158,39,73
E01003640,659,366,144,41,49
E01003641,646,322,119,69,67
E01003642,558,399,119,29,67
E01003643,607,390,140,46,56
E01003644,526,382,118,44,55
E01003645,1015,475,194,62,92
E01003646,566,417,145,63,70
E01003647,669,395,116,54,68
E01003648,475,345,163,24,33
E01003649,562,374,155,56,52
E01003650,477,342,123,39,50
E01003651,523,301,137,58,58
E01003652,552,336,131,46,42
E01003653,514,329,113,44,53
E01003654,592,324,130,42,42
E01003655,626,290,158,31,50
E01003656,539,321,127,32,59
E01003657,813,441,213,27,74
E01003658,572,357,142,43,70
E01003659,674,290,145,37,54
E01003660,753,287,177,28,47
E01003661,691,411,152,55,76
E01003662,701,363,121,66,74
E01003663,546,371,100,49,62
E01003664,638,333,117,63,67
E01003665,582,321,130,53,45
E01003666,863,370,131,56,115
E01003668,750,245,167,17,47
E01003669,671,263,178,28,22
E01003670,603,264,136,28,48
E01003671,634,255,172,36,29
E01003672,566,240,122,24,56
E01003673,909,262,162,24,46
E01003674,1083,304,207,37,62
