geocode,bad,fair,good
E02000002,495,1059,5221
E02000003,521,1325,8199
E02000004,378,861,4943
E02000005,528,1134,6900
E02000007,528,1252,7011
E02000008,863,1598,9108
E02000009,594,1094,6707
E02000010,573,1091,6951
E02000011,332,808,5047
E02000012,460,1174,8254
E02000013,569,1159,6674
E02000014,628,1291,7483
E02000015,477,1034,6052
E02000016,280,677,6719
E02000017,444,999,7055
E02000018,551,1148,7191
E02000019,469,1035,6772
E02000020,632,1253,7391
E02000021,450,1025,6429
E02000022,470,938,7369
E02000023,375,796,5311
E02000065,294,609,6763
E02000066,569,1193,7879
E02000067,470,1063,7217
E02000068,369,836,6183
E02000069,361,847,4986
E02000070,392,1113,6370
E02000071,322,904,6074
E02000072,643,1553,9538
E02000073,458,1262,9004
E02000074,552,1075,6028
E02000075,369,1044,6535
E02000077,393,969,6461
E02000078,314,909,6442
E02000079,369,1072,6424
E02000080,389,1176,7865
E02000081,381,1093,6039
E02000082,358,1015,7503
E02000083,524,1243,8004
E02000084,424,1301,8916
E02000085,315,886,6692
E02000086,225,759,6344
E02000087,289,914,6376
E02000088,302,915,6520
E02000089,351,944,6488
E02000090,491,1137,7098
E02000091,479,1294,7909
E02000092,463,964,4999
E02000127,536,1282,6665
E02000128,301,804,6189
E02000133,346,998,8262
E02000134,465,1167,9141
E02000136,320,799,4609
E02000140,573,1191,6277
E02000142,268,874,7143
E02000144,254,845,7582
E02000145,472,1098,6516
E02000146,326,900,7098
E02000148,221,711,5653
E02000149,400,1019,6289
E02000151,254,809,6511
E02000152,366,875,5331
E02000153,196,788,6771
E02000154,321,876,6762
E02000155,379,1017,5509
E02000157,250,968,6746
E02000158,330,956,6078
E02000159,230,745,5837
E02000160,252,845,6759
E02000161,270,932,7208
E02000162,308,926,5459
E02000163,243,856,6551
E02000165,211,713,6121
E02000313,388,700,5478
E02000314,529,1079,11556
E02000315,654,1105,7321
E02000316,496,1079,9175
E02000317,536,1018,6816
E02000318,537,1123,8182
E02000319,542,1152,9277
E02000320,334,788,5502
E02000321,496,923,5781
E02000323,567,1208,8899
E02000324,524,994,5797
E02000326,348,744,5978
E02000327,366,637,5822
E02000328,338,754,5514
E02000329,363,796,5021
E02000331,492,963,6376
E02000332,286,791,6176
E02000333,231,588,5450
E02000334,409,914,5146
E02000335,286,783,5480
E02000337,570,1135,6201
E02000339,322,775,4873
E02000340,294,857,4937
E02000341,574,1112,5997
E02000342,318,743,5392
E02000343,433,1001,5241
E02000344,321,774,5292
E02000464,463,1074,4914
E02000465,564,1149,6217
E02000466,487,1193,6607
E02000467,720,1492,7431
E02000468,417,1091,6274
E02000469,439,1002,5002
E02000470,406,1071,6410
E02000471,323,928,6206
E02000472,403,1193,7393
E02000473,429,1091,8068
E02000474,476,1094,6773
E02000475,376,1055,7765
E02000476,434,1098,6882
E02000477,361,1062,7937
E02000478,235,686,4964
E02000479,419,996,6719
E02000480,467,1186,8142
E02000481,459,1133,6201
E02000482,261,778,5357
E02000483,399,1086,6129
E02000484,348,1009,6842
E02000485,338,991,6657
E02000486,381,1018,5967
E02000487,270,940,6633
E02000488,283,952,6196
E02000489,428,1119,6337
E02000490,464,1089,6275
E02000491,533,1232,7061
E02000492,334,862,5076
E02000493,314,822,5074
E02000661,294,608,5440
E02000665,395,886,6635
E02000668,292,714,5651
E02000675,377,989,6838
E02000678,366,809,4912
E02000683,438,938,5068
E02000714,444,870,6819
E02000715,444,948,5989
E02000716,438,882,6034
E02000717,507,932,6662
E02000718,441,876,5527
E02000719,462,871,6883
E02000720,377,877,6229
E02000721,615,1021,8029
E02000722,431,809,6986
E02000723,638,1296,8666
E02000724,508,1076,7831
E02000725,449,898,7529
E02000727,457,867,6981
E02000728,407,928,6892
E02000729,374,871,5835
E02000730,546,1100,7346
E02000731,525,1093,8455
E02000732,512,913,6141
E02000733,573,1167,8014
E02000734,457,900,6285
E02000735,438,957,6187
E02000736,484,1070,7017
E02000737,542,1094,7798
E02000738,402,908,7157
E02000739,430,779,5685
E02000740,372,863,5544
E02000741,418,934,6909
E02000742,448,921,6636
E02000743,577,1100,6189
E02000744,478,931,6620
E02000745,466,842,6833
E02000746,397,844,6141
E02000747,602,1117,8927
E02000748,301,598,5341
E02000749,575,978,6630
E02000750,402,884,9393
E02000751,392,1150,8880
E02000752,546,1075,5194
