geocode,bicycle,bus,car_van,foot,home,moto,other,taxi,train_metro
E01009746,11,53,371,133,18,12,7,12,13
E01009747,15,45,555,95,8,5,2,4,19
E01009748,8,58,407,84,12,8,1,0,9
E01009749,6,26,598,65,29,4,4,1,10
E01009750,10,43,527,50,10,7,0,2,7
E01009751,20,73,447,76,11,9,1,2,5
E01009752,8,61,432,65,6,8,1,4,6
E01009753,14,61,411,60,7,8,5,1,1
E01009754,14,59,521,113,16,9,4,4,12
E01009772,4,72,429,42,16,3,4,1,8
E01009773,7,57,473,56,19,7,1,2,16
E01009777,10,76,462,55,16,12,0,2,14
E01009778,9,55,621,50,30,5,4,2,27
E01009779,1,43,515,46,34,6,6,0,5
E01009780,8,48,1096,33,32,7,9,0,29
E01009781,10,75,715,42,29,10,3,0,12
E01009782,13,64,486,53,12,9,4,3,5
E01009783,5,85,454,38,17,13,4,0,7
E01009785,2,39,561,25,25,8,3,0,8
E01009786,10,67,487,42,11,6,6,2,1
E01009787,10,30,720,33,32,11,5,1,25
E01009788,10,80,502,62,10,9,3,1,7
E01009789,7,59,659,27,21,5,4,2,17
E01009790,8,102,494,62,18,6,8,2,8
E01009814,3,21,511,40,29,3,1,0,14
E01009815,3,19,595,32,43,3,1,0,10
E01009816,8,28,578,69,26,3,0,1,17
E01009817,6,16,478,27,19,4,2,1,12
E01009818,5,28,394,42,20,2,2,1,9
E01009819,11,27,748,60,37,7,1,1,10
E01009820,7,45,602,54,32,4,3,0,8
E01009821,5,22,511,31,25,3,0,0,13
E01009822,13,25,502,51,42,7,5,1,16
E01009823,16,25,599,43,24,8,1,0,17
E01009824,14,45,543,72,18,7,1,2,10
E01009825,10,40,543,52,27,3,4,0,8
E01009826,9,16,583,35,27,5,2,0,12
E01009827,8,21,643,33,38,4,1,1,19
E01009828,10,36,483,51,15,6,2,1,18
E01009829,7,28,639,30,26,6,7,0,18
E01009830,9,33,597,33,33,6,2,3,17
E01009841,12,64,382,76,11,7,4,2,6
E01009883,14,44,389,78,10,6,4,1,4
E01009884,8,49,420,146,14,7,1,0,9
E01009895,7,55,477,36,24,6,2,3,13
E01009896,2,44,558,23,28,5,3,0,16
E01009897,7,27,538,21,23,3,1,0,25
E01009898,6,49,491,42,26,2,2,2,20
E01009899,4,24,559,29,21,4,2,0,4
E01009900,3,29,520,28,24,3,2,0,7
E01009901,8,46,506,11,31,5,1,1,26
E01009902,5,36,509,26,28,9,0,2,14
E01009911,12,29,567,44,12,11,2,2,12
E01009912,6,27,755,27,27,7,2,0,29
E01009913,17,31,529,61,24,13,3,0,14
E01010426,7,56,419,92,28,6,2,5,40
E01010427,7,70,471,69,16,0,8,4,41
E01010428,4,117,260,121,16,0,4,7,32
E01010429,6,56,291,74,13,1,3,2,34
E01010430,11,124,392,79,11,2,1,4,33
E01010431,6,73,526,59,30,2,5,9,46
E01010432,1,67,544,58,15,2,4,6,43
E01010433,6,74,186,87,11,0,4,2,10
E01010434,13,79,563,59,13,4,2,7,24
E01010435,9,67,345,48,18,4,4,4,18
E01010436,18,61,589,57,17,5,1,0,18
E01010437,16,50,603,36,19,8,1,2,21
E01010438,18,57,445,64,21,10,1,3,14
E01010439,6,55,375,56,9,4,4,3,7
E01010440,19,83,385,54,7,2,2,2,5
E01010441,8,72,349,51,10,6,5,7,19
E01010449,7,129,637,85,17,5,7,6,46
E01010453,16,103,381,100,9,2,8,8,32
E01010454,14,71,315,93,14,1,1,5,33
E01010463,12,111,357,121,23,4,3,4,44
E01010464,11,74,247,91,13,7,8,1,32
E01010465,9,71,402,97,17,4,4,9,43
E01010466,5,96,270,105,15,1,10,6,36
E01010467,13,65,456,74,32,2,4,2,43
E01010468,17,63,528,41,25,3,4,8,31
E01010469,9,59,525,62,37,7,1,18,33
E01010470,12,57,297,113,21,3,0,6,32
E01010472,16,144,383,132,14,7,1,10,55
E01010478,14,100,263,61,15,1,2,4,30
E01010480,14,70,383,44,13,3,1,7,20
