geocode,female,male
E02003184,3792,4119
E02003185,3860,3664
E02003186,4241,4558
E02003187,4524,4586
E02003188,4718,5232
E02003189,4331,4041
E02003190,4495,5348
E02003191,4232,3763
E02003192,4707,5477
E02003202,3117,3089
E02003203,3743,3672
E02003204,4555,4135
E02003205,4196,4042
E02003206,4819,4777
E02003207,3566,3533
E02003208,5560,5123
E02003209,3055,2987
E02003210,4656,4450
E02003211,4428,4192
E02003584,3154,3079
E02003585,3498,3164
E02003586,3998,3666
E02003587,4372,4036
E02003588,3577,3886
E02003589,3788,4706
E02003590,3985,3465
E02003591,4798,4428
E02003592,4994,4488
E02003593,2727,2581
E02003594,4775,4444
E02003595,4198,3887
E02003596,4498,4228
E02003597,2869,2748
E02003598,3993,3736
E02004242,3427,3001
E02004265,4310,3960
E02004266,4079,4313
E02004267,2537,2498
E02004268,4980,4621
E02004275,3860,3559
E02004276,3038,2637
E02004277,5290,5000
E02004278,4555,4215
E02004279,4009,3760
E02004280,3871,3738
E02004281,3774,3542
E02004282,4514,4127
E02004283,4408,4261
E02004284,4662,4808
E02004285,3833,3632
E02004286,2621,2570
E02004287,2876,2695
E02004288,2358,3285
E02004289,3689,3512
E02004801,4081,3566
E02006574,5687,5050
E02006883,2752,2717
E02006885,3423,3584
