geocode,employee,inactive,self-employed,student,unemployed
E02003491,2911,1435,723,190,164
E02003492,1699,4111,348,1555,232
E02003493,2782,1463,906,135,133
E02003494,2464,1249,679,168,123
E02003495,3055,1404,500,153,177
E02003496,2544,1679,570,170,186
E02003497,2517,1399,929,165,109
E02003498,2291,2599,450,662,315
E02003499,2287,2378,475,603,252
E02003500,3183,1359,931,488,170
E02003501,3359,1417,987,164,217
E02003502,2964,1486,596,180,235
E02003503,3157,1847,767,209,256
E02003504,3641,1462,988,313,216
E02003505,3359,2367,767,1005,267
E02003506,2750,1124,725,117,172
E02003507,3533,2110,863,180,225
E02003508,3164,2094,785,897,215
E02003509,4129,1537,944,178,280
E02003510,3679,1390,961,180,224
E02003511,3151,1377,844,165,201
E02003512,3347,2245,859,903,241
E02003513,2296,1333,726,132,169
E02003514,4304,1313,1136,356,263
E02003515,2620,2612,487,237,439
E02003516,4176,1278,1212,282,290
E02003517,4305,2887,1152,824,355
E02003518,3179,1378,914,142,246
E02003519,4211,1527,1248,417,389
E02003520,3384,2230,806,515,372
E02003521,3100,1929,965,223,247
E02003522,2627,1722,822,221,215
E02003523,3323,2198,1176,174,223
E02004380,2876,1783,1147,192,135
E02004383,2534,1680,890,127,177
E02004384,2802,1429,766,144,183
E02004385,2900,1648,672,131,176
E02006374,2612,1450,878,128,119
E02006391,2827,872,496,133,105
E02006392,3867,1341,628,154,174
E02006437,3307,1598,855,100,122
E02006438,3010,1596,898,119,164
E02006448,2990,1315,618,126,124
E02006449,2471,1304,725,149,118
E02006450,2294,1443,894,111,78
E02006451,3907,2309,1003,191,148
E02006453,2531,1836,1072,107,95
E02006534,3286,1707,721,162,193
E02006535,2682,1311,622,132,88
E02006536,2826,1525,550,126,129
E02006537,3737,2107,717,201,315
E02006538,3322,1583,958,157,211
E02006539,2740,1622,499,114,199
E02006540,2107,1297,416,112,133
E02006541,2779,1654,520,102,198
E02006542,1964,1237,744,95,93
E02006543,1970,1284,566,84,118
E02006544,3813,1951,1038,197,189
E02006545,3282,1752,506,135,255
E02006546,3364,2151,684,181,188
E02006547,2225,1442,476,101,153
E02006548,3758,1866,629,181,211
E02006549,1573,1661,537,78,98
E02006550,3274,2280,645,171,232
E02006551,1998,2281,588,79,106
E02006552,2893,1506,460,143,282
E02006553,3053,1375,534,140,179
E02006554,2174,1642,584,120,137
E02006555,2844,1651,489,215,247
E02006556,2648,2011,743,199,124
E02006557,2728,1480,537,161,290
E02006558,4472,2356,634,295,335
E02006562,1922,1233,859,86,100
E02006565,2518,1792,1135,115,123
E02006575,3256,1629,418,246,324
E02006576,3773,1251,588,179,174
E02006577,3252,1380,412,173,255
E02006578,4576,1537,536,217,329
E02006579,3441,1333,494,166,215
E02006580,3501,1426,458,167,236
E02006581,3837,1511,444,184,305
E02006582,3955,972,572,137,140
E02006583,4184,1479,486,171,201
E02006584,3431,1235,343,185,321
E02006585,3157,1353,451,166,224
E02006586,3484,1286,389,227,371
E02006587,3771,1461,428,150,395
E02006588,3253,1354,679,133,189
E02006589,5040,1926,758,292,167
E02006590,3650,1497,674,159,202
E02006591,3581,1278,499,167,190
E02006592,2229,1415,762,86,103
E02006593,4421,1753,639,184,275
E02006594,2938,1120,545,131,152
E02006595,3036,1910,775,158,105
E02006596,4018,1235,657,224,158
E02006597,3658,1695,976,144,194
E02006598,2176,973,720,114,105
E02006599,2146,1822,871,106,95
E02006600,3266,2050,952,113,196
E02006601,2687,1741,932,174,164
E02006602,2826,1479,824,148,126
E02006603,3029,1830,948,185,136
E02006604,5340,2005,1110,234,309
E02006605,2669,1191,598,149,119
E02006607,3047,1432,713,169,97
E02006608,2386,1192,540,92,85
E02006609,2589,1544,828,112,103
E02006610,2606,1256,837,121,94
E02006611,3844,2077,807,166,150
E02006612,4834,1502,734,178,168
E02006613,3135,1199,491,145,169
E02006614,3966,1989,893,188,174
E02006615,3168,946,466,157,109
E02006616,3501,1440,617,163,138
E02006617,4015,1571,630,180,207
E02006618,2520,1169,471,140,93
E02006619,2958,1472,1104,128,149
E02006620,3294,1807,856,148,125
E02006621,2513,1883,691,139,117
E02006622,3025,1564,616,157,141
E02006623,3002,1719,509,168,201
E02006624,2866,1258,662,193,102
E02006625,3528,1266,629,206,173
E02006626,2922,1445,494,178,249
E02006627,3323,1738,598,176,187
E02006628,3687,1532,680,247,289
E02006629,3086,1610,517,163,229
E02006630,3141,1602,578,140,251
E02006631,4023,1666,725,257,365
E02006632,3085,1547,649,182,141
E02006633,2521,1878,634,142,133
