geocode,employee,inactive,self-employed,student,unemployed
E00076314,181,39,28,15,4
E00076315,142,58,6,6,5
E00076316,117,45,10,6,14
E00076317,141,28,11,6,6
E00076318,185,48,15,6,3
E00076319,201,48,20,12,6
E00076320,145,79,19,7,11
E00076321,168,30,15,13,6
E00076322,151,24,17,3,5
E00076323,161,45,14,7,4
E00076324,163,44,10,6,1
E00076325,158,47,16,4,7
E00076326,244,112,22,15,11
E00076327,122,67,15,10,3
E00076328,164,67,18,8,4
E00076329,158,31,13,6,3
E00076330,141,43,11,4,5
E00076331,144,79,19,6,7
E00076332,197,46,16,5,10
E00076333,141,33,15,4,5
E00076334,111,43,16,4,2
E00076335,174,69,18,14,7
E00076336,165,71,8,3,3
E00076337,141,43,10,5,3
E00076338,88,86,21,0,5
E00076339,157,49,18,11,5
E00076340,164,96,19,9,5
E00076341,106,62,7,2,8
E00076358,144,72,16,4,5
E00076360,127,74,17,13,13
E00076361,116,53,19,4,16
E00076362,93,29,10,4,7
E00076363,56,33,7,6,8
E00076365,116,48,9,9,4
E00076366,59,42,12,2,3
E00076367,152,52,20,4,3
E00076368,100,42,10,7,2
E00076377,175,59,24,9,3
E00076378,125,80,20,10,3
E00076380,222,56,16,20,7
E00076398,190,57,22,10,8
E00076399,127,22,14,10,1
E00102028,76,73,61,4,11
E00102029,106,112,61,5,7
E00102030,58,66,28,3,0
E00102035,178,65,39,4,11
E00102037,102,60,47,3,3
E00102085,93,58,58,1,2
E00102086,89,61,49,3,2
E00102087,90,45,38,8,4
E00102088,117,69,43,3,7
E00102089,97,57,45,1,4
E00102090,121,71,39,7,9
E00102091,115,80,29,12,13
E00102092,87,56,71,9,6
E00102093,103,69,53,5,5
E00102094,121,72,43,6,0
E00102095,71,60,24,5,7
E00102096,81,69,26,1,4
E00102099,106,61,66,10,4
E00102100,148,39,44,7,5
E00102101,126,83,38,11,8
E00102102,141,64,17,12,3
E00102103,73,88,22,5,4
E00102104,136,49,15,9,0
E00102105,90,101,15,7,15
E00102106,216,105,28,16,13
E00102107,91,52,19,3,11
E00102108,131,77,25,12,2
E00102109,174,60,18,9,7
E00102110,125,79,23,6,4
E00102111,153,49,30,13,7
E00102112,108,71,20,11,6
E00102113,100,46,14,3,4
E00102114,175,70,24,11,9
E00102115,160,43,16,7,6
E00102116,160,48,27,8,5
E00102117,183,49,19,16,0
E00102118,174,86,41,14,11
E00102119,142,67,26,17,1
E00102120,144,49,17,6,5
E00102121,145,46,23,10,3
E00102122,162,48,27,9,1
E00102123,167,36,23,11,5
E00102124,163,42,32,8,4
E00102125,158,51,22,0,3
E00102126,114,78,24,4,5
E00102127,145,58,17,6,1
E00102128,133,59,13,7,3
E00102129,155,32,14,4,12
E00102130,107,67,21,0,3
E00102131,168,48,21,12,5
E00102132,148,38,28,10,9
E00102133,173,74,18,9,5
E00102134,129,49,13,3,6
E00102135,137,53,25,8,6
E00102136,133,50,18,6,2
E00102158,85,110,37,4,7
E00102159,91,110,27,4,1
E00102160,91,56,49,6,4
E00102161,67,104,35,5,6
E00102162,113,49,37,7,8
E00102163,79,105,37,5,4
E00102243,102,71,28,3,5
E00102245,101,51,23,0,4
E00102246,135,124,32,5,9
E00102271,78,78,30,2,4
E00102272,81,97,31,4,11
E00102273,93,68,26,3,5
E00102274,94,72,31,4,3
E00102275,78,67,21,7,7
E00102276,99,74,19,2,1
E00102277,114,92,55,5,9
E00172073,86,25,7,7,5
E00172075,130,63,10,10,3
E00172076,145,61,14,7,6
