geocode,employee,inactive,self-employed,student,unemployed
E01022182,464,341,216,19,25
E01022184,456,320,238,19,24
E01022185,504,279,147,21,26
E01031183,694,325,172,23,35
E01031184,607,279,129,40,24
E01031185,558,294,81,27,38
E01031186,554,333,104,32,41
E01031187,677,424,238,30,21
E01031188,773,515,293,53,26
E01031189,580,306,173,23,27
E01031190,688,342,141,38,37
E01031191,710,362,205,44,31
E01031192,797,326,188,37,38
E01031208,741,484,232,48,30
E01031213,689,382,257,31,31
E01031242,549,333,95,29,57
E01031248,692,486,298,49,25
E01032228,551,233,199,24,24
E01032230,631,262,137,33,29
E01032231,690,333,148,33,29
E01032340,521,324,125,17,36
E01032341,544,284,141,27,19
E01032342,685,288,93,21,45
E01032343,1191,355,160,40,79
E01032344,569,286,133,26,23
E01032345,535,263,212,26,27
E01032349,633,283,163,34,28
E01032350,422,192,120,21,19
E01032352,546,333,198,24,28
E01032356,482,196,105,17,21
E01032375,339,280,161,20,17
E01032376,614,312,127,38,33
E01032377,774,337,80,39,79
E01032378,690,321,99,33,64
E01032379,943,281,116,59,42
E01032380,614,330,108,26,43
E01032381,841,324,132,48,63
E01032382,466,263,145,33,16
E01032383,488,338,178,59,19
E01032384,544,268,117,22,33
E01032385,384,370,89,11,25
E01032388,510,287,127,22,21
E01032389,433,289,126,22,33
E01032390,510,290,167,19,27
E01032391,456,229,79,30,33
E01032392,483,381,246,25,25
E01032393,600,337,150,29,14
E01032394,400,279,198,18,17
E01032395,423,247,207,20,22
E01032396,792,221,123,36,31
E01032397,705,374,103,30,54
E01032398,949,208,90,40,40
E01032405,515,306,83,21,40
E01032406,487,286,128,22,57
E01032407,532,303,115,30,41
E01032408,526,305,99,17,26
E01032409,563,334,130,27,48
E01032410,469,368,153,21,23
E01032411,547,357,117,24,41
E01032414,517,377,160,25,32
E01032415,653,478,136,38,43
E01032416,390,239,154,22,18
E01032417,541,323,195,13,28
