geocode,asian,black,mixed,other,white
E00066373,3,0,1,0,287
E00066378,1,0,3,2,224
E00066380,3,0,1,0,268
E00066383,0,5,0,5,281
E00066385,3,0,1,0,246
E00066386,2,0,2,0,270
E00066387,3,0,1,1,282
E00066388,1,2,4,0,427
E00066389,2,0,3,0,433
E00066390,5,0,2,0,423
E00066391,0,1,0,0,270
E00066438,4,3,0,0,363
E00066439,3,1,2,0,362
E00066440,13,8,3,3,264
E00066441,2,0,1,0,276
E00066442,1,0,2,0,257
E00066443,33,0,2,10,354
E00066445,5,0,0,0,288
E00066446,0,0,2,0,244
E00066447,0,0,2,0,324
E00066448,1,0,2,0,261
E00066449,0,0,2,0,305
E00066450,6,4,0,0,495
E00066451,0,0,0,0,255
E00066452,1,0,1,2,326
E00066453,0,0,1,0,268
E00066454,0,0,1,0,249
E00066455,3,0,3,0,299
E00066456,1,1,0,0,203
E00066457,12,0,1,0,293
E00066458,9,1,4,7,365
E00066459,3,0,3,0,342
E00066460,3,1,2,6,247
E00066461,13,0,1,0,302
E00066462,8,0,3,6,227
E00066463,0,0,1,0,346
E00066464,4,0,0,0,279
E00066465,0,0,0,0,284
E00066466,1,0,4,1,287
E00066467,10,0,1,3,435
E00066468,0,3,0,1,260
E00066470,5,0,2,0,455
E00066550,0,0,0,0,251
E00066551,3,0,0,0,324
E00066552,5,0,1,0,249
E00066553,3,1,3,0,303
E00066554,7,0,0,0,249
E00066555,0,0,1,0,249
E00066556,8,1,1,1,267
E00066557,3,0,0,0,334
E00066558,2,0,0,1,223
E00066559,7,0,3,0,285
E00066560,1,0,0,0,237
E00066561,0,0,0,0,290
E00066562,2,0,2,0,272
E00066563,2,0,1,0,277
E00066564,1,0,4,3,275
E00066565,0,0,0,0,291
E00066568,11,1,5,0,300
E00066569,13,1,2,0,279
E00066570,12,0,1,0,248
E00066571,0,1,1,0,314
E00066572,13,0,0,0,225
E00066573,1,0,1,0,301
E00066574,1,0,0,1,348
E00066575,2,1,3,0,270
E00066576,1,0,2,3,195
E00066577,4,0,0,5,297
E00066578,0,1,2,0,297
E00066579,0,0,1,0,286
E00066580,0,0,1,0,256
E00066664,2,1,2,0,244
E00066665,9,2,0,3,341
E00066666,2,0,3,0,342
E00066667,0,1,3,3,303
E00066668,1,0,2,0,295
E00066669,1,0,0,0,285
E00066670,1,0,0,5,175
E00066671,0,0,1,0,272
E00066672,0,0,2,0,242
E00066674,1,0,0,1,251
E00066675,6,0,4,0,329
E00066676,1,3,1,0,278
E00066677,1,0,0,0,309
E00066678,2,0,1,0,335
E00066679,2,0,0,0,258
E00066680,3,0,0,0,329
E00066681,1,0,0,0,287
E00066682,0,0,1,0,262
E00066683,2,0,1,2,233
E00066684,3,0,1,0,323
E00066685,4,0,0,0,300
E00066686,2,0,1,0,287
E00066716,13,5,2,0,326
E00066717,0,0,0,0,119
E00066719,1,0,3,0,183
E00066720,0,0,1,0,107
E00066729,4,0,0,0,124
E00066734,1,0,2,1,309
E00066735,8,1,5,0,374
E00132169,0,0,0,0,273
E00132170,1,0,0,1,320
E00132171,0,0,0,0,297
E00132172,1,1,4,0,158
E00132173,0,0,3,1,243
E00132174,1,0,0,2,232
E00132175,1,0,2,1,289
E00132249,1,1,1,4,274
E00132250,4,0,0,0,345
E00132251,7,5,0,0,299
E00132252,2,0,0,0,304
E00132253,1,0,1,1,305
E00132254,1,0,3,0,342
E00132255,0,0,0,0,316
E00132256,0,1,1,0,312
E00132257,0,0,0,0,286
E00132258,0,0,0,1,294
E00132259,1,0,2,0,299
E00132260,0,0,1,0,276
E00132304,0,1,2,0,240
E00132314,0,0,0,0,172
E00132317,0,0,1,0,113
E00132318,1,0,7,1,451
E00132321,0,0,0,0,160
E00132360,7,0,2,0,252
E00132361,0,0,1,1,189
E00132362,1,0,3,0,306
E00132364,1,0,1,0,288
E00132365,3,0,1,0,295
E00132366,1,4,4,1,329
E00132367,0,0,4,1,307
E00132376,0,1,0,0,230
E00132377,0,0,0,1,190
E00132378,4,0,5,4,275
E00132379,3,0,1,1,245
E00132380,0,0,7,1,221
E00132381,0,0,0,0,301
E00132382,0,0,0,0,152
E00132385,2,3,9,1,241
E00132386,12,4,3,0,261
E00132387,1,0,6,0,222
E00132388,0,2,3,0,241
E00132422,1,1,5,0,278
