geocode,all
E02001327,32
E02001328,37
E02001329,38
E02001330,37
E02001331,40
E02001332,40
E02001334,35
E02001336,36
E02001337,39
E02001338,39
E02001340,44
E02001341,41
E02001342,47
E02001343,43
E02001344,42
E02001345,42
E02001346,38
E02001347,38
E02001348,37
E02001349,38
E02001350,38
E02001351,36
E02001352,35
E02001353,38
E02001354,37
E02001355,38
E02001356,33
E02001357,38
E02001358,35
E02001359,42
E02001360,37
E02001361,40
E02001362,44
E02001363,35
E02001364,37
E02001365,33
E02001366,37
E02001367,43
E02001368,41
E02001369,37
E02001370,40
E02001371,34
E02001372,42
E02001373,37
E02001374,33
E02001375,40
E02001376,32
E02001377,23
E02001378,40
E02001380,43
E02001381,30
E02001382,41
E02001383,28
E02001384,22
E02001385,28
E02001386,43
E02001387,41
E02001388,26
E02001389,33
E02001390,35
E02001391,40
E02001392,49
E02001393,46
E02001394,31
E02001395,41
E02001396,33
E02001397,46
E02001398,35
E02001399,44
E02001400,43
E02001401,45
E02001402,42
E02001403,35
E02001404,35
E02001405,32
E02001429,48
E02001430,48
E02001431,56
E02001432,45
E02001433,38
E02001434,39
E02001435,38
E02001436,41
E02001437,52
E02001438,43
E02001439,44
E02001440,56
E02001441,52
E02001442,49
E02001443,49
E02001444,46
E02001445,48
E02001446,47
E02001447,49
E02001448,46
E02001449,48
E02001450,49
E02001451,43
E02001452,39
E02001453,45
E02001454,44
E02001455,43
E02001456,43
E02001457,39
E02001458,39
E02001459,38
E02001460,43
E02001461,42
E02001462,33
E02001463,38
E02001464,34
E02001465,40
E02001466,38
E02001467,43
E02001468,39
E02001469,46
E02001470,44
E02001471,36
E02001472,40
E02001473,41
E02001474,33
E02001475,38
E02001476,33
E02001477,32
E02001478,45
E02001479,43
E02001480,45
E02001481,42
E02001482,37
E02001483,44
E02001484,46
E02001485,38
E02001486,46
E02001487,32
E02001488,38
E02001489,49
E02001490,41
E02001491,40
E02001492,45
E02001493,34
E02001494,50
E02001495,42
E02001496,45
E02001497,38
E02001498,42
E02001499,49
E02001500,47
E02001501,43
E02001502,42
E02001503,48
E02001504,51
E02001505,42
E02001506,52
E02001507,46
E02001508,43
E02002633,48
E02002634,47
E02002635,48
E02002636,41
E02002637,43
E02002638,42
E02002639,38
E02002640,36
E02002641,39
E02002642,40
E02002643,37
E02002644,41
E02002645,42
E02002646,43
E02002647,38
E02002648,38
E02002649,44
E02002650,46
E02002651,45
E02003794,43
E02003795,44
E02003796,44
E02003797,41
E02003798,36
E02003799,39
E02003801,42
E02003802,34
E02003803,26
E02003804,37
E02003805,47
E02003806,44
E02003807,47
E02003808,36
E02003841,47
E02003842,51
E02003843,45
E02003844,47
E02003845,35
E02003846,35
E02003847,43
E02003848,40
E02003849,38
E02003850,43
E02003851,44
E02003852,44
E02003978,44
E02003979,52
E02003980,39
E02003981,40
E02003982,44
E02003983,38
E02003984,36
E02003985,45
E02003986,42
E02005203,46
E02005204,43
E02005205,42
E02005206,46
E02005207,50
E02005208,47
E02005209,46
E02005210,52
E02005211,47
E02005224,57
E02005226,38
E02005228,41
E02005229,37
E02005230,44
E02005236,42
E02005304,44
E02005305,48
E02005306,48
E02005307,42
E02005309,46
E02005310,29
E02005311,48
E02005315,49
E02005319,41
E02005320,44
E02005321,45
E02005322,52
E02005323,42
E02005326,50
E02005327,47
E02005328,50
E02005329,42
E02005330,47
E02005331,48
E02005332,49
E02006017,45
E02006023,43
E02006024,39
E02006025,41
E02006026,44
E02006027,48
E02006028,44
E02006039,46
E02006041,47
E02006871,43
E02006932,21
E02006933,29
E02006934,26
W02000001,45
W02000002,51
W02000003,39
W02000004,49
W02000005,50
W02000006,42
W02000007,41
W02000008,44
W02000009,45
W02000010,21
W02000011,36
W02000012,40
W02000013,39
W02000014,41
W02000015,40
W02000016,42
W02000017,43
W02000018,45
W02000019,48
W02000020,45
W02000021,44
W02000022,50
W02000023,49
W02000024,45
W02000025,47
W02000026,54
W02000027,47
W02000028,45
W02000029,50
W02000030,54
W02000031,46
W02000032,50
W02000033,42
W02000034,44
W02000035,42
W02000036,52
W02000037,43
W02000038,47
W02000039,45
W02000040,46
W02000041,45
W02000042,47
W02000043,43
W02000044,50
W02000045,42
W02000047,32
W02000049,42
W02000050,43
W02000051,47
W02000052,39
W02000053,44
W02000054,47
W02000055,43
W02000056,45
W02000057,48
W02000058,47
W02000059,43
W02000060,39
W02000061,39
W02000062,40
W02000063,47
W02000064,37
W02000065,38
W02000066,37
W02000067,43
W02000068,39
W02000069,43
W02000070,42
W02000071,44
W02000072,38
W02000073,43
W02000074,40
W02000075,43
W02000076,46
W02000077,44
W02000080,39
W02000081,39
W02000082,37
W02000083,37
W02000084,48
W02000085,43
W02000086,41
W02000087,30
W02000088,34
W02000089,35
W02000090,41
W02000091,41
W02000092,38
W02000093,41
W02000094,39
W02000095,46
W02000096,43
W02000097,47
W02000098,45
W02000099,43
W02000100,46
W02000101,46
W02000102,46
W02000103,47
W02000104,43
W02000105,33
W02000419,44
W02000420,45
