geocode,bad,fair,good
E01026421,78,272,1380
E01026435,96,255,1891
E01026439,70,186,1277
E01026440,32,127,1032
E01026441,112,286,1180
E01026465,121,301,1374
E01026466,96,213,1605
E01026467,159,259,1782
E01026468,206,363,1804
E01026469,60,214,1310
E01026470,65,219,2474
E01026471,33,125,1082
E01026472,38,161,1007
E01026473,47,162,1265
E01026474,80,238,1373
E01026475,71,216,1184
E01026476,86,219,1180
E01026477,107,230,1110
E01026478,141,237,1323
E01026494,92,285,1831
E01026872,97,312,1791
E01026873,49,183,1033
E01026874,74,214,1257
E01026877,65,210,1262
E01026886,67,162,1113
E01026887,64,188,1220
E01026888,142,303,1172
E01026889,49,212,1261
E01026891,104,283,1259
E01026894,142,353,1949
E01026900,85,258,1103
E01026901,46,172,1115
E01026902,121,324,1417
E01026931,46,166,1002
E01026932,53,154,1029
E01026934,50,164,814
E01026935,63,193,1073
E01029876,78,298,1805
E01029878,82,159,957
E01029881,71,224,1762
E01029898,104,298,1320
E01029900,113,287,1222
E01029901,102,287,1763
E01029907,103,282,1777
E01029911,68,270,1853
E01029921,53,175,1042
E01029922,91,180,1035
E01029923,60,145,1194
E01029958,70,166,1184
E01029960,61,193,1541
E01029961,49,157,1317
E01029962,67,171,1356
E01029963,51,232,1258
E01029964,43,148,1150
E01029965,62,233,1179
E01029973,64,206,1245
E01029974,82,181,1305
E01029975,63,180,1051
E01029976,69,253,1227
E01029977,60,197,1280
E01029984,99,198,1230
E01029985,97,262,1946
E01029988,140,270,1449
E01029997,62,182,1347
E01029998,120,297,1485
E01029999,51,172,1485
E01030000,44,139,1386
E01030001,133,248,1173
E01030002,86,271,1556
E01030003,86,221,1429
E01030004,41,160,1140
E01030006,73,267,1488
E01030007,40,160,1450
E01030008,59,143,1101
E01030009,117,176,1188
E01030010,96,262,1496
E01030011,46,207,1335
E01030022,90,279,1830
E01030023,73,224,1589
E01030024,132,293,1916
E01030025,114,210,1464
E01030026,63,200,1461
E01030027,75,217,1767
E01030028,69,245,1317
E01030029,96,263,1278
E01030030,66,216,1719
E01030031,116,260,1175
E01030032,83,196,1227
E01030033,52,228,1254
E01030034,72,207,1135
E01030035,124,305,1413
E01030036,149,350,1244
E01030037,50,148,1013
E01030038,55,194,979
E01030039,42,175,1245
E01030040,36,144,1015
E01030041,111,285,1769
E01030042,55,215,1297
E01030043,41,130,1064
E01030044,74,191,883
E01030045,69,274,1461
E01030046,90,206,1328
E01030047,38,187,1033
E01030048,99,343,1927
E01030049,75,216,1400
E01030050,52,201,1785
E01030051,81,277,1338
E01030052,115,310,1729
E01030053,93,288,1911
E01030054,34,143,1076
E01030055,46,181,1171
E01030056,126,343,1712
E01030057,71,287,1965
E01030058,97,269,1694
E01030059,86,294,1874
E01030060,52,207,1377
E01030061,99,308,1149
E01030062,48,195,1093
E01030063,135,320,1909
E01030064,89,314,1905
E01030065,68,230,1782
E01030066,61,228,1296
E01030067,49,160,1064
E01030068,69,201,1418
E01030069,50,121,1139
E01030070,33,140,2027
E01030071,49,200,1218
E01030072,43,252,1309
E01030073,87,294,1121
E01030075,30,120,1518
E01030076,70,179,1240
E01030077,119,323,1061
E01030078,48,172,1497
E01030079,107,243,1282
E01030080,79,245,1317
E01030081,122,340,1801
E01030082,112,394,2051
E01030083,61,279,1986
E01030084,68,174,1369
E01030085,50,163,1408
E01030086,39,123,1015
E01030087,45,151,1167
E01030088,24,167,976
E01030089,90,242,1663
E01030090,83,284,2062
E01030091,106,245,1431
E01030092,67,214,1398
E01030093,66,184,1282
E01030094,56,156,1200
E01030095,37,114,1028
E01030096,57,193,1193
E01030097,56,166,979
E01030103,94,332,1604
E01030104,84,275,1832
E01030119,86,277,1892
E01030121,96,308,1961
E01030127,22,85,1139
E01030128,20,112,1340
E01030129,26,130,1271
E01030130,59,212,1022
E01030132,23,91,1842
E01030133,58,188,1218
E01030137,47,174,1370
E01030138,88,322,1931
E01030142,70,246,1396
E01030143,54,199,1339
E01030144,45,164,1026
E01030145,55,184,1173
E01030146,68,196,831
E01030154,64,222,1858
E01030155,85,273,1715
E01030172,40,214,1403
E01030173,77,267,1341
E01030174,55,195,1152
E01030175,75,271,1960
E01030179,67,248,2371
E01030180,49,159,1190
E01030181,89,158,1746
E01030183,119,361,1485
E01030184,109,332,1330
E01030185,111,351,1659
E01030190,100,265,1430
E01030191,78,197,1346
E01030192,47,151,1283
E01030193,47,156,1435
E01030194,80,246,1286
E01030195,31,186,1416
E01030200,80,258,1934
E01030203,93,338,1536
E01030204,68,201,1581
E01030205,19,88,1207
E01030207,88,233,1154
E01030211,91,273,1571
E01030220,117,388,1651
E01030221,72,273,1620
E01033043,48,164,1012
E01033044,22,70,1366
E01033045,20,57,995
E01033046,64,167,892
E01033048,82,197,995
E01033049,82,205,905
E01033050,24,85,1184
E01033124,41,90,974
E01033125,54,113,855
E01033129,75,171,995
E01033316,33,111,1428
E01033317,43,128,1402
E01033319,34,123,1755
E01033442,15,79,1528
E01033443,34,124,1581
E01033444,17,76,1416
E01033447,48,171,1239
E01033539,47,157,1187
E01033541,62,188,1146
