geocode,bad,fair,good
E00016675,9,15,209
E00016679,77,56,185
E00016680,9,23,187
E00016684,4,24,206
E00016687,1,16,164
E00016689,11,34,217
E00016693,30,43,280
E00016694,18,38,271
E00016701,13,32,179
E00016706,11,39,196
E00016708,23,42,284
E00016709,19,43,332
E00016714,13,29,264
E00016725,3,31,219
E00016879,13,49,382
E00016881,15,31,186
E00016884,10,39,297
E00016885,17,21,237
E00016887,19,32,165
E00016889,14,39,237
E00016890,8,27,260
E00016893,14,44,312
E00016895,12,33,235
E00016896,10,27,263
E00016898,7,25,245
E00016901,11,13,183
E00016904,5,19,237
E00016906,5,22,238
E00016908,23,45,158
E00016911,17,46,380
E00016912,14,28,182
E00016915,11,34,238
E00016916,19,46,294
E00016918,15,23,330
E00016920,25,54,254
E00016921,31,42,229
E00016922,27,43,244
E00016923,9,24,344
E00016925,13,24,393
E00016926,15,40,282
E00019685,19,48,310
E00019686,26,67,276
E00019688,18,34,206
E00019689,12,30,364
E00019690,16,42,314
E00019691,13,49,356
E00019692,16,35,283
E00019696,25,39,250
E00019697,11,33,267
E00019698,10,31,354
E00019699,9,24,227
E00019700,11,51,319
E00019701,14,33,262
E00019702,19,58,301
E00019704,22,42,355
E00019705,12,42,396
E00019706,11,37,360
E00019707,18,23,254
E00019709,19,30,274
E00019710,28,44,368
E00019712,12,21,210
E00019713,30,75,334
E00019714,20,30,246
E00019716,19,48,459
E00019717,21,48,394
E00019719,27,36,337
E00019720,15,25,245
E00019721,8,34,269
E00019730,24,37,211
E00019763,12,33,202
E00019888,10,16,222
E00019898,17,46,256
E00019900,26,47,300
E00019901,16,38,243
E00019902,18,27,336
E00019903,14,37,295
E00019904,11,20,291
E00019905,11,37,226
E00019906,11,22,207
E00019907,10,33,271
E00019908,9,34,262
E00019909,16,34,296
E00019910,10,31,263
E00019911,28,34,199
E00019912,19,37,380
E00019913,7,22,362
E00019914,13,27,292
E00019915,23,28,118
E00019916,17,30,270
E00019920,10,29,278
E00020054,26,38,420
E00020055,20,49,259
E00020056,15,40,241
E00020062,34,56,384
E00020065,22,68,368
E00020068,11,29,339
E00020069,14,37,272
E00020070,19,45,286
E00020071,21,44,263
E00020072,19,59,228
E00020073,15,49,363
E00020074,21,51,343
E00020075,23,50,333
E00020076,13,35,250
E00020077,20,60,286
E00020078,35,57,330
E00020079,34,58,201
E00020080,22,47,260
E00020081,21,41,380
E00020082,26,55,424
E00020083,11,44,261
E00020084,25,42,377
E00020140,21,44,302
E00020141,20,48,250
E00020142,32,45,320
E00020143,33,70,389
E00020144,18,45,292
E00020145,40,62,351
E00020146,23,43,245
E00020147,14,47,245
E00020148,33,71,421
E00020149,22,48,361
E00020150,9,29,265
E00020151,17,29,182
E00020152,13,40,288
E00020153,37,36,249
E00020154,36,45,287
E00020155,34,55,229
E00020156,18,33,325
E00020157,17,42,303
E00020158,40,51,373
E00020160,43,53,403
E00020161,23,48,251
E00020163,27,42,322
E00020164,21,44,267
E00020165,34,43,321
E00020166,24,51,227
E00020167,35,45,261
E00020168,19,63,378
E00020169,16,43,191
E00020170,16,40,256
E00020171,12,39,320
E00020172,33,60,198
E00020173,43,41,214
E00020174,19,34,265
E00020175,25,48,171
E00020176,14,47,276
E00020177,22,45,244
E00020179,19,31,250
E00020180,29,51,302
E00020181,11,44,290
E00020182,11,30,202
E00020183,16,51,275
E00020184,13,42,292
E00020185,22,46,321
E00020186,23,36,286
E00020188,27,32,230
E00020190,25,44,218
E00020191,26,72,526
E00020192,7,29,348
E00020193,21,25,271
E00020194,50,79,462
E00020195,22,42,250
E00020196,17,22,271
E00020197,13,43,251
E00020198,15,58,471
E00020199,23,62,351
E00020200,14,38,279
E00020201,37,60,464
E00020202,31,70,488
E00020203,23,51,344
E00020207,25,48,441
E00020208,15,39,224
E00020209,27,57,292
E00020210,12,46,415
E00020211,16,37,288
E00020213,18,26,289
E00020214,10,24,255
E00020215,17,19,259
E00020216,9,22,300
E00020217,5,16,304
E00020218,9,27,241
E00020219,23,55,293
E00020220,11,29,325
E00020221,18,32,211
E00020234,21,41,264
E00020235,11,30,261
E00020236,21,40,309
E00020238,21,58,358
E00020239,10,28,290
E00020240,4,23,257
E00020241,16,38,480
E00020242,27,48,277
E00020243,18,37,336
E00020244,33,56,284
E00020245,17,43,366
E00020246,18,39,386
E00020247,4,28,209
E00020248,14,21,242
E00020375,14,31,242
E00020376,6,21,362
E00020377,7,21,320
E00020379,8,22,239
E00020380,7,18,235
E00020381,16,29,302
E00020382,9,16,308
E00020384,9,28,282
E00020385,2,17,247
E00020386,11,22,261
E00020388,22,40,169
E00020389,3,23,329
E00020390,21,15,302
E00020391,6,28,317
E00020392,16,36,276
E00020393,8,25,233
E00020394,12,37,334
E00020395,16,25,221
E00020397,12,28,378
E00020398,13,34,300
E00020399,13,18,252
E00020400,12,30,272
E00020402,13,36,230
E00020403,10,38,317
E00020404,6,29,209
E00020406,5,17,247
E00020407,14,41,287
E00020408,31,39,460
E00020457,11,30,307
E00020458,25,39,338
E00020459,39,64,326
E00020460,43,49,234
E00020461,20,28,296
E00020462,12,25,241
E00020463,25,57,322
E00020464,9,19,248
E00020465,41,38,248
E00020466,13,45,298
E00020468,10,36,283
E00020469,14,32,261
E00020470,11,22,256
E00020471,14,34,290
E00020472,14,29,293
E00020473,29,70,455
E00020474,10,38,199
E00020475,6,25,265
E00020476,30,64,425
E00020477,15,46,356
E00020478,33,44,389
E00020479,11,33,344
E00020480,20,38,289
E00020481,22,42,391
E00020482,32,59,414
E00020483,11,20,266
E00020484,12,45,302
E00020485,13,43,353
E00020486,12,40,414
E00020487,35,73,361
E00020488,18,50,155
E00020489,27,49,265
E00020490,10,38,261
E00020491,18,32,283
E00020492,24,45,234
E00020493,35,47,332
E00020494,22,48,233
E00020495,18,33,206
E00020496,11,30,237
E00020497,26,42,158
E00020504,18,29,262
E00020506,15,31,372
E00020508,13,36,220
E00020509,29,24,251
E00020511,23,39,217
E00020512,10,27,252
E00167505,5,14,261
E00167506,9,15,206
E00167508,9,23,223
E00167510,5,12,206
E00167511,17,31,300
E00167682,23,52,273
E00167684,16,48,226
E00167685,11,11,323
E00167687,12,24,314
E00167752,13,36,213
E00167754,6,19,231
E00167757,3,10,139
E00167765,11,26,236
E00167975,15,40,454
E00167976,14,36,321
