geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
W00005625,35,29,39,58,40,39,32,16,21
W00005626,88,47,79,109,71,57,36,17,10
W00005627,43,71,38,32,57,50,27,17,19
W00005628,38,37,34,23,30,32,33,18,25
W00005629,54,51,38,49,50,47,27,15,21
W00005630,36,39,45,23,51,48,31,7,20
W00005631,48,45,49,52,53,46,32,21,24
W00005632,21,26,25,22,30,38,20,6,20
W00005633,32,43,20,28,38,41,19,6,37
W00005634,48,43,37,57,39,42,41,8,20
W00005635,64,60,58,71,56,47,29,12,16
W00005636,33,44,44,29,52,48,28,12,108
W00005637,53,52,46,46,37,36,30,4,21
W00005638,42,46,25,35,38,42,31,4,22
W00005639,49,36,62,49,49,24,19,7,19
W00005640,49,32,47,69,37,34,30,2,10
W00005641,24,30,26,29,26,37,30,14,37
W00005642,38,71,29,38,50,30,32,8,27
W00005643,31,42,21,48,50,30,33,7,22
W00005644,16,30,21,16,43,24,12,5,9
W00005645,23,33,28,36,30,31,50,19,36
W00005646,29,42,33,37,30,56,53,8,18
W00005647,52,38,57,49,48,53,24,6,16
W00005648,41,45,65,37,41,29,13,5,5
W00005650,27,44,46,37,74,45,41,6,11
W00005651,75,63,57,78,63,58,40,9,11
W00005652,34,62,45,40,69,57,20,14,13
W00005653,21,8,43,38,30,29,8,4,5
W00005654,57,40,56,59,60,52,36,6,8
W00005655,19,26,25,30,31,51,35,19,22
W00005656,52,46,41,30,30,27,24,19,39
W00005657,72,58,50,49,44,53,22,18,16
W00005658,10,7,21,16,39,16,29,18,23
W00005659,41,64,65,45,77,51,27,0,1
W00005660,28,33,39,26,37,39,34,9,19
W00005661,41,53,33,57,49,58,43,6,9
W00005662,49,23,56,54,35,29,17,8,15
W00005663,47,32,36,46,34,36,19,7,12
W00005664,33,41,41,40,35,42,33,6,12
W00005665,60,38,58,68,42,32,31,9,20
W00005666,34,33,43,68,38,35,16,7,3
W00005667,44,48,45,63,54,37,39,10,16
W00005668,37,36,40,44,42,43,27,10,18
W00005669,38,27,25,38,24,46,36,11,29
W00005670,46,33,56,53,32,25,17,4,11
W00005671,44,27,55,42,42,48,32,6,12
W00005672,18,33,18,31,43,42,35,19,27
W00005673,94,92,94,73,69,74,43,11,35
W00005674,31,32,32,31,28,34,23,5,11
W00005675,19,23,22,25,23,27,20,7,6
W00005676,45,46,69,54,52,36,14,4,6
W00005677,22,24,30,28,21,24,23,9,25
W00005678,48,36,58,42,22,36,27,6,8
W00005679,39,41,33,43,30,25,25,8,13
W00005680,42,49,44,40,52,45,44,7,27
W00005681,58,35,52,39,36,37,27,5,16
W00005683,50,46,66,49,49,31,20,8,8
W00005684,50,40,50,55,47,32,22,9,3
W00005686,33,51,37,29,54,43,66,12,18
W00005687,31,41,25,41,46,31,37,19,29
W00005688,35,19,12,48,35,26,33,12,22
W00005689,36,56,31,33,68,47,48,12,35
W00005690,19,38,21,20,40,37,51,19,55
W00005691,31,36,22,28,52,36,34,8,31
W00005692,37,39,23,38,57,42,28,17,33
W00005693,44,38,30,59,46,41,21,7,19
W00005694,22,35,24,29,34,35,42,18,23
W00005695,18,28,30,25,46,38,48,30,17
W00005696,40,33,36,51,47,29,28,15,10
