geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E00070654,80,3,18,8,1
E00070656,47,4,5,6,0
E00070707,68,4,15,33,2
E00070708,122,2,6,2,2
E00070711,68,4,6,8,0
E00070715,81,3,9,7,0
E00070716,91,3,15,1,0
E00070717,67,5,11,20,0
E00070718,33,3,11,8,0
E00070719,68,2,5,11,0
E00070756,94,2,9,2,0
E00070757,71,0,14,6,0
E00070758,63,3,34,2,0
E00070759,81,1,19,8,0
E00070760,77,6,24,4,0
E00070762,101,4,21,13,0
E00070763,72,2,24,23,1
E00070764,25,0,4,91,1
E00070765,35,3,22,5,1
E00070766,103,1,9,2,0
E00070767,57,2,10,4,0
E00070768,76,0,9,5,0
E00070769,65,3,30,0,1
E00070770,87,6,18,6,0
E00070771,113,2,27,15,2
E00070772,131,4,25,3,0
E00070773,31,2,11,5,0
E00070777,65,1,9,11,0
E00070850,54,2,43,29,0
E00070851,77,3,38,23,0
E00070852,63,4,6,54,1
E00070853,78,3,77,18,7
E00070854,74,3,20,1,0
E00070855,64,5,26,28,1
E00070856,64,0,17,28,1
E00070857,133,4,21,13,2
E00070858,79,2,14,33,6
E00070859,74,9,20,15,1
E00070860,93,4,21,3,0
E00070943,43,1,9,2,0
E00070944,114,8,29,4,2
E00070945,40,3,38,0,0
E00070946,61,3,14,2,0
E00070947,33,10,17,0,1
E00070949,122,3,24,2,0
E00070950,62,2,14,39,4
E00070951,62,10,32,3,0
E00070952,54,3,7,5,0
E00070953,44,1,10,0,0
E00070954,41,1,33,1,0
E00070955,105,3,40,36,1
E00070956,95,3,19,0,1
E00070969,129,11,22,12,0
E00070970,78,4,17,6,0
E00070971,85,5,19,3,1
E00070972,91,4,24,5,0
E00070973,60,1,12,27,0
E00070974,96,6,17,3,0
E00070975,83,11,28,5,0
E00070976,82,1,10,46,6
E00070977,51,1,7,3,1
E00070978,75,3,15,1,1
E00070979,75,5,33,1,0
E00071209,65,1,13,13,1
E00071210,39,2,17,2,0
E00071211,43,8,27,3,0
E00071214,65,6,40,3,0
E00071215,28,3,28,1,0
E00071219,23,4,19,0,0
E00147654,131,13,20,49,1
E00147655,113,6,9,1,0
E00147656,93,3,24,20,0
E00147657,44,8,18,4,0
E00147704,109,2,14,2,1
E00147705,92,1,35,41,7
E00147706,133,2,24,6,0
E00147707,71,7,14,0,1
E00147708,78,4,4,12,0
E00147709,72,2,12,1,1
E00147710,75,1,17,1,0
E00147711,116,5,12,6,1
E00147712,42,1,13,1,1
E00147716,104,1,14,3,0
E00147717,78,1,34,5,0
E00147718,92,8,19,22,0
E00147719,111,6,59,1,0
E00147755,159,1,27,17,12
E00147756,110,5,25,4,2
E00147757,76,1,21,19,4
E00147758,53,2,10,63,0
E00147759,116,4,23,2,1
E00147760,44,2,10,61,0
E00147761,68,4,40,21,2
E00147762,47,1,14,72,4
E00147769,109,5,20,1,0
E00147770,97,3,16,4,1
E00147772,111,4,36,14,5
E00168506,133,6,16,8,0
E00168508,82,3,22,4,0
E00168511,95,0,9,4,1
E00168513,76,1,16,36,0
E00168533,86,10,33,2,2
E00168538,114,1,13,1,1
W00002276,97,3,8,51,0
W00002277,123,6,22,9,0
W00002278,89,4,14,7,1
W00002279,138,5,22,5,0
W00002294,149,8,25,3,0
W00002295,112,1,13,1,0
W00002296,76,5,13,28,0
W00002297,82,2,32,24,0
W00002298,88,1,24,8,0
W00002299,70,1,67,5,0
W00002300,64,0,17,68,0
W00002301,109,2,29,14,0
W00002302,133,1,27,1,0
W00002335,157,2,26,3,0
W00002336,149,1,11,1,1
W00002337,120,0,13,28,0
W00002338,36,1,10,49,0
W00002359,139,2,22,0,0
W00002360,126,7,21,22,1
W00002362,111,6,18,3,0
W00002364,171,9,27,8,0
W00002377,87,3,12,7,2
W00002378,46,8,44,27,0
W00002379,81,1,50,12,0
W00002380,76,2,30,26,0
W00002381,103,2,34,2,0
W00002382,81,2,21,25,0
W00002383,74,2,8,70,1
W00002387,140,5,22,1,0
W00002390,75,3,14,35,0
W00002391,62,2,30,35,1
W00002392,92,5,23,13,1
W00002393,106,3,9,21,1
W00002394,42,4,56,2,1
W00002395,51,1,6,43,1
W00002396,86,1,13,8,0
W00002397,118,1,10,4,0
W00002398,104,4,33,20,0
W00002399,108,6,12,17,0
W00002400,78,2,12,17,0
W00002401,62,2,5,0,0
W00002402,111,6,11,4,1
W00002403,93,5,14,0,0
W00002404,153,11,36,1,2
W00002405,57,0,16,6,1
W00002406,146,2,15,2,0
W00002407,99,5,11,29,0
W00002408,130,8,23,13,0
W00002413,103,3,18,1,2
W00002417,27,5,71,29,1
W00002418,60,4,27,24,0
W00002419,27,0,63,31,1
W00002420,91,2,76,4,0
W00002421,48,8,9,63,0
W00002422,58,0,20,62,0
W00002423,187,3,29,13,0
W00002424,107,0,11,0,0
W00002425,38,1,20,65,1
W00002426,121,1,11,17,0
W00002427,92,3,25,14,2
W00002429,126,0,7,2,0
W00002430,30,1,58,8,0
W00002431,120,5,31,1,0
W00002432,28,1,61,44,0
W00002433,72,0,40,5,0
W00002447,86,0,14,6,0
W00002448,102,2,20,0,0
W00002449,82,3,6,0,0
W00002450,102,4,25,3,0
W00002451,28,2,8,26,0
W00002471,103,7,13,2,0
W00002472,80,1,19,0,0
W00002473,124,8,24,4,0
