geocode,bad,fair,good
E02002805,274,898,4529
E02002809,457,992,5227
E02002827,314,759,5358
E02002828,447,1155,5980
E02002829,856,1715,8038
E02002830,572,1238,8239
E02002831,477,1087,5268
E02002832,661,1336,6075
E02002833,556,1142,6462
E02002834,490,1293,7948
E02002835,539,1399,10690
E02002836,793,1498,7040
E02002837,480,1042,5923
E02002838,663,1254,5806
E02002839,475,1148,6015
E02002842,368,884,6406
E02002843,781,1694,10574
E02002844,948,1642,9364
E02002845,746,1569,8035
E02002846,361,929,6095
E02002847,560,1315,8399
E02002848,670,1417,9112
E02002849,534,1321,10577
E02002851,431,1246,6307
E02002852,590,996,5512
E02002853,626,1582,10591
E02002854,689,1237,6298
E02002855,299,772,5512
E02002856,426,1231,9964
E02002857,310,806,5114
E02002858,280,718,6466
E02002860,504,1205,6235
E02002861,622,1178,5952
E02002862,659,1379,6279
E02002863,272,895,6645
E02002864,240,790,4821
E02002865,255,953,6694
E02002866,244,952,6188
E02002867,280,942,7198
E02002868,350,895,4528
E02002869,671,1410,5344
E02002871,542,1194,6105
E02002872,683,1272,6777
E02002873,583,1266,7193
E02002874,510,1207,6241
E02002875,534,1259,6457
E02002876,527,1210,6220
E02002877,419,1076,6032
E02002878,618,1214,7151
E02002879,441,1076,7590
E02002880,578,1212,6849
E02002881,547,1036,4592
E02002882,422,930,6849
E02002883,565,1063,5946
E02002884,417,822,4892
E02002885,488,987,6674
E02002886,617,1309,6859
E02002887,979,1256,4228
E02002888,563,1086,4905
E02002889,357,909,7319
E02002890,670,1321,9179
E02002891,561,1304,6467
E02002892,586,1041,4444
E02002893,649,1284,11486
E02002894,300,783,5762
E02002895,194,539,7262
E02002896,766,1379,7869
E02002897,382,1130,6384
E02002898,335,878,9707
E02002899,400,840,8712
E02002901,321,830,4584
E02002902,658,1430,6532
E02002903,505,1077,4761
E02002904,447,1038,4652
E02003237,232,823,5161
E02003238,263,683,4981
E02003239,283,989,6626
E02003240,177,554,5898
E02003241,282,868,4988
E02003242,471,1231,6223
E02003243,658,1453,7630
E02003244,701,1483,6642
E02003245,444,1070,6144
E02003246,546,1222,7329
E02003247,448,1097,6317
E02003248,531,1348,8458
E02003249,660,1589,8314
E02003250,590,1283,8149
E02003251,319,996,5803
E02003252,390,1258,8602
E02003253,485,1130,6777
E02003254,324,1071,7251
E02003255,479,1356,6972
E02003257,578,1270,6778
E02003747,628,1763,8806
E02003749,269,821,4908
E02003753,493,1330,9218
E02003754,206,620,4932
E02004029,515,1186,4758
E02004031,663,1295,5516
E02004032,460,1255,6546
E02004033,584,1336,6904
E02004036,681,1694,7544
E02004040,461,1244,7311
E02004041,386,968,5675
E02004045,610,1382,7100
E02004046,537,1122,4562
E02004047,580,1029,4042
E02004048,590,1168,4929
E02004049,669,1451,5661
E02004050,838,1252,4955
E02004051,956,1623,6437
E02004052,582,1285,6001
E02004053,603,1293,5981
E02004054,579,1360,6689
E02004056,702,1357,5743
E02004057,558,1138,5979
E02004059,539,1237,5485
E02004060,717,1362,5553
E02004078,612,1368,5168
E02004080,619,1547,7229
E02004082,320,881,5103
E02004083,375,1088,6297
E02004084,512,1210,4494
E02004085,519,1239,6930
E02004086,394,1051,5890
E02004087,433,1202,6183
E02004088,277,947,6390
E02004089,420,1029,5256
E02004090,304,911,4925
E02004091,388,1223,7278
E02004092,540,1458,7558
E02004105,481,1239,7725
E02004111,419,994,4064
E02004113,940,1718,6533
E02004115,659,1489,6872
E02004117,601,1195,5516
E02004121,247,792,5627
E02005334,210,645,4785
E02005335,258,870,5763
E02005336,259,707,6140
E02005337,492,1379,7873
E02005338,468,1310,8075
E02005339,262,856,7330
E02005340,411,1224,7209
E02005341,247,713,5953
E02005342,274,896,5555
E02005343,282,806,5559
E02005344,316,993,6152
E02005345,260,788,5013
E02005346,738,1674,8866
E02005347,436,998,8448
E02005348,297,838,4694
E02005349,325,998,5663
E02005350,329,920,5270
E02005351,261,860,9541
E02005352,175,668,5313
E02005353,428,1238,7767
E02005354,279,1008,7801
E02005355,297,808,5429
E02005356,246,753,5494
E02005357,274,916,6067
E02005358,322,1155,8698
E02005359,262,684,4938
E02005360,192,663,5487
E02005361,241,847,5473
E02005362,284,827,5132
E02005363,276,988,5957
E02005364,190,648,4462
E02005365,551,1519,7598
E02005366,274,822,5432
E02005368,175,609,5417
E02005369,308,1128,8363
E02005370,230,827,7883
E02005371,342,1042,8661
E02005372,302,994,8120
E02005377,412,1203,6671
E02005378,165,605,4429
E02005379,196,698,5171
E02005380,367,1033,6973
E02005381,430,1077,6502
E02005382,495,1518,8034
E02005383,512,1219,7291
E02005385,219,745,4989
E02005386,453,1165,6757
E02005387,380,1042,7650
E02005388,327,820,4543
E02005389,329,1025,4352
E02005390,290,1051,7521
E02005391,330,1148,8138
E02005392,271,1042,7593
E02005393,259,813,5924
E02005394,380,1282,7721
E02005395,384,1245,7240
E02005396,216,765,5625
E02005397,434,1073,6776
E02005398,287,712,5096
E02005400,334,924,4379
E02005403,359,1071,5437
E02005405,483,1181,5243
E02005406,367,1089,5937
E02005407,380,1042,7254
E02005409,561,1557,8230
E02005412,472,1251,6455
E02005414,588,1278,5908
E02005415,468,1104,5918
E02005416,333,1094,7375
E02005418,665,1640,7716
E02005419,372,1117,6642
E02005420,510,1363,6356
E02005422,370,996,4719
E02005423,617,1602,7322
E02005430,480,1217,5170
E02005434,460,1200,5413
E02005439,622,1688,8931
E02005441,537,1361,6481
E02005442,470,1058,4208
E02005443,441,1020,5350
E02005444,511,1489,9954
E02005445,642,1574,9384
E02005446,281,879,7313
E02005447,391,981,5387
E02005448,417,1028,5747
E02005449,277,957,6684
E02005450,436,1141,6909
E02005451,594,1233,5812
E02005452,531,1645,8797
E02005453,397,1424,8747
E02005455,504,1374,10402
E02005456,535,1305,7941
E02005457,433,1259,6652
E02005458,292,873,5362
E02005459,599,1324,6082
E02005460,258,650,5339
E02005461,347,1007,4907
E02005462,554,1328,7182
E02005463,285,1005,7317
E02005464,510,1313,6375
E02005465,553,1390,6497
E02005468,422,1184,5886
E02005469,392,1051,5973
E02005470,452,1429,8498
E02005471,522,1478,7080
E02005473,476,1250,7537
E02005475,343,848,5018
E02005476,324,881,6034
E02005477,506,1293,7045
E02005478,667,1595,7646
E02005479,485,1049,6743
E02005480,437,1031,5864
E02005481,535,1526,8902
E02005482,370,1153,8251
E02005483,388,1044,6397
E02005484,336,947,5669
E02005485,313,820,4922
E02005486,409,1153,6839
E02005487,311,1025,7863
E02005488,315,872,5076
E02005489,234,769,6048
E02005490,416,1298,7418
E02005491,351,1311,8907
E02005498,388,1142,5622
E02005499,355,1029,6684
E02005500,285,892,5618
E02005501,266,971,6121
E02005502,491,1348,6725
E02005612,311,863,5502
E02005613,523,1260,7050
E02005614,363,951,5392
E02005615,618,1319,6570
E02005616,382,803,4114
E02005629,188,733,4782
E02005630,325,1050,8542
E02005819,484,1110,4552
E02005820,358,938,4432
E02005821,550,1076,4762
E02005822,676,1422,7433
