geocode,female,male
E01019612,1042,1590
E01029345,852,804
E01029346,919,780
E01029347,722,710
E01029348,874,877
E01029349,647,633
E01029350,773,753
E01029351,764,739
E01029352,672,679
E01029354,794,754
E01029355,808,763
E01029356,735,762
E01029357,668,686
E01029358,691,625
E01029368,607,619
E01029369,625,625
E01029370,692,701
E01029371,755,795
E01029372,694,664
E01029373,1157,1149
E01029374,1198,1151
E01029379,896,871
E01029383,776,794
E01029384,977,959
E01029385,730,749
E01029386,718,718
E01029387,724,754
E01029388,701,674
E01029389,805,840
E01029390,560,564
E01029391,838,828
E01029392,995,968
E01029393,830,841
E01029398,840,842
E01029399,787,802
E01029400,857,849
E01029401,823,782
E01029402,1034,951
E01029403,761,743
E01029404,755,741
E01029405,822,813
E01029411,631,656
E01029412,720,631
E01029424,549,480
E01029425,762,1598
E01029430,758,735
E01029431,843,779
E01029432,759,716
E01029433,799,809
E01029459,799,775
E01029460,867,865
E01029461,957,983
E01029462,846,799
E01029473,717,697
E01029474,640,567
E01029479,1431,1387
E01029480,888,921
E01029481,967,915
E01029482,853,791
E01029498,901,898
E01029500,848,892
E01029509,864,815
E01029515,942,881
E01029646,725,708
E01029647,1133,1077
E01029648,746,748
E01029655,1021,951
E01029656,899,924
E01029657,899,890
E01029659,715,669
E01029684,765,723
E01029685,827,741
E01029686,747,674
E01029687,944,926
E01029690,773,777
E01029692,819,773
E01029693,672,1024
E01029700,664,612
E01029710,735,699
E01029711,769,745
E01029712,991,926
E01029713,805,775
E01029722,801,854
E01029723,747,839
E01029724,890,881
E01029725,616,1628
E01029730,548,534
E01029731,831,806
E01029732,917,1506
E01029733,991,963
E01029734,1161,1081
E01029735,1183,1162
E01029757,807,797
E01029758,787,748
E01029759,866,849
E01029760,805,765
