geocode,female,male
E00071738,161,153
E00071739,188,166
E00071740,166,150
E00071741,161,163
E00071742,172,157
E00071743,175,170
E00071744,196,190
E00071745,149,129
E00071746,206,200
E00071747,158,137
E00071748,147,137
E00071749,161,178
E00071750,162,163
E00071751,158,158
E00071752,151,152
E00071753,151,154
E00071754,139,119
E00071755,147,144
E00071756,161,127
E00071757,98,93
E00071758,150,138
E00071759,119,111
E00071760,135,126
E00071761,156,123
E00071762,141,130
E00071763,168,131
E00071764,143,138
E00071765,149,120
E00071766,136,131
E00071767,101,97
E00071768,163,147
E00071769,131,145
E00071770,164,170
E00071771,160,146
E00071772,114,128
E00071773,120,111
E00071774,106,104
E00071775,135,134
E00071776,141,130
E00071780,110,106
E00071781,211,193
E00071782,180,172
E00071783,170,171
E00071784,177,154
E00071788,133,133
E00071789,131,113
E00071790,123,116
E00071791,128,107
E00071792,137,105
E00071793,140,131
E00071794,124,116
E00071795,156,161
E00071796,140,129
E00071797,129,109
E00071798,141,136
E00071799,161,162
E00071800,116,104
E00071801,125,133
E00071802,169,145
E00071803,169,153
E00071804,159,139
E00071805,133,150
E00071806,177,163
E00071807,177,174
E00071809,168,149
E00071810,158,169
E00071820,69,75
E00071821,103,131
E00071824,119,122
E00071825,140,132
E00071826,126,144
E00071831,130,122
E00071832,137,111
E00071833,135,144
E00071835,101,98
E00071837,134,132
E00071838,130,127
E00071839,124,125
E00071847,119,95
E00071848,140,128
E00071849,87,177
E00071850,90,87
E00071851,102,108
E00071852,117,174
E00071853,83,107
E00071855,146,163
E00071856,131,129
E00071858,190,256
E00071900,155,173
E00071901,172,150
E00071902,119,134
E00071903,145,161
E00071904,144,136
E00071905,156,151
E00071906,163,123
E00071907,120,106
E00071908,135,152
E00071909,153,153
E00071910,148,168
E00071911,194,166
E00071912,137,128
E00071913,152,156
E00071914,126,126
E00071915,149,148
E00071916,154,150
E00071917,246,229
E00071918,178,172
E00071919,101,98
E00071920,135,139
E00071921,175,183
E00071922,214,221
E00071923,169,179
E00071924,170,156
E00071925,131,131
E00071926,133,133
E00071927,129,132
E00071928,144,128
E00071929,48,72
E00071930,157,163
E00071931,200,162
E00071932,131,157
E00071933,135,138
E00071934,132,140
E00071935,211,187
E00071936,148,167
E00071937,160,147
E00071938,144,108
E00071939,140,124
E00071940,143,150
E00071941,163,162
E00071942,103,141
E00071943,190,171
E00071944,143,158
E00071946,177,196
E00071947,166,187
E00071948,240,223
E00071949,128,130
E00071950,136,160
E00071952,106,153
E00071953,74,76
E00071954,90,119
E00071955,95,87
E00071956,129,137
E00071957,161,169
E00071958,155,199
E00071959,107,115
E00071960,142,146
E00071961,184,147
E00071962,127,109
E00071963,129,139
E00071964,74,82
E00071965,161,150
E00071966,175,193
E00071967,145,148
E00071968,138,154
E00071969,191,186
E00071970,122,133
E00071971,199,229
E00071972,278,248
E00071973,122,132
E00071974,153,186
E00071975,108,85
E00071976,181,180
E00071977,130,128
E00071978,122,137
E00071979,181,168
E00071980,118,148
E00071981,159,163
E00071984,136,148
E00071985,144,143
E00071986,198,189
E00071987,130,114
E00071988,153,159
E00071989,154,154
E00071990,177,178
E00071991,140,120
E00071992,164,157
E00071993,156,139
E00071994,181,172
E00071995,129,120
E00071996,194,187
E00071997,134,105
E00071998,137,125
E00071999,180,155
E00072000,133,138
E00072001,167,143
E00072002,147,141
E00072003,134,127
E00072004,170,155
E00072005,102,93
E00072006,157,126
E00072007,124,110
E00072008,168,158
E00072009,150,135
E00072010,135,111
E00072011,160,142
E00072012,170,149
E00072013,210,170
E00072014,209,203
E00072015,220,191
E00072016,181,170
E00072017,121,118
E00072018,133,139
E00072019,127,123
E00072021,128,150
E00072022,259,283
E00072023,154,165
E00072024,109,107
E00072025,142,142
E00072027,143,122
E00072028,152,130
E00072029,172,152
E00072030,202,191
E00072031,143,130
E00072033,136,107
E00072034,111,116
E00072035,288,260
E00072036,127,127
E00072037,132,145
E00072038,116,109
E00072039,121,84
E00072040,148,112
E00072041,169,170
E00072042,125,139
E00072043,135,132
E00072044,193,172
E00072045,140,118
E00072046,132,136
E00072047,151,109
E00072048,181,166
E00072049,166,150
E00072050,151,145
E00072051,139,150
E00072052,126,149
E00072053,158,154
E00072054,151,156
E00072055,108,109
E00072056,188,181
E00072057,133,140
E00072058,117,117
E00072059,248,264
E00072060,100,101
E00072061,140,124
E00072062,121,107
E00072108,175,179
E00072109,159,217
E00072115,35,74
E00072124,137,157
E00072125,124,176
E00072126,137,175
E00072127,195,203
E00072128,244,229
E00072129,155,125
E00072130,153,174
E00072131,166,171
E00072132,155,207
E00072133,252,286
E00072134,173,241
E00072135,33,77
E00072136,142,180
E00072137,131,156
E00072151,136,124
E00072152,120,106
E00072153,117,108
E00072154,159,137
E00072157,138,144
E00072314,89,161
E00072315,146,183
E00072316,221,246
E00072317,181,201
E00072318,113,115
E00072319,119,155
E00072320,132,118
E00072321,118,104
E00072322,156,150
E00072323,138,132
E00072324,111,88
E00072325,130,117
E00072326,104,114
E00072327,128,125
E00072328,109,109
E00072329,134,130
E00072330,134,112
E00072331,162,164
E00072332,130,113
E00072333,109,114
E00072334,141,142
E00072335,116,111
E00072336,125,116
E00072337,140,129
E00072338,115,113
E00072339,198,188
E00072340,148,145
E00072341,128,119
E00072342,130,115
E00072343,131,120
E00072344,96,103
E00072345,125,129
E00072346,150,131
E00072347,72,104
E00072348,144,137
E00072349,172,180
E00072350,156,203
E00072351,113,105
E00072352,150,150
E00072353,132,156
E00072354,78,145
E00072355,135,148
E00072356,131,135
E00072357,157,145
E00072358,140,141
E00072359,139,142
E00072360,141,138
E00072361,121,125
E00072363,152,127
E00072364,165,156
E00072365,115,121
E00072366,123,121
E00072367,141,126
E00072368,151,146
E00072369,83,98
E00072370,171,153
E00072371,147,124
E00072372,128,117
E00072373,149,142
E00072374,123,138
E00072375,142,164
E00072376,97,78
E00072377,131,136
E00072378,149,162
E00072379,210,192
E00072380,144,121
E00072381,168,149
E00072382,131,115
E00072383,161,125
E00072384,134,69
E00072385,149,157
E00072386,170,154
E00072387,154,123
E00072388,105,102
E00072389,129,127
E00072390,148,165
E00072391,119,121
E00072392,108,119
E00072393,157,135
E00072394,182,155
E00072395,176,158
E00072479,165,180
E00072480,143,124
E00072481,190,173
E00072482,182,181
E00072483,130,126
E00072485,131,126
E00072486,216,222
E00072487,164,139
E00072488,150,118
E00072489,178,180
E00072490,276,275
E00072491,134,124
E00072492,107,105
E00072493,132,120
E00072494,116,109
E00072495,140,128
E00072496,87,101
E00072497,145,130
E00072498,164,149
E00072499,205,148
E00072500,147,136
E00072501,164,166
E00072502,130,136
E00072503,169,153
E00072504,152,138
E00072505,172,149
E00072506,178,177
E00072507,148,154
E00072508,183,171
E00072509,131,124
E00072510,147,162
E00072511,138,138
E00072512,129,125
E00072513,115,125
E00072514,202,194
E00072515,165,188
E00072516,235,227
E00072517,134,149
E00072518,208,198
E00072519,208,176
E00072520,128,94
E00072521,152,138
E00092935,93,111
E00092936,228,209
E00092939,115,92
E00092940,150,137
E00092941,123,125
E00092942,127,119
E00092987,127,117
E00092988,177,148
E00092989,139,127
E00092990,130,121
E00092991,144,124
E00092994,151,156
E00092995,81,100
E00092996,148,161
E00092997,176,175
E00092999,139,144
E00093000,138,133
E00093001,173,194
E00150482,152,158
E00150484,159,147
E00150490,147,130
E00150491,168,159
E00150500,126,139
E00150501,192,206
E00150502,146,143
E00150503,150,144
E00150504,162,168
E00150505,152,142
E00150506,173,186
E00150507,143,142
E00150508,280,210
E00150509,135,119
E00150510,158,157
E00150511,160,140
E00150512,177,161
E00150513,155,166
E00150514,123,136
E00150515,135,138
