geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E02000001,418,366,1501,1418,1227,947,792,258,448
E02000038,1281,1221,1636,1699,1687,1205,877,279,629
E02000039,884,900,811,931,1048,794,669,222,416
E02000040,1068,1062,908,1004,1020,781,631,192,531
E02000041,1216,1119,1384,1309,1117,1015,734,268,649
E02000042,1226,1018,1730,2063,1564,1090,843,315,790
E02000043,1177,819,889,1277,1206,870,698,205,555
E02000044,1217,1186,1139,1288,1235,896,583,176,351
E02000045,1420,1242,1578,1911,1676,1078,690,238,404
E02000046,812,553,1363,1585,980,642,509,188,431
E02000047,1787,1503,1824,1892,1665,1098,704,297,603
E02000048,1445,1108,1321,1658,1403,1042,880,317,643
E02000049,1592,1410,1256,1415,1207,762,499,151,211
E02000050,1382,1160,1619,1738,1494,1020,824,316,511
E02000051,1000,897,1272,1421,1217,886,836,314,804
E02000052,1187,806,1796,2028,1428,918,754,266,515
E02000053,1097,947,2168,1600,1093,781,503,199,309
E02000054,879,727,1496,1307,950,758,566,167,356
E02000055,1406,1114,2707,1822,1232,951,764,287,847
E02000056,1317,1059,1084,1307,1341,1014,974,294,822
E02000057,1326,856,1610,1213,735,598,494,181,471
E02000058,1529,1052,1599,1664,1242,1003,1001,336,794
E02000059,1415,1060,2027,1878,1462,1121,682,274,540
E02000060,2119,1450,2043,1660,959,924,684,252,829
E02000061,869,767,1630,1434,1028,761,652,215,657
E02000062,859,873,1205,1074,876,618,391,144,300
E02000063,951,878,1165,1275,935,710,490,171,396
E02000064,824,661,1202,1156,800,546,491,184,384
E02000093,1325,1285,1923,1721,1358,1332,936,370,633
E02000094,1196,1166,1476,1348,1236,1000,659,230,435
E02000095,1121,1155,1790,1483,1229,1222,854,342,725
E02000096,781,846,1269,1034,853,1017,882,320,596
E02000097,1170,1150,1491,1284,1254,1079,716,264,550
E02000098,969,975,1398,1193,1028,903,724,244,510
E02000099,1266,1091,1663,1547,1121,827,541,218,433
E02000100,713,1137,1767,1094,1015,1051,792,330,489
E02000101,1331,1187,1625,1552,1203,929,724,225,556
E02000102,1281,1174,1239,1192,1075,831,466,201,328
E02000103,1309,1238,1371,1276,1253,904,648,258,466
E02000104,776,759,1241,1036,836,754,594,237,534
E02000105,1296,1034,1743,1734,1227,903,654,227,384
E02000106,1600,1226,1976,1737,1346,1035,645,241,411
E02000107,1263,1002,2465,2185,1465,1025,691,221,375
E02000108,867,773,1179,1161,904,660,487,215,338
E02000109,1271,1094,2133,1781,1181,999,653,285,467
E02000110,860,828,1822,1493,1049,871,636,200,328
E02000111,1236,1075,1906,1743,1323,1102,658,252,487
E02000112,1014,1079,2025,1635,1208,1100,633,273,465
E02000113,1693,1733,1477,1253,1383,973,577,224,342
E02000114,1037,818,2259,2003,1143,763,493,181,313
E02000115,842,556,2107,1863,1021,788,549,206,408
E02000116,1219,967,1557,1672,1132,766,422,157,261
E02000117,2076,1745,1803,1897,1753,1261,689,305,484
E02000118,1179,1223,1755,1549,1363,1147,609,232,368
E02000119,1243,1242,1124,1009,1064,702,395,215,254
E02000120,964,559,2225,2310,1236,747,625,235,313
E02000121,1063,930,1907,1617,1104,1004,655,259,394
E02000122,997,860,1340,1384,1215,864,668,239,512
E02000123,2311,1849,2568,2733,2302,1466,781,299,410
E02000124,1243,843,2022,2362,1528,1021,649,189,365
E02000125,1387,923,1970,2244,1664,1112,709,292,514
E02000126,1195,1009,1280,1389,1248,758,434,178,284
E02000130,999,864,975,1465,1324,962,720,212,393
E02000131,1209,728,1449,2364,1530,804,490,146,234
E02000132,847,517,1421,1993,1172,842,773,276,726
E02000135,1491,1232,1586,1708,1604,981,582,176,374
E02000137,858,668,907,1198,1250,923,896,300,826
