geocode,all
E01000001,112.87
E01000002,62.87
E01000003,227.75
E01000005,51.95
E01000156,104.17
E01000157,122.4
E01000158,54.36
E01000160,68.13
E01000161,75.09
E01000162,87.71
E01000163,81.4
E01000164,30.82
E01000165,100.54
E01000177,96.5
E01000178,42.9
E01000180,94.14
E01000181,119.57
E01000182,77.11
E01000184,20.61
E01000185,117.07
E01000208,39.17
E01000315,33.93
E01000316,56.89
E01000318,67.57
E01000322,83.92
E01000323,92.57
E01000324,65.81
E01000842,137.26
E01000843,201.44
E01000844,155.58
E01000845,124.07
E01000846,181.5
E01000847,171.17
E01000848,157.23
E01000849,201.93
E01000850,86.74
E01000851,178.5
E01000852,127.37
E01000853,278.33
E01000854,97.14
E01000855,55.04
E01000856,138.58
E01000857,178.2
E01000858,85.41
E01000859,164.01
E01000860,63.48
E01000861,138.07
E01000862,100.71
E01000863,91.76
E01000864,157.48
E01000865,138.45
E01000866,139.52
E01000867,198.76
E01000868,172.28
E01000869,184.28
E01000870,133.62
E01000882,124.12
E01000886,140.16
E01000887,148.75
E01000888,170.38
E01000889,142.37
E01000890,214.94
E01000891,202.96
E01000892,150.7
E01000893,29.67
E01000894,62.65
E01000896,111.98
E01000897,80.66
E01000898,101.41
E01000900,181.19
E01000901,186.51
E01000902,172.53
E01000903,141.22
E01000904,181.97
E01000905,237.67
E01000906,111.34
E01000907,133.4
E01000908,90.34
E01000909,70.6
E01000910,113.06
E01000911,176.96
E01000912,17.73
E01000913,10.58
E01000914,39.36
E01000915,206.07
E01000916,121.93
E01000917,249.74
E01000918,124.26
E01000919,131.81
E01000920,143.72
E01000921,158.04
E01000922,80.95
E01000923,174.94
E01000924,166.53
E01000925,188.77
E01000926,193.83
E01000927,172.76
E01000928,66.57
E01000936,207.09
E01000937,119.84
E01000938,214.71
E01000939,155.6
E01000940,232.03
E01000941,283.41
E01000942,289.18
E01000943,150.57
E01000944,325.17
E01000945,67.15
E01000946,30.98
E01000947,125.26
E01000948,88.3
E01000949,262.54
E01000950,210.75
E01000951,319.09
E01000952,198.74
E01000953,27.24
E01000954,298.38
E01000955,249.61
E01000956,96.47
E01000957,148.16
E01000958,93.48
E01000959,228.14
E01000963,99.79
E01000967,37.87
E01001390,128.32
E01001391,118.13
E01001392,113.86
E01001393,117.66
E01001394,95.83
E01001395,66.31
E01001396,95.54
E01001397,64.37
E01001427,13.66
E01001431,114.06
E01001432,124.4
E01001458,107.12
E01001499,79.17
E01001500,67.99
E01001501,60.98
E01001527,39.73
E01001528,69.27
E01001529,92.85
E01001530,61.84
E01001535,37.76
E01001553,79.65
E01001554,148.26
E01001555,127.45
E01001556,72.76
E01001557,123.23
E01001558,108.4
E01001559,22.25
E01001560,60.52
E01001562,120.42
E01001714,99.07
E01001715,172.68
E01001716,164.13
E01001717,125.08
E01001718,171.99
E01001719,179.09
E01001720,172.39
E01001722,191.68
E01001723,164.47
E01001724,190.47
E01001725,202.01
E01001726,267.65
E01001727,179.94
E01001728,220.46
E01001729,158.39
E01001730,146.98
E01001731,132.64
E01001732,265.07
E01001733,125.4
E01001734,135.59
E01001735,122.34
E01001736,184.62
E01001737,183.83
E01001738,192.97
E01001739,171.31
E01001740,181.04
E01001741,171.46
E01001742,144.68
E01001744,138.98
E01001745,200.45
E01001746,337.27
E01001747,150.18
E01001748,130.36
E01001749,161.22
E01001750,126.15
E01001751,100.65
E01001752,180.52
E01001753,218.07
E01001754,194.52
E01001755,175.64
E01001756,132.86
E01001757,344.78
E01001758,167.09
E01001759,174.98
E01001760,121.64
E01001761,165.95
E01001762,124.03
E01001763,151.2
E01001764,160.61
E01001765,136.6
E01001767,151.37
E01001768,179.45
E01001769,129.07
E01001770,134.21
E01001772,159.45
E01001773,168.06
E01001774,116.65
E01001775,140.06
E01001776,141.63
E01001777,152.72
E01001779,175.83
E01001780,166.36
E01001781,110.18
E01001782,168.25
E01001783,308.96
E01001784,299.08
E01001785,164.02
E01001786,16.14
E01001787,71.48
E01001788,138.17
E01001789,179.83
E01001790,243.74
E01001791,147.36
E01001792,101.54
E01001793,105.25
E01001794,149.73
E01001795,144.24
E01001796,179.41
E01001798,169.84
E01001799,149.25
E01001800,188.33
E01001801,112.58
E01001802,123.47
E01001803,113.6
E01001804,137.91
E01001805,81.82
E01001806,47.45
E01001807,154.1
E01001808,144.72
E01001809,173.27
E01001811,177.24
E01001812,70.69
E01001813,127.81
E01001814,145.61
E01001815,162.75
E01001816,119.22
E01001819,115.96
E01001820,172.52
E01001821,212.52
E01001822,212.5
E01001823,117.04
E01001824,70.33
E01001825,150.47
E01001826,154.26
E01001827,111.66
E01001828,184.98
E01001829,160.75
E01001830,184.5
E01001831,151.49
E01001832,158.73
E01001833,184.58
E01001834,216.51
E01001835,170.63
E01001836,141.58
E01001837,133.57
E01001838,253.41
E01001839,205.48
E01001840,154.33
E01001841,102.99
E01001842,245.98
E01001843,167.88
E01001844,128.92
E01001845,140.72
E01001846,22.41
E01001847,106.91
E01001848,109.1
E01001849,47.69
E01001850,254.57
E01001962,34.22
E01001963,35.6
E01001964,25.14
E01001965,131.74
E01001966,29.34
E01001967,94.19
E01001968,129.89
E01001969,131.11
E01001970,93.71
E01001971,158.55
E01001972,80.35
E01001973,56.34
E01001974,124.82
E01001975,146.88
E01001976,157.45
E01001977,174.39
E01001978,144.1
E01001979,112.31
E01001980,179.24
E01001981,180.99
E01001982,174.58
E01001983,165.53
E01001984,79.78
E01001985,89.8
E01001986,121.2
E01001987,60.48
E01001988,102.19
E01001989,60.15
E01001990,140.59
E01001991,135.12
E01001992,42.66
E01001993,61.24
E01001994,52.46
E01001995,57.7
E01001996,66.49
E01001997,82.8
E01001998,132.52
E01001999,136.68
E01002000,104.95
E01002001,156.26
E01002002,27.72
E01002003,97.39
E01002004,159.14
E01002005,179.19
E01002006,145.37
E01002007,99.52
E01002008,24.41
E01002009,72.5
E01002010,27.8
E01002011,26.48
E01002013,115.88
E01002014,101.3
E01002015,122.42
E01002016,115.92
E01002017,132.24
E01002018,116.87
E01002019,51.97
E01002020,53.43
E01002021,79.77
E01002022,94.12
E01002023,90.32
E01002024,85.16
E01002025,43.0
E01002026,137.67
E01002027,139.35
E01002028,147.37
E01002029,73.34
E01002030,58.89
E01002031,137.56
E01002032,172.17
E01002033,155.63
E01002034,65.78
E01002036,94.4
E01002037,23.01
E01002038,119.09
E01002039,213.25
E01002040,139.23
E01002041,148.27
E01002042,60.44
E01002043,185.49
E01002044,193.18
E01002045,157.86
E01002046,101.83
E01002047,164.37
E01002048,159.85
E01002049,150.6
E01002050,174.01
E01002051,137.39
E01002052,94.44
E01002053,121.94
E01002054,208.93
E01002055,173.43
E01002056,92.64
E01002057,99.68
E01002058,109.39
E01002059,71.2
E01002060,140.16
E01002061,100.78
E01002062,94.41
E01002063,112.47
E01002064,162.27
E01002065,124.24
E01002066,93.55
E01002067,117.15
E01002068,61.26
E01002069,121.29
E01002070,125.96
E01002071,149.81
E01002072,102.81
E01002073,158.83
E01002074,160.03
E01002075,47.63
E01002076,173.85
E01002077,147.24
E01002078,77.66
E01002079,156.38
E01002080,25.31
E01002081,127.17
E01002082,78.38
E01002083,93.57
E01002084,53.13
E01002085,166.13
E01002086,67.24
E01002087,141.08
E01002088,88.03
E01002089,327.59
E01002090,70.93
E01002091,86.63
E01002092,82.22
E01002093,78.69
E01002094,61.52
E01002095,57.97
E01002096,89.26
E01002097,156.04
E01002098,68.86
E01002099,133.25
E01002100,135.01
E01002101,93.15
E01002102,59.11
E01002103,108.44
E01002104,84.62
E01002105,156.52
E01002694,217.92
E01002695,144.55
E01002696,122.5
E01002697,188.5
E01002698,187.38
E01002699,164.7
E01002700,82.2
E01002701,190.83
E01002702,169.14
E01002703,189.9
E01002704,65.59
E01002706,148.02
E01002707,145.16
E01002708,58.67
E01002709,218.98
E01002710,120.49
E01002711,128.07
E01002712,155.05
E01002713,108.79
E01002714,148.3
E01002715,261.42
E01002716,176.11
E01002717,105.71
E01002718,167.44
E01002719,102.12
E01002720,230.63
E01002721,137.54
E01002722,153.89
E01002723,149.17
E01002724,74.71
E01002725,236.72
E01002726,100.36
E01002727,140.24
E01002728,179.67
E01002729,121.05
E01002730,126.22
E01002731,141.32
E01002732,136.16
E01002733,156.58
E01002734,143.63
E01002735,151.75
E01002736,215.85
E01002737,254.49
E01002738,69.95
E01002739,156.3
E01002740,82.33
E01002741,142.2
E01002742,146.16
E01002743,171.84
E01002744,145.66
E01002745,137.49
E01002747,159.2
E01002748,103.82
E01002749,158.17
E01002751,230.85
E01002752,168.74
E01002753,175.55
E01002754,122.5
E01002755,135.17
E01002756,115.62
E01002757,157.47
E01002758,131.99
E01002759,154.94
E01002760,170.69
E01002762,121.74
E01002763,145.59
E01002764,134.16
E01002765,147.13
E01002766,131.24
E01002767,171.91
E01002768,154.68
E01002769,95.49
E01002770,73.49
E01002771,123.79
E01002772,177.69
E01002773,143.48
E01002774,118.14
E01002775,120.79
E01002776,143.31
E01002777,138.03
E01002778,170.19
E01002779,171.13
E01002780,207.59
E01002781,148.03
E01002782,174.01
E01002783,151.43
E01002784,138.82
E01002785,138.4
E01002786,165.9
E01002787,146.08
E01002788,150.98
E01002789,140.16
E01002790,181.88
E01002791,107.6
E01002792,177.49
E01002793,178.71
E01002794,97.73
E01002795,113.4
E01002796,133.38
E01002797,171.68
E01002798,142.39
E01002799,217.38
E01002800,128.87
E01002801,145.14
E01002802,134.67
E01002803,114.87
E01002804,151.59
E01002805,122.48
E01002806,142.54
E01002807,188.27
E01002808,145.35
E01002809,184.48
E01002810,200.0
E01002811,151.32
E01004197,137.08
E01004198,160.95
E01004199,237.25
E01004200,273.3
E01004201,119.88
E01004202,151.96
E01004203,169.11
E01004204,187.22
E01004205,155.88
E01004206,194.02
E01004207,206.41
E01004208,122.13
E01004209,169.9
E01004211,88.77
E01004212,202.73
E01004219,114.99
E01004222,179.45
E01004223,35.09
E01004224,45.6
E01004225,173.55
E01004226,187.49
E01004228,146.57
E01004229,142.42
E01004230,133.06
E01004231,165.41
E01004232,86.14
E01004233,218.87
E01004234,38.7
E01004235,345.59
E01004236,164.29
E01004237,177.34
E01004238,76.96
E01004239,154.55
E01004240,209.58
E01004241,138.78
E01004242,121.62
E01004243,153.43
E01004244,137.09
E01004245,72.49
E01004246,97.15
E01004247,162.52
E01004248,125.72
E01004249,112.46
E01004250,234.43
E01004251,163.55
E01004252,168.14
E01004253,153.34
E01004254,124.27
E01004255,172.31
E01004256,120.66
E01004257,149.88
E01004258,154.46
E01004259,129.26
E01004260,182.47
E01004261,151.93
E01004262,118.66
E01004263,174.11
E01004264,252.8
E01004266,188.19
E01004267,83.82
E01004268,345.07
E01004269,127.26
E01004270,76.21
E01004271,165.69
E01004272,221.41
E01004273,112.93
E01004283,153.34
E01004284,120.65
E01004285,185.89
E01004286,151.54
