geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E01007823,145,182,149,188,236,200,249,94,215
E01007826,190,221,93,157,314,212,170,55,114
E01007915,160,143,65,149,218,207,195,78,200
E01007916,252,193,200,216,190,157,143,45,133
E01007917,114,160,98,134,216,174,212,112,240
E01007918,189,176,124,180,270,207,223,77,189
E01007919,252,193,248,238,222,160,101,45,144
E01007920,152,181,105,129,246,224,256,104,241
E01007921,140,161,95,114,222,221,243,115,260
E01007922,139,173,101,138,233,224,223,74,101
E01007923,196,196,106,190,295,262,227,107,223
E01007924,181,173,112,207,265,172,202,77,154
E01007925,182,181,107,142,264,245,209,91,209
E01007926,154,220,89,124,275,256,267,106,223
E01008080,160,172,149,173,236,194,181,73,145
E01008081,130,166,183,192,256,189,162,72,131
E01008082,170,153,175,182,223,138,178,61,208
E01008083,211,191,200,214,207,149,135,43,164
E01008084,261,207,270,216,209,192,143,46,100
E01013453,201,206,965,371,239,145,99,39,93
E01013454,164,285,478,188,144,110,80,21,59
E01013455,226,215,271,252,312,229,185,65,166
E01013456,246,167,629,347,248,143,113,51,98
E01013457,239,175,490,292,255,155,104,48,80
E01013460,180,210,943,314,157,98,54,17,44
E01013461,173,170,132,144,251,242,255,100,168
E01013462,200,189,128,197,248,182,152,58,170
E01013463,158,213,102,156,253,236,218,63,125
E01013464,135,166,96,141,206,152,219,95,242
E01013465,197,190,120,168,256,177,212,92,249
E01013466,156,180,89,152,254,213,191,105,202
E01013467,141,160,83,133,219,153,193,111,196
E01013468,150,166,119,142,238,229,182,106,283
E01013469,52,75,121,101,146,137,195,107,346
E01013479,133,141,775,366,278,179,75,36,52
E01013480,153,175,545,325,299,228,124,54,147
E01013481,365,280,344,321,248,123,76,45,83
E01013483,370,309,386,338,287,187,105,56,81
E01013484,398,276,396,320,208,139,87,38,94
E01013485,456,295,395,344,241,157,91,27,58
E01013505,186,191,175,219,258,197,131,43,108
E01013506,150,177,151,134,237,187,237,112,207
E01013507,149,184,159,165,258,214,197,58,143
E01013508,189,198,167,168,190,119,86,56,88
E01013509,205,200,191,232,255,202,219,73,96
E01013510,229,207,202,181,216,154,131,59,140
E01013511,153,194,138,139,259,192,244,94,148
E01013512,195,204,184,219,227,135,182,43,91
E01013513,161,226,144,134,204,133,150,43,97
E01013522,152,135,534,242,202,163,162,57,89
E01013523,74,165,438,225,212,159,129,52,93
E01013524,51,732,1100,233,138,111,72,26,34
E01013525,194,100,506,433,267,226,142,44,74
E01013526,168,176,131,198,263,223,236,69,146
E01013527,186,155,112,155,247,222,196,58,180
E01013528,194,139,240,219,243,209,165,58,181
E01013529,297,201,506,406,301,182,136,61,272
E01013530,239,185,233,257,207,158,127,31,93
E01013531,197,161,183,167,210,172,112,52,161
E01013532,235,182,194,177,208,148,157,47,143
E01013533,305,220,275,186,245,160,117,51,86
E01013534,242,208,228,208,254,177,156,61,120
E01013535,360,325,267,220,215,97,69,18,44
E01013536,274,226,263,228,225,174,129,25,51
E01013537,206,163,230,195,247,179,179,82,154
E01013538,193,186,215,198,256,178,140,55,101
E01013542,215,209,199,223,292,192,168,55,179
E01013543,258,282,143,227,316,232,194,53,111
E01013547,139,117,718,250,178,142,101,47,62
E01013548,169,216,175,159,212,199,147,47,187
E01013549,197,160,199,150,200,163,131,48,183
E01013550,176,188,199,183,173,135,107,36,82
E01013551,122,276,911,228,129,92,61,17,40
E01013552,234,218,201,193,211,169,168,55,222
E01013553,172,215,178,156,225,165,128,54,195
E01013554,179,112,595,253,169,133,91,34,72
E01013555,196,248,178,185,252,173,116,41,143
E01013556,155,174,128,148,199,231,231,56,108
E01013557,94,139,73,106,191,194,234,99,254
E01013558,264,251,257,284,280,207,190,101,204
E01013559,144,131,149,186,170,204,185,67,132
E01013561,150,126,133,168,224,213,239,77,224
E01013564,225,203,194,257,324,294,245,82,176
E01013574,132,181,100,154,258,235,178,47,70
E01013575,154,150,181,195,250,230,120,41,83
E01013576,176,198,172,195,282,233,135,39,52
E01013577,206,244,179,226,312,233,100,34,49
E01013578,184,177,182,225,282,183,89,21,40
E01013579,185,148,223,197,242,189,128,55,89
E01013580,159,128,239,259,248,166,135,49,92
E01013581,286,245,215,231,205,138,104,55,77
E01013582,198,166,228,185,240,161,129,115,143
E01013595,325,277,363,377,296,227,188,74,193
E01013596,141,149,133,147,231,216,246,103,193
E01014315,92,113,127,107,170,223,283,83,133
E01014316,306,262,202,210,210,147,122,40,67
E01014317,234,208,193,177,195,188,164,64,134
E01014318,137,194,127,168,260,248,165,64,85
E01014319,197,216,147,189,280,180,150,56,95
E01014320,140,192,149,170,254,197,132,25,32
E01014321,150,137,242,173,199,189,191,64,80
E01014363,93,127,89,111,197,179,255,106,193
E01014364,163,166,176,185,206,185,182,58,175
E01014365,105,157,119,126,205,212,265,98,191
E01014366,304,298,236,254,243,188,156,59,161
E01014367,234,204,216,154,183,168,138,46,117
E01014368,244,203,255,188,215,175,158,55,104
E01014369,137,155,156,129,177,192,169,51,132
E01018575,132,136,93,157,188,150,130,46,69
E01018576,192,145,193,290,322,232,188,61,125
E01018577,266,203,167,321,408,361,375,105,229
E01018628,154,189,128,175,257,227,249,76,135
E01018669,241,299,162,235,449,443,399,131,229
E01018670,223,234,127,205,387,352,382,145,302
E01019405,100,184,80,98,219,239,275,105,158
E01019406,79,109,45,80,149,187,200,56,122
E01019407,198,186,260,322,327,256,236,84,225
E01019408,164,179,162,192,239,200,191,59,114
E01019409,164,206,142,186,236,241,297,104,168
E01019410,167,168,179,213,264,205,142,31,100
E01019411,165,216,133,190,258,202,189,50,113
E01019412,192,276,135,166,390,219,114,40,38
E01019413,214,239,151,233,294,142,87,41,22
E01019414,119,155,96,139,243,270,305,82,185
E01019415,195,185,157,242,316,215,257,55,195
E01019416,109,152,100,144,243,204,232,90,159
E01019417,210,240,223,271,283,226,217,67,221
E01019418,235,241,191,252,312,213,180,52,101
E01019419,171,156,186,267,344,281,261,87,175
E01019423,106,108,66,118,193,197,233,72,116
E01019424,127,139,90,107,191,184,214,47,93
E01019425,155,288,85,118,240,238,207,83,225
E01019426,135,222,93,138,224,176,192,91,280
E01019427,257,318,106,163,341,223,253,68,127
E01019428,136,195,119,159,239,207,207,101,134
E01019429,131,156,144,174,263,260,238,76,148
E01019430,214,208,149,231,328,290,275,88,143
E01019446,101,156,125,120,212,227,181,37,63
E01019447,155,130,133,156,213,207,245,92,207
E01019448,187,211,148,221,290,235,195,93,125
E01019449,179,196,169,250,336,237,199,78,100
E01019450,170,168,195,174,204,191,176,48,152
E01019454,108,138,116,110,194,220,318,87,131
E01019455,128,131,186,161,226,195,185,41,121
E01019460,194,205,163,224,277,234,200,41,87
E01019461,119,148,124,160,217,182,211,88,182
E01019462,104,98,120,131,156,168,255,76,150
