geocode,female,male
E02003122,3516,3213
E02003123,4186,3847
E02003124,4013,3794
E02003125,3058,2937
E02003126,3781,3481
E02003127,3938,3632
E02003128,4522,4132
E02003129,3426,3095
E02003130,5201,5023
E02003131,3927,3572
E02003132,4087,3848
E02003133,3794,3553
E02003134,3535,3395
E02003135,3804,3675
E02003136,4187,3718
E02003137,4006,3788
E02003138,3845,3631
E02003139,3282,3224
E02003140,3993,3704
E02003141,3908,4106
E02003142,4681,4403
E02003143,4046,3745
E02003144,4092,4949
E02003145,3453,3523
E02003146,4374,4644
E02003147,3728,3917
E02003148,4642,5244
E02003149,4490,4850
E02003150,5324,6144
E02003151,3938,3511
E02003152,4840,4586
E02003153,4083,3800
E02003154,3765,3413
E02003155,3040,2782
E02003156,4944,4581
E02003157,3114,3109
E02003158,2898,2542
E02003159,2962,2785
E02003161,3297,3600
E02003163,3951,3826
E02003164,4638,4188
E02003165,3708,3425
E02003166,5381,5096
E02003167,4732,4286
E02003168,3668,3242
E02003169,3476,3181
E02003170,4887,4444
E02003171,3838,3524
E02003892,3230,3023
E02003893,3268,3213
E02003894,4063,3954
E02003895,4177,3788
E02003896,2877,2716
E02003897,2747,2665
E02003898,3353,3253
E02003899,2776,2504
E02003900,3662,3501
E02003901,3839,3614
E02003902,2829,2582
E02003903,3295,3128
E02003904,2717,2608
E02003905,3144,3029
E02003906,2759,2647
E02003907,4010,3555
E02003908,4144,3716
E02003909,4764,4349
E02003910,3197,2871
E02003911,4338,4043
E02003912,4042,3668
E02003913,3010,2794
E02003914,3611,3482
E02003915,4091,3634
E02003916,3458,3158
E02003917,3842,3614
E02003918,3463,3277
E02003919,3486,3318
E02003920,3683,3531
E02003921,3065,2756
E02003922,3895,3826
E02003923,3673,3531
E02003924,3624,3242
E02003925,3616,3451
E02003926,3915,3849
E02003927,4956,4689
E02003928,6047,5635
E02003929,3394,3191
E02003930,4215,4702
E02003933,3557,3324
E02003934,3409,3260
E02003935,4764,4452
E02003936,4202,4055
E02003937,2861,2692
E02003938,3394,3167
E02003939,3642,3079
E02003940,3113,2976
E02003941,3741,3606
E02003942,3853,3536
E02003943,3988,3555
E02003944,4905,4498
E02003945,3108,2865
E02003946,4569,4234
E02003947,3333,3114
E02003948,4403,3862
E02003949,3492,3176
E02003951,3169,2943
E02003952,3398,3273
E02003953,5390,5161
E02003954,3530,3361
E02003955,4720,4557
E02003956,3576,3474
E02003957,5102,4998
E02003958,4007,3820
E02003959,3546,3327
E02003960,3100,2758
E02003961,4803,4496
E02003962,3269,3075
E02003963,4868,4419
E02003964,4002,3710
E02004137,2780,2559
E02004138,3836,3260
E02004139,3425,2947
E02004140,2856,2322
E02004141,3013,2807
E02004142,2610,3371
E02004143,3312,3008
E02004144,3528,3191
E02004145,3250,2717
E02004146,3854,3369
E02004147,3626,3399
E02004148,3871,3274
E02004152,4304,4117
E02004153,3842,3704
E02004154,4083,4090
E02004155,3950,3607
E02004156,4682,4902
E02004157,3516,3071
E02004158,3984,3840
E02004159,4701,4606
E02004160,3737,3438
E02004161,4159,3817
E02004162,3710,3521
E02004163,3592,2999
E02004189,2904,3021
E02004190,4119,3764
E02004191,4316,3760
E02004192,3681,3482
E02004193,6135,5716
E02004194,3247,2988
E02004195,2756,2849
E02004196,3699,3421
E02004197,3250,3019
E02004198,3399,3024
E02004199,2785,2566
E02004200,2733,2506
E02004201,2675,2518
E02004202,4005,3754
E02004203,2899,2737
E02004204,4743,4561
E02004205,3360,3090
E02004206,3570,3141
E02004207,3079,2878
E02004208,4108,3861
E02004209,4308,3998
E02004210,3623,3157
E02004211,3400,3099
E02004212,3074,2865
E02004213,2576,3092
E02004214,3042,2877
E02004215,2939,2711
E02004216,2822,2740
E02004217,4008,3710
E02004218,2917,2762
E02004219,2893,2628
E02004231,3307,3486
E02004232,3321,3208
E02004233,6455,5825
E02004234,3200,2919
E02004235,3319,3050
E02004273,3786,3299
E02006840,5550,5086
