geocode,asian,black,mixed,other,white
E02001682,49,10,40,7,7747
E02001683,39,8,55,6,9026
E02001684,133,55,85,28,6566
E02001685,66,20,60,16,8094
E02001686,54,9,37,14,6985
E02001688,324,123,115,90,7074
E02001689,401,78,93,194,7477
E02001690,130,21,59,20,7349
E02001691,453,142,129,156,7447
E02001692,119,30,57,33,6175
E02001693,55,22,33,26,5477
E02001694,70,19,45,6,6425
E02001695,103,6,34,14,6188
E02001696,118,37,43,16,9185
E02001697,103,19,49,32,7620
E02001698,60,3,37,13,7159
E02001699,71,17,35,12,6845
E02001700,152,13,76,14,10351
E02001701,95,6,50,6,6163
E02001702,86,70,51,26,7822
E02001703,20,2,29,2,5649
E02001704,62,30,31,31,7002
E02001705,57,15,20,21,6932
E02001706,72,19,49,15,6498
E02001707,117,24,42,21,8163
E02001708,485,42,115,353,8740
E02001709,884,94,137,169,8953
E02001710,368,177,113,113,9055
E02001711,292,61,80,137,9133
E02001712,657,111,153,153,8850
E02001713,934,84,161,120,9193
E02001714,1149,84,129,109,8346
E02001715,868,423,172,143,9717
E02001718,175,38,56,20,5366
E02001719,754,64,126,53,8342
E02001720,567,57,213,57,8832
E02001721,84,15,73,21,10068
E02001722,98,49,78,22,9420
E02001723,1050,117,134,98,4969
E02001724,668,132,164,69,8178
E02001725,684,188,218,70,9176
E02001726,1937,102,142,111,9547
E02001727,168,108,50,52,8152
E02001728,97,41,61,38,9497
E02001729,4620,642,341,697,5996
E02001730,1669,299,247,199,10512
E02001731,2694,485,363,575,8164
E02001732,211,51,70,4,4695
E02001733,387,436,172,132,10758
E02001734,453,171,137,56,6846
E02001735,174,117,73,12,6238
E02001736,4667,713,340,419,6851
E02001737,151,239,106,78,5480
E02001738,96,10,18,14,5487
E02001739,82,16,55,7,7348
E02001740,67,5,62,4,5651
E02001741,60,35,42,4,6826
E02001742,50,4,49,3,5931
E02001743,226,6,91,29,7217
E02001744,54,8,46,20,6403
E02001745,64,24,45,5,6219
E02001746,231,19,82,15,7987
E02001747,50,7,39,5,6079
E02001748,222,30,80,40,7160
E02001749,122,15,50,9,5965
E02001750,232,15,50,13,6326
E02001751,65,10,68,7,5889
E02001752,269,30,61,37,5884
E02001753,60,18,72,8,6146
E02001754,58,11,69,6,5881
E02001755,212,21,62,26,7664
E02001756,356,70,112,18,8702
E02001757,64,3,41,22,5788
E02001758,56,15,24,1,5503
E02001759,93,21,80,16,6084
E02001760,141,46,89,12,7487
E02001761,28,23,33,4,5309
E02001762,218,10,39,11,5310
E02001763,73,22,44,5,6163
E02001764,123,44,107,29,7256
E02001765,141,84,77,16,6963
E02001766,163,67,76,12,6609
E02001767,139,45,52,14,6788
E02001768,1125,58,127,161,6975
E02001769,597,80,147,251,6321
E02001770,118,23,67,72,6272
E02001771,84,7,43,13,6258
E02001772,81,17,85,38,5191
E02001773,61,12,47,23,5314
E02001774,90,6,51,28,5320
E02001775,33,11,44,7,5542
