geocode,all
E02003122,18.63
E02003123,29.17
E02003124,28.23
E02003125,18.31
E02003126,14.29
E02003127,39.66
E02003128,41.7
E02003129,29.69
E02003130,54.52
E02003131,27.59
E02003132,42.44
E02003133,41.35
E02003134,35.89
E02003135,28.45
E02003136,18.68
E02003137,39.95
E02003138,54.15
E02003139,50.58
E02003140,20.91
E02003141,97.0
E02003142,38.44
E02003143,40.77
E02003144,100.47
E02003145,57.5
E02003146,108.77
E02003147,36.54
E02003148,64.54
E02003149,47.82
E02003150,50.59
E02003151,15.9
E02003152,11.99
E02003153,32.82
E02003154,36.54
E02003155,13.45
E02003156,22.92
E02003157,38.9
E02003158,46.4
E02003159,77.76
E02003161,47.18
E02003163,19.21
E02003164,32.23
E02003165,50.04
E02003166,9.5
E02003167,51.55
E02003168,22.62
E02003169,6.73
E02003170,28.22
E02003171,25.37
E02003892,2.67
E02003893,0.43
E02003894,2.28
E02003895,1.2
E02003896,16.46
E02003897,1.35
E02003898,0.59
E02003899,46.33
E02003900,23.21
E02003901,0.41
E02003902,36.35
E02003903,2.15
E02003904,4.4
E02003905,0.57
E02003906,1.23
E02003907,2.11
E02003908,21.94
E02003909,8.06
E02003910,18.44
E02003911,1.26
E02003912,0.55
E02003913,1.58
E02003914,20.98
E02003915,52.57
E02003916,29.87
E02003917,18.2
E02003918,3.21
E02003919,6.22
E02003920,12.95
E02003921,4.94
E02003922,6.48
E02003923,28.78
E02003924,4.42
E02003925,7.02
E02003926,0.82
E02003927,1.24
E02003928,7.94
E02003929,1.46
E02003930,0.59
E02003933,0.6
E02003934,0.37
E02003935,10.45
E02003936,0.36
E02003937,0.43
E02003938,0.85
E02003939,18.47
E02003940,0.3
E02003941,8.36
E02003942,16.0
E02003943,7.52
E02003944,7.05
E02003945,1.64
E02003946,1.4
E02003947,0.6
E02003948,16.18
E02003949,65.51
E02003951,9.01
E02003952,2.33
E02003953,1.04
E02003954,9.44
E02003955,32.12
E02003956,1.11
E02003957,1.33
E02003958,2.0
E02003959,9.94
E02003960,2.1
E02003961,12.84
E02003962,9.85
E02003963,33.34
E02003964,0.94
E02004137,0.54
E02004138,14.91
E02004139,9.81
E02004140,8.77
E02004141,1.05
E02004142,1.5
E02004143,20.9
E02004144,26.29
E02004145,4.36
E02004146,17.84
E02004147,64.36
E02004148,8.84
E02004152,80.78
E02004153,22.55
E02004154,75.45
E02004155,47.68
E02004156,49.99
E02004157,45.48
E02004158,74.18
E02004159,12.98
E02004160,24.88
E02004161,44.25
E02004162,14.33
E02004163,13.67
E02004189,0.68
E02004190,0.37
E02004191,13.48
E02004192,0.64
E02004193,37.4
E02004194,0.52
E02004195,7.16
E02004196,0.6
E02004197,1.31
E02004198,4.4
E02004199,0.55
E02004200,0.92
E02004201,0.41
E02004202,1.06
E02004203,0.32
E02004204,2.13
E02004205,5.67
E02004206,6.49
E02004207,1.36
E02004208,16.98
E02004209,21.95
E02004210,49.27
E02004211,1.84
E02004212,25.16
E02004213,1.6
E02004214,34.8
E02004215,14.32
E02004216,28.49
E02004217,1.97
E02004218,3.06
E02004219,1.42
E02004231,0.19
E02004232,0.24
E02004233,9.23
E02004234,0.37
E02004235,1.25
E02004273,0.88
E02006840,14.54
