geocode,bicycle,bus,car_van,foot,home,moto,other,taxi,train_metro
E02003491,100,503,2423,307,195,39,24,20,163
E02003492,78,785,1397,350,100,32,22,16,140
E02003493,112,398,2331,236,372,35,22,12,280
E02003494,92,403,1830,330,276,32,17,20,279
E02003495,71,572,2520,181,137,56,12,12,127
E02003496,86,470,1992,321,169,28,19,22,127
E02003497,96,279,2095,351,388,21,34,15,308
E02003498,137,688,1393,576,112,32,16,25,222
E02003499,90,794,1638,385,86,52,15,20,110
E02003500,253,497,1939,801,427,37,31,11,487
E02003501,222,416,1962,679,451,21,32,8,689
E02003502,143,533,2154,394,163,52,19,17,227
E02003503,132,525,2360,510,211,49,25,19,257
E02003504,361,358,1612,1232,437,32,22,16,796
E02003505,435,662,1324,1493,323,31,41,9,573
E02003506,211,409,1453,592,261,18,25,16,579
E02003507,47,709,3066,259,224,58,23,17,129
E02003508,259,751,1670,1157,289,46,46,12,387
E02003509,329,669,1709,1145,349,28,41,10,934
E02003510,308,467,1535,1242,413,34,28,14,748
E02003511,219,582,1952,478,307,35,43,26,480
E02003512,399,537,1445,1567,341,29,34,17,530
E02003513,227,409,1348,444,301,19,17,11,341
E02003514,300,414,1114,2001,542,15,51,10,1272
E02003515,103,835,1406,637,96,33,20,23,113
E02003516,402,836,1579,1508,492,42,43,22,703
E02003517,260,624,966,2430,560,20,72,14,1131
E02003518,315,629,1470,784,409,23,39,19,522
E02003519,348,749,1105,2142,584,21,48,16,797
E02003520,234,625,913,1846,340,33,58,13,519
E02003521,248,546,1139,1371,439,17,37,23,425
E02003522,194,657,1287,760,328,23,49,19,307
E02003523,99,687,2790,243,496,39,28,17,230
E02004380,70,74,2583,298,559,32,34,4,538
E02004383,122,197,1495,688,426,18,27,8,552
E02004384,49,582,2416,155,257,42,28,22,128
E02004385,52,587,2444,255,181,43,10,19,88
E02006374,35,42,2570,180,407,34,41,10,286
E02006391,71,111,2388,209,170,20,17,17,423
E02006392,116,175,2860,583,220,32,34,24,581
E02006437,63,30,2549,477,394,29,38,11,655
E02006438,48,25,2859,214,423,29,22,10,379
E02006448,53,66,2253,352,283,28,12,5,662
E02006449,44,49,2360,203,310,32,20,5,302
E02006450,22,32,2025,261,460,31,27,4,418
E02006451,139,112,3506,588,428,25,33,3,247
E02006453,37,64,2424,257,515,23,33,6,337
E02006534,141,316,2849,372,164,53,13,31,197
E02006535,151,130,2230,273,246,29,21,9,325
E02006536,95,101,2511,290,197,42,27,9,212
E02006537,192,382,2842,517,207,68,18,20,358
E02006538,173,229,2725,314,373,43,50,8,488
E02006539,144,176,2430,207,114,44,20,9,184
E02006540,90,167,1806,174,129,41,8,7,186
E02006541,129,147,2273,325,128,46,20,9,302
E02006542,45,27,1808,310,338,18,42,1,197
E02006543,51,48,1966,187,217,23,13,7,90
E02006544,111,26,3693,282,426,37,32,5,400
E02006545,190,84,2730,477,124,39,24,20,197
E02006546,156,62,3015,306,259,54,27,8,302
E02006547,72,53,2087,220,150,25,26,5,144
E02006548,201,95,3400,348,210,41,24,21,196
E02006549,64,36,1518,131,261,32,17,5,109
E02006550,199,71,2909,420,180,45,21,25,188
E02006551,80,43,1893,176,256,19,19,4,166
E02006552,144,97,2089,618,168,22,21,21,280
E02006553,179,148,2842,229,153,43,16,17,68
E02006554,109,80,2217,136,190,21,17,8,79
E02006555,176,126,2391,530,106,39,20,17,109
E02006556,139,105,2655,226,279,25,20,9,94
E02006557,169,147,2289,466,110,21,23,19,146
E02006558,179,188,2893,1476,189,28,55,21,290
E02006562,29,21,1978,136,463,20,24,3,184
E02006565,40,57,2453,414,509,28,37,2,209
E02006575,144,569,2279,485,101,29,36,29,192
E02006576,76,187,3279,219,216,29,26,27,452
E02006577,127,321,2430,484,97,21,25,35,249
E02006578,166,546,2907,902,173,30,28,40,482
E02006579,125,232,2454,467,130,25,17,23,589
E02006580,80,352,2921,233,132,27,17,22,299
E02006581,137,545,2487,650,113,24,31,24,422
E02006582,67,185,3283,156,244,21,11,18,649
E02006583,115,272,3470,302,114,32,28,18,458
E02006584,78,793,2648,132,72,27,7,15,147
E02006585,126,427,2434,362,97,23,14,18,239
E02006586,72,833,2601,217,73,28,19,19,170
E02006587,93,770,2892,236,79,33,9,19,185
E02006588,77,145,2864,287,310,27,19,6,305
E02006589,149,103,4231,493,370,28,26,8,637
E02006590,108,86,2964,524,345,43,24,5,359
E02006591,108,89,2652,630,198,19,11,5,504
E02006592,26,36,2149,230,400,21,21,3,184
E02006593,136,110,2905,1117,268,29,35,7,607
E02006594,82,57,2593,409,205,24,9,9,210
E02006595,103,39,2518,465,398,9,30,1,381
E02006596,51,156,3836,229,277,41,18,2,253
E02006597,44,34,3334,437,443,30,28,6,405
E02006598,34,36,2158,233,345,14,16,6,152
E02006599,16,11,2203,172,488,15,29,5,177
E02006600,48,30,3175,390,370,25,34,2,233
E02006601,51,95,2597,395,440,26,22,5,134
E02006602,24,42,2887,229,406,25,26,0,129
E02006603,64,92,2972,367,432,33,22,7,151
E02006604,136,112,4027,1171,425,35,35,50,656
E02006605,36,56,2503,251,267,28,12,5,229
E02006607,64,48,2503,445,332,19,24,10,467
E02006608,24,75,2296,125,245,15,14,6,203
E02006609,28,58,2247,315,387,31,30,14,406
E02006610,31,29,2371,243,392,30,26,9,426
E02006611,58,54,2650,475,453,33,27,6,1038
E02006612,52,90,2927,911,343,34,29,32,1301
E02006613,56,63,2266,616,153,29,13,24,527
E02006614,52,69,2920,552,432,26,30,28,907
E02006615,54,40,2765,352,198,13,13,6,336
E02006616,76,102,2847,320,206,49,23,21,616
E02006617,93,95,2884,855,215,35,14,22,583
E02006618,44,40,2056,270,228,14,21,3,433
E02006619,67,61,2786,310,522,27,26,8,365
E02006620,74,58,2700,330,352,26,22,9,714
E02006621,79,51,2626,141,266,32,24,11,102
E02006622,180,88,2723,282,235,40,20,15,186
E02006623,141,168,2659,338,148,44,13,13,115
E02006624,174,41,2535,382,278,35,22,8,223
E02006625,248,60,2762,732,201,37,9,12,263
E02006626,170,162,2403,385,128,47,16,24,208
E02006627,247,121,2760,416,191,56,20,13,231
E02006628,284,92,2511,870,234,44,24,18,485
E02006629,244,151,2112,738,162,24,17,19,258
E02006630,220,153,2048,791,220,26,26,8,343
E02006631,239,285,2143,1499,254,48,40,13,446
E02006632,228,136,2500,418,270,32,15,5,276
E02006633,157,80,2298,273,234,22,20,11,187
