geocode,asian,black,mixed,other,white
E02003524,174,52,160,9,7594
E02003525,311,47,100,24,5757
E02003526,230,31,86,26,6136
E02003527,178,76,78,13,5524
E02003529,212,65,108,19,7339
E02003530,299,172,190,42,6822
E02003531,280,37,89,24,7519
E02003532,449,91,143,32,6823
E02003533,125,80,96,17,5252
E02003534,542,80,197,60,7938
E02003535,486,168,253,34,8550
E02003536,572,221,231,106,6383
E02003537,254,110,220,47,9837
E02003538,762,295,355,118,8677
E02003539,1232,423,358,363,9991
E02003540,408,123,175,43,8370
E02003541,1924,475,479,294,8456
E02003542,650,239,380,74,8113
E02003543,910,243,316,124,7358
E02003544,270,122,203,31,5824
E02003545,629,181,213,127,5998
E02003546,334,167,409,36,7579
E02003547,620,146,240,389,7249
E02003548,503,119,279,85,5810
E02003549,1611,186,176,285,6195
E02003551,774,141,149,49,5542
E02003553,1233,150,201,123,5302
E02003556,182,79,135,26,5519
E02003557,899,93,176,170,5559
E02003561,824,192,245,111,6562
E02003562,484,157,196,49,7199
E02003564,253,99,150,32,7466
E02003565,735,148,221,130,5388
E02003566,162,67,140,12,5654
E02003570,4011,881,376,260,4694
E02003572,204,54,97,39,5733
E02003573,120,94,180,14,7044
E02003574,101,67,112,25,7452
E02003575,132,54,137,24,6001
E02003576,188,109,168,34,7577
E02003577,1654,553,434,514,8443
E02003578,72,52,137,24,6011
E02003579,136,110,160,17,7399
E02003580,43,47,131,27,5782
E02003581,143,2,129,13,7543
E02003582,64,9,86,13,8038
E02003583,58,2,67,13,6319
E02004697,72,33,59,5,5687
E02004698,190,14,68,32,5261
E02004699,188,50,118,34,10243
E02004700,242,100,95,16,5405
E02004702,201,74,101,23,7800
E02004703,79,11,98,11,10470
E02004704,74,34,75,13,5476
E02004705,120,55,109,7,8200
E02004706,99,43,85,9,7347
E02004707,143,22,148,47,11179
E02004708,185,56,113,10,8257
E02004709,79,2,48,9,7250
E02004710,74,11,49,34,6219
E02004712,412,45,137,119,8088
E02004713,271,56,103,70,7345
E02004714,336,20,99,44,7206
E02004715,336,46,141,46,7486
E02004716,119,20,76,23,8578
E02004717,476,70,191,27,8918
E02004718,484,122,212,117,7948
E02004719,122,21,72,14,9852
E02004720,370,40,156,53,10142
E02004721,279,36,132,17,8769
E02004722,192,18,93,13,6905
E02004723,151,29,92,14,9133
E02004724,75,30,87,11,7461
E02004725,77,28,84,3,5140
E02004726,40,24,65,6,5566
E02004727,156,32,144,28,8653
E02004728,200,38,116,15,8190
E02004729,103,29,99,24,7146
E02004730,174,20,87,16,8443
E02004731,93,19,136,15,7637
E02004732,82,59,86,12,7929
E02004733,73,23,66,12,7190
E02004734,217,40,152,37,9756
E02004735,123,23,111,22,7239
E02004736,87,11,60,14,7675
E02004737,166,29,91,20,7124
E02004738,78,11,75,5,7193
E02004739,58,6,63,10,6770
E02004740,57,17,73,9,7014
E02004741,70,32,42,4,7607
E02004742,120,45,87,14,7228
E02004743,74,13,68,12,7464
E02004744,119,270,131,33,8114
E02004745,148,20,167,8,8681
E02004746,106,42,131,61,10520
E02004747,104,26,96,12,6353
E02004748,151,74,146,40,9183
E02004749,86,13,103,8,6939
E02004750,95,57,95,14,7596
E02004764,95,19,64,5,7667
E02004765,107,7,71,12,5819
E02004766,157,25,170,8,6064
E02004767,42,13,75,7,5759
E02004768,135,32,107,8,5309
E02004769,37,43,89,8,6230
E02004770,33,35,66,8,6768
E02004771,100,34,125,18,8691
E02004772,79,43,94,19,8936
E02004774,113,12,111,12,9244
E02004775,126,14,107,27,8608
E02004776,60,6,66,7,5838
E02004777,55,11,80,6,5232
E02004778,44,24,76,5,5869
E02004789,60,37,98,32,10246
E02004791,21,17,58,18,5488
E02004792,56,39,72,37,8481
E02004827,446,40,100,78,7049
E02004829,105,37,51,13,5438
E02004830,76,33,96,9,6117
E02004831,207,27,90,28,8432
E02004832,72,10,86,8,8454
E02004833,384,63,201,23,9054
E02004834,394,40,141,25,6846
E02004835,412,66,224,55,9329
E02004836,207,43,94,23,5969
E02004837,175,29,131,24,7235
E02004838,141,19,114,26,8753
E02004839,77,21,84,9,7960
E02004840,81,10,92,6,9270
E02004841,236,40,153,20,10682
E02004842,72,19,69,27,8038
E02006454,70,15,83,26,6359
E02006455,155,42,83,38,5663
E02006559,63,7,70,8,7976
E02006560,81,22,67,1,8928
E02006561,64,23,93,10,6550
E02006563,35,18,46,13,5509
E02006564,53,5,55,9,7116
E02006566,84,27,70,49,7409
E02006567,33,4,61,10,7338
E02006568,348,139,181,43,9994
E02006569,90,137,60,24,7507
E02006570,411,45,145,38,7735
E02006571,99,13,50,6,7484
E02006572,151,34,69,20,8858
E02006573,70,23,62,8,10597
E02006821,120,14,109,19,6283
E02006822,140,38,99,28,8458
E02006829,48,2,48,28,6425
E02006830,52,18,61,11,6569
E02006831,52,14,53,4,6101
E02006838,65,10,91,14,6416
E02006839,280,37,122,8,7934
