geocode,employee,inactive,self-employed,student,unemployed
E01016181,515,309,123,35,20
E01016184,1057,294,194,43,44
E01016185,634,199,110,83,37
E01016186,717,318,225,38,28
E01016187,742,255,145,30,34
E01016188,859,176,125,28,24
E01016190,622,259,118,33,42
E01016191,660,277,111,34,49
E01016192,598,225,104,18,26
E01016193,685,144,89,31,25
E01016194,503,252,116,17,23
E01016195,594,130,92,22,24
E01016196,1534,274,72,45,43
E01016197,565,247,92,41,37
E01016198,550,161,99,32,25
E01016199,606,183,106,34,19
E01016200,743,157,111,25,26
E01016201,747,165,104,35,27
E01016202,766,110,98,15,22
E01016203,586,203,73,23,41
E01016204,592,189,79,22,43
E01016205,683,208,84,23,30
E01016206,745,371,124,30,26
E01016207,659,296,110,32,31
E01016208,836,304,145,36,31
E01016209,642,311,100,33,39
E01016210,546,213,57,24,52
E01016212,583,221,74,30,34
E01016213,573,180,65,26,38
E01016214,637,281,107,29,29
E01016215,561,190,63,34,43
E01016216,618,185,100,18,40
E01016217,687,209,89,34,44
E01016218,659,229,84,20,47
E01016219,636,257,84,31,37
E01016220,698,156,89,21,38
E01016221,691,171,78,21,29
E01016222,665,191,101,24,28
E01016223,683,244,103,25,56
E01016224,720,276,128,27,64
E01016225,981,334,146,45,60
E01016226,598,222,99,26,41
E01016227,578,208,113,30,24
E01016228,645,284,148,29,21
E01016229,483,192,115,38,18
E01016230,518,587,82,16,19
E01016231,840,285,122,51,82
E01016232,638,253,89,42,35
E01016233,1052,322,139,52,96
E01016234,605,162,88,24,20
E01016235,697,199,86,42,27
E01016236,681,223,82,39,36
E01016237,644,160,69,31,19
E01016238,475,223,101,21,27
E01016239,669,229,101,37,35
E01016240,663,241,106,29,60
E01016241,675,251,99,26,52
E01016242,761,294,93,34,80
E01016243,724,180,127,21,26
E01016245,1152,301,183,61,37
E01016246,796,171,117,26,25
E01016247,888,166,121,31,45
E01016248,650,268,96,30,44
E01016249,636,287,98,24,72
E01016250,694,291,94,44,47
E01016253,580,212,133,23,22
E01016254,548,242,153,19,43
E01016255,581,301,199,19,20
E01016256,676,348,207,23,38
E01016257,460,245,171,30,22
E01016258,637,343,120,31,29
E01016259,741,266,100,42,28
E01016260,714,301,131,40,52
E01016261,810,215,141,49,26
E01016262,545,279,99,25,17
E01016263,944,328,197,35,30
E01016264,426,459,129,16,10
E01016265,551,300,172,18,24
E01016266,502,304,147,25,20
E01016267,633,257,111,31,25
E01016268,652,285,102,34,44
E01016269,612,246,145,27,23
E01016270,710,198,100,27,18
E01016271,660,271,77,40,52
E01016272,741,259,127,32,36
E01016273,587,255,96,27,53
E01016274,603,280,111,48,37
E01016275,758,184,102,25,38
E01016276,742,188,113,40,28
E01016277,501,353,149,16,12
E01016278,648,161,87,26,14
E01016279,1032,319,128,35,70
E01016280,814,297,96,28,72
E01016281,664,240,97,29,28
E01016282,773,181,103,15,25
E01016283,599,497,185,22,30
E01016284,589,246,128,34,26
E01016285,625,249,199,29,33
E01016286,697,248,136,30,31
E01016287,601,264,184,20,14
E01016288,671,295,177,29,25
E01016289,519,331,109,30,12
E01016290,705,253,114,34,20
E01016291,769,276,131,32,22
E01016292,666,263,131,36,36
E01016293,1207,453,175,70,59
E01016294,751,219,120,16,36
E01016295,609,283,62,23,84
E01016302,656,306,201,20,28
E01016307,635,303,112,20,28
E01016308,745,324,205,24,28
E01016309,868,469,207,33,39
E01016310,788,274,133,27,46
E01016311,752,250,141,36,33
E01016312,910,313,128,39,65
E01016313,676,293,140,19,39
E01016314,428,363,122,20,14
E01016315,663,327,144,28,23
E01016316,926,343,177,41,28
E01016317,554,334,108,29,38
E01016318,705,250,123,30,25
E01016319,644,307,120,40,29
E01016320,587,268,115,30,33
E01016321,684,257,100,29,44
E01016322,512,244,99,31,17
E01016323,547,289,111,15,26
E01016324,592,251,120,24,28
E01016325,557,284,118,20,52
E01016326,511,251,143,12,20
E01016327,526,200,133,17,13
E01016328,702,324,159,38,33
E01016329,854,134,99,20,27
E01016330,743,190,96,21,35
E01016331,703,252,101,35,44
E01016332,582,299,116,28,35
E01016333,667,152,87,36,23
E01016334,787,233,99,45,55
E01016335,761,232,114,25,33
E01016336,460,277,60,34,43
E01016337,1007,310,118,44,46
E01016338,973,251,100,47,35
E01016339,1408,469,192,41,45
E01016340,687,247,107,32,44
E01016341,665,207,108,40,37
E01016342,1064,252,116,42,43
E01016343,693,245,109,28,29
E01016344,676,273,87,25,32
E01016345,659,200,109,22,23
E01016346,667,227,91,16,41
E01016347,712,245,92,30,52
E01016348,1106,267,147,28,52
E01016349,516,224,95,22,27
E01016350,651,276,114,31,29
E01016353,901,317,83,45,100
E01016355,1047,225,120,47,48
E01016356,724,237,82,35,69
E01016357,888,215,115,33,58
E01016358,863,251,111,42,96
E01016359,949,298,113,51,91
E01016360,900,348,117,70,101
E01016361,806,254,107,37,101
E01016362,786,203,112,22,46
E01016363,770,293,89,40,88
E01016364,650,222,118,35,13
E01016365,879,190,118,30,62
E01016366,715,247,130,30,54
E01016367,708,275,115,26,50
E01016368,500,296,57,37,61
E01016369,652,319,86,38,48
E01016370,396,1715,65,536,37
E01016371,579,393,118,75,51
E01016372,421,278,62,41,76
E01016373,548,294,50,57,92
E01016374,940,191,81,68,63
E01016375,562,255,47,72,64
E01016376,681,347,68,123,60
E01016377,650,315,94,98,77
E01016378,1108,407,105,73,91
E01016379,966,303,60,91,61
E01016380,741,281,132,39,37
E01016381,556,250,95,36,67
E01016382,707,312,87,36,88
E01016383,763,192,101,28,44
E01016384,721,291,141,41,31
E01016385,724,220,115,20,48
E01016386,525,327,140,19,21
E01016387,606,288,134,31,25
E01016388,669,253,96,23,36
E01016389,662,296,65,45,102
E01016390,793,230,108,25,64
E01016391,898,296,83,51,97
E01016392,1017,318,121,40,74
E01016393,694,291,90,25,43
E01016394,408,303,70,24,48
E01016395,540,230,94,20,43
E01016396,482,266,57,21,72
E01016397,501,285,65,27,58
E01016398,873,201,108,27,78
E01016399,686,230,85,43,31
E01016400,726,239,84,41,71
E01016401,564,343,102,116,38
E01016402,510,648,84,299,45
E01016403,773,393,130,96,56
E01016404,918,333,105,129,62
E01016405,846,410,97,182,63
E01016406,571,395,68,240,55
E01016407,602,288,118,17,20
E01016408,649,262,139,37,36
E01016409,691,282,93,36,46
E01016410,715,313,144,34,41
E01016411,549,334,131,24,30
E01016412,701,274,122,18,33
E01016413,578,682,63,182,31
E01016414,698,377,87,109,47
E01016415,501,385,69,61,81
E01016416,621,500,50,239,51
E01016417,508,626,57,223,49
E01016418,544,532,53,235,39
E01016419,807,291,113,35,32
E01016420,490,253,42,49,69
E01016421,490,311,91,25,30
E01016422,437,323,72,25,42
E01016423,537,262,90,42,46
E01016424,555,258,94,41,47
E01016425,715,297,140,28,25
E01016426,504,277,143,25,29
E01016427,631,293,122,22,20
E01016428,721,297,163,38,33
E01016429,698,259,127,49,26
E01016430,586,209,145,27,23
E01016431,675,264,138,36,34
