geocode,bad,fair,good
E01012756,70,204,1258
E01012757,79,179,1293
E01012758,72,185,1331
E01012759,91,205,1353
E01012760,59,185,1266
E01012761,192,267,1298
E01012762,51,169,1355
E01012763,111,227,1726
E01012764,71,211,883
E01012765,43,196,1264
E01012766,45,164,1224
E01012767,77,138,1494
E01012768,82,216,1061
E01012769,111,310,913
E01012773,63,249,1391
E01012774,93,202,1254
E01012775,129,259,1064
E01012778,102,201,1177
E01012779,88,175,1020
E01012780,105,215,1240
E01012781,132,192,917
E01012782,116,253,1072
E01012783,98,204,915
E01012784,91,200,1817
E01012785,122,215,991
E01012786,110,225,887
E01012787,132,255,1130
E01012788,119,208,1145
E01012789,97,203,1043
E01012790,144,268,909
E01012791,52,215,1405
E01012792,66,188,1336
E01012793,101,242,1140
E01012794,36,172,1380
E01012795,160,331,1446
E01012796,71,198,1041
E01012797,108,241,1037
E01012798,213,340,990
E01012799,52,148,1053
E01012800,71,204,1224
E01012801,100,212,1144
E01012802,66,181,1156
E01012803,79,170,1191
E01012804,85,198,1184
E01012805,124,217,1028
E01012806,104,218,1139
E01012807,94,223,1060
E01012808,186,335,1158
E01012809,122,276,1405
E01012812,37,143,1269
E01012813,65,166,1546
E01012814,67,196,1277
E01012815,50,171,1377
E01012816,74,197,1120
E01012817,51,191,1128
E01012818,39,151,1060
E01012819,66,154,1215
E01012820,55,156,1219
E01012821,129,212,878
E01012822,119,215,1172
E01012823,131,254,1071
E01012824,138,248,1299
E01012825,113,236,1150
E01012826,137,279,1094
E01012827,167,341,983
E01012828,131,237,1171
E01012829,83,220,1290
E01012830,84,212,1174
E01012832,94,125,1174
E01012833,127,252,1115
E01012834,165,237,1211
E01012835,67,171,916
E01012836,162,304,1041
E01012837,164,360,1132
E01012838,123,219,1168
E01012839,89,202,1006
E01012840,124,272,1094
E01012841,129,254,1220
E01012842,109,242,1172
E01012843,169,262,1112
E01012844,136,247,950
E01012845,115,242,1215
E01012846,134,251,1052
E01012847,108,190,1000
E01012848,176,343,1309
E01012849,170,277,1049
E01012850,167,264,1486
E01012852,162,289,1242
E01012856,182,333,1084
E01012857,165,261,1181
E01012866,64,151,1361
E01012867,114,309,1225
E01012868,78,192,1479
E01012869,79,181,1514
E01012870,38,140,1505
E01012871,79,170,1580
E01012872,80,159,1613
E01012873,160,243,1139
E01012874,139,293,1148
E01012875,153,265,1077
E01012876,159,306,1241
E01012877,100,185,1149
E01012878,153,255,1166
E01012879,140,229,1062
E01012880,166,296,1258
E01012881,148,290,1082
E01012894,130,295,1137
E01012895,153,243,1105
E01012896,91,242,1769
E01012897,197,303,1051
E01012898,179,309,892
E01012899,75,256,1199
E01012900,144,263,1239
E01012901,92,208,1182
E01012902,58,200,1328
E01012903,99,271,1354
E01012904,93,248,1119
E01012905,121,240,978
E01012906,136,215,1260
E01012907,79,203,1116
E01012908,167,229,793
E01012909,45,130,1128
E01012910,46,129,1123
E01012911,40,123,1051
E01012912,94,263,1480
E01012913,106,221,1652
E01012914,21,126,2003
E01012915,118,232,1133
E01012916,80,184,1294
E01012917,176,338,1107
E01012918,139,257,1156
E01012919,33,126,1368
E01012920,41,155,1276
E01012921,37,108,1004
E01012922,63,175,1252
E01012923,58,162,1398
E01012924,66,182,1483
E01012925,47,147,1135
E01012926,122,352,1959
E01012927,45,186,1340
E01012928,172,271,1237
E01012929,83,262,1607
E01012930,109,272,1043
E01012931,229,396,955
E01012932,130,292,1215
E01012933,83,243,714
E01012934,130,283,1123
E01012935,101,282,925
E01012936,138,333,888
E01012937,187,423,1551
E01012938,180,440,1653
E01012939,97,305,1418
E01012940,152,341,1162
E01012941,132,305,927
E01012942,95,299,832
E01012943,114,274,1240
E01012944,151,282,1015
E01012945,156,311,1134
E01012946,187,325,1105
E01012947,106,260,1058
E01012948,169,271,969
E01012949,192,286,912
E01012950,139,254,1049
E01012951,137,265,979
E01012952,122,279,1043
E01012953,49,186,841
E01012954,67,171,1003
E01012955,71,206,1261
E01012956,42,157,1043
E01012957,80,280,2226
E01012958,37,167,843
E01012959,56,194,1213
E01012960,72,275,1306
E01012961,98,279,1139
E01012962,32,201,917
E01012963,144,315,998
E01012964,99,297,1284
E01012965,46,139,830
E01012966,67,178,1039
E01012967,67,205,1297
E01012968,36,158,1523
E01012969,82,257,1505
E01012975,68,250,1191
E01012976,114,240,1103
E01012977,92,297,2208
E01012978,57,220,1141
E01012979,95,239,1174
E01012980,130,379,1346
E01012981,83,200,1123
E01012982,83,275,1296
E01012983,79,246,1470
E01012984,60,201,1418
E01012985,101,268,1323
E01012986,153,295,1115
E01012987,76,223,1399
E01012988,51,192,1279
E01012989,92,254,1385
E01012990,77,236,1066
E01012991,71,193,1316
E01012992,96,252,1142
E01013019,38,172,964
E01013025,63,175,1110
E01013027,97,246,1285
E01013028,55,198,1305
E01013029,113,223,1132
E01013030,98,219,1176
E01013031,82,256,1174
E01013032,69,235,1140
E01013034,63,223,1515
E01013035,58,167,1099
E01013036,65,220,1245
E01013037,39,146,1296
E01013038,97,249,1208
E01013039,107,255,1373
E01013040,44,231,1747
E01013041,111,299,1149
E01013042,40,149,1509
E01013043,56,148,1264
E01013044,36,143,1442
E01013045,86,224,1262
E01013046,104,288,1248
E01013047,126,317,1158
E01013048,152,291,1616
E01013049,147,346,1110
E01013050,111,295,1270
E01013051,106,248,1225
E01013062,74,239,1377
E01013063,58,196,1260
E01013064,49,120,1323
E01013065,73,250,1321
E01013066,45,203,1373
E01013067,26,162,1544
E01013068,67,177,1175
E01013069,84,188,1291
E01013070,56,179,1299
E01013071,168,316,1135
E01013078,95,208,1120
E01013094,92,185,1135
E01013102,84,227,1114
E01013104,72,185,986
E01013110,60,214,1300
E01013111,49,185,1230
E01013112,72,246,1106
E01013113,90,228,1204
E01013114,56,163,1283
E01013115,48,174,1311
E01013116,54,168,1321
E01013117,58,178,1304
E01013120,93,268,1596
E01013121,48,195,1783
E01013123,91,196,1265
E01013124,128,351,1572
E01013125,76,218,1430
E01027796,75,284,1384
E01027803,75,206,1520
E01033105,30,112,1306
E01033106,13,61,1081
E01033107,27,89,1199
E01033108,24,126,1301
