geocode,bicycle,bus,car_van,foot,home,moto,other,taxi,train_metro
E02002722,80,128,2168,618,212,26,50,7,17
E02003742,60,33,2279,139,193,24,16,15,33
E02003743,270,117,3066,775,121,35,44,27,15
E02003744,346,140,3960,1132,231,35,33,28,40
E02003745,76,58,3543,222,334,30,21,11,52
E02003746,324,46,2425,514,160,22,59,17,116
E02003748,285,70,2387,275,120,20,19,34,84
E02003750,224,37,2306,221,150,15,17,12,73
E02003751,49,38,2580,193,236,22,14,7,66
E02005417,90,73,2507,277,233,23,26,5,13
E02005425,55,41,2277,200,242,25,31,11,8
E02005426,243,33,2895,780,149,45,30,32,13
E02005428,76,35,1604,510,197,13,18,27,9
E02005429,46,28,1128,252,150,12,14,19,5
E02005431,125,49,2390,423,320,31,38,11,7
E02005432,42,41,2584,247,494,24,35,4,14
E02005433,49,141,1413,618,175,8,33,13,8
E02005435,162,136,1815,448,107,14,20,14,7
E02005436,54,80,2330,382,233,22,28,4,8
E02005437,119,93,1244,769,193,9,22,12,7
E02005438,155,46,1526,495,93,9,12,21,5
E02005440,54,40,1562,180,207,11,15,3,26
E02005466,76,47,2385,105,203,15,18,3,12
E02005467,111,87,2429,248,133,16,12,7,19
E02005472,122,103,3273,331,253,27,19,8,21
E02005474,50,27,2390,199,280,8,18,3,33
E02005503,89,67,2541,460,306,27,23,10,16
E02005504,45,48,3097,253,379,39,39,10,36
E02005505,92,110,2269,431,167,30,22,18,9
E02005506,84,83,2530,246,216,33,22,8,15
E02005507,207,233,3950,671,168,42,31,20,13
E02005508,57,90,2508,174,317,33,20,8,26
E02005509,62,50,2051,474,142,20,26,4,9
E02005510,51,55,2281,180,233,26,20,9,14
E02005511,103,68,2297,446,122,32,14,11,11
E02005512,65,35,3106,400,436,36,32,3,41
E02005513,146,68,3163,610,174,33,31,13,109
E02005514,43,40,2528,201,232,23,20,6,30
E02005520,151,97,2369,371,275,29,28,4,19
E02005521,106,105,3154,322,437,58,38,12,33
E02005522,65,77,2020,171,200,28,25,10,22
E02005523,83,236,3174,175,255,48,28,7,23
E02005524,102,174,2185,117,120,51,21,7,15
E02005525,141,360,4134,225,235,73,29,7,43
E02005526,81,170,2135,135,129,39,13,11,13
E02005527,76,206,3062,155,278,48,43,6,42
E02005528,299,300,3108,276,167,71,35,13,41
E02005529,161,219,1911,217,99,44,17,7,9
E02005530,182,190,1786,231,98,47,16,9,14
E02005531,212,210,2024,182,84,45,33,14,20
E02005532,192,227,2423,243,110,60,17,17,15
E02005533,62,94,3097,183,316,47,41,10,84
E02005534,221,186,2515,266,165,46,23,9,34
