geocode,employee,inactive,self-employed,student,unemployed
E00082187,139,62,21,7,5
E00082369,112,50,51,5,4
E00082375,189,64,50,1,12
E00082377,45,19,16,3,3
E00083858,114,67,21,0,15
E00083860,183,63,45,5,2
E00083863,286,70,36,9,11
E00083864,124,29,19,4,5
E00083869,80,63,26,7,4
E00083871,60,20,13,5,3
E00083872,464,17,16,3,8
E00083873,184,34,7,2,13
E00084001,55,24,23,1,1
E00084002,90,94,41,7,2
E00084008,144,71,48,12,7
E00084189,147,42,30,7,4
E00084192,184,54,21,4,12
E00084193,129,67,29,4,4
E00084195,144,61,29,3,5
E00084196,174,45,40,10,8
E00084197,144,41,26,6,11
E00084199,113,43,36,1,6
E00084230,155,57,29,1,15
E00084232,102,48,37,0,4
E00084233,120,54,50,11,5
E00084234,117,58,37,1,6
E00084235,112,61,34,4,5
E00084236,69,48,15,7,7
E00084237,96,50,29,4,1
E00084238,136,77,29,12,6
E00114351,156,44,32,5,8
E00114352,149,57,29,6,7
E00114353,273,56,32,6,6
E00114358,93,57,29,6,4
E00114361,261,82,65,11,10
E00114362,47,38,12,5,1
E00114363,164,81,25,6,1
E00114364,105,56,21,7,4
E00114365,117,84,19,7,14
E00114370,115,55,36,2,2
E00114371,111,32,15,3,4
E00114373,150,38,23,2,11
E00114375,166,47,24,6,11
E00114376,176,70,29,11,12
E00114388,181,65,31,8,4
E00114390,134,21,6,7,2
E00114391,162,37,27,9,3
E00116150,59,30,13,2,3
E00116153,149,76,45,6,4
E00116156,152,61,36,6,5
E00116157,120,52,45,7,4
E00116158,91,76,37,4,1
E00116246,119,71,26,3,11
E00116247,125,45,43,2,9
E00116248,119,70,25,4,5
E00116249,137,53,31,7,4
E00116250,116,66,24,3,8
E00116251,112,52,46,8,7
E00116252,121,60,30,5,10
E00116253,124,64,40,3,5
E00116254,111,60,32,3,6
E00116255,53,52,21,1,4
E00116256,108,95,31,5,2
E00116257,109,59,29,6,4
E00116258,154,71,24,9,3
E00116259,88,92,23,7,3
E00116260,82,40,10,2,1
E00116261,68,46,21,0,8
E00116262,119,72,30,2,6
E00116285,90,63,31,4,0
E00116286,138,56,33,8,3
E00167036,90,43,17,3,6
E00167037,121,23,28,1,4
E00167038,84,9,4,3,4
E00167043,124,43,32,7,8
E00167048,164,39,19,5,7
E00167049,169,35,11,4,9
E00167886,200,43,20,11,4
E00167893,160,37,22,4,4
E00167894,172,20,17,1,2
E00167895,116,25,14,13,1
E00167896,111,17,12,0,6
E00167897,172,32,25,4,6
E00167899,134,43,22,7,5
E00167902,195,30,32,15,9
E00172654,146,90,45,5,6
