geocode,asian,black,mixed,other,white
E00094978,1,0,4,0,451
E00094979,0,1,2,0,286
E00094980,0,1,0,0,318
E00094981,0,0,0,2,307
E00094982,1,0,0,0,290
E00094983,0,0,1,0,361
E00095068,2,0,0,0,356
E00095069,0,0,0,0,289
E00095070,1,0,5,0,261
E00095071,2,0,5,0,406
E00095072,6,0,2,0,363
E00095073,5,0,1,0,392
E00095074,6,0,3,0,341
E00095075,5,0,5,0,357
E00095076,0,0,0,0,303
E00095077,0,0,0,0,316
E00095078,1,1,5,0,404
E00095079,0,1,6,0,270
E00095122,1,0,0,0,335
E00095123,1,0,4,0,230
E00095124,1,1,2,0,171
E00095125,0,0,3,0,255
E00095126,0,0,1,0,244
E00095127,1,0,1,0,270
E00095128,0,0,1,0,269
E00095129,0,0,0,0,312
E00095130,0,0,1,1,304
E00095131,1,1,6,0,396
E00095132,0,0,1,0,290
E00095133,14,1,3,0,221
E00095134,3,0,0,1,244
E00095135,3,1,8,0,317
E00095137,2,1,2,1,259
E00095138,0,1,1,0,320
E00095139,0,0,0,2,305
E00095140,0,0,1,1,300
E00095141,2,1,5,1,308
E00095142,1,0,3,0,283
E00095143,0,0,0,1,327
E00095144,3,0,3,1,285
E00095145,1,0,1,0,338
E00095146,0,0,0,0,322
E00095147,0,3,5,0,342
E00095148,1,0,1,1,324
E00095172,0,0,1,1,241
E00095173,0,0,2,0,304
E00095174,0,0,3,0,302
E00095175,2,0,8,0,264
E00095176,1,0,3,1,313
E00095177,0,0,2,0,317
E00095178,0,0,5,0,303
E00095179,2,0,1,0,299
E00095180,0,0,2,0,278
E00095181,1,1,2,0,170
E00095182,8,1,3,0,272
E00095183,4,0,2,0,256
E00095184,1,0,1,0,371
E00095185,0,0,0,0,136
E00095716,1,0,4,0,164
E00095717,0,0,0,0,190
E00095718,0,0,0,0,173
E00095719,6,0,0,5,170
E00095720,0,0,2,0,132
E00095721,0,0,0,1,206
E00095722,0,0,1,0,381
E00095723,2,0,3,2,263
E00095724,4,0,1,0,363
E00095725,0,0,0,0,194
E00095726,0,0,1,0,327
E00095727,0,0,0,0,232
E00095728,0,0,6,0,498
E00095729,0,0,1,0,259
E00095730,0,0,7,1,256
E00095731,0,2,0,1,205
E00095733,2,0,1,0,320
E00095734,0,0,0,0,288
E00095735,0,2,2,0,285
E00095736,1,0,2,1,288
E00095737,1,0,0,0,224
E00095738,1,0,2,0,175
E00095739,0,0,2,0,308
E00095740,0,4,0,0,308
E00096095,0,0,1,0,251
E00096096,1,0,1,0,249
E00096097,7,0,7,0,320
E00096098,2,5,2,7,355
E00096099,0,0,4,10,345
E00096100,1,0,0,0,230
E00096101,0,0,0,0,230
E00096102,11,0,8,0,300
E00096103,12,1,4,3,178
E00096104,0,0,0,0,226
E00096105,1,1,7,0,281
E00096106,1,0,1,0,273
E00096107,1,0,0,0,283
E00096108,0,0,4,0,390
E00096109,1,1,3,1,449
E00096110,12,0,1,0,347
E00096111,0,0,5,0,294
E00096112,2,2,2,2,344
E00096113,7,0,1,0,299
E00096114,1,0,3,0,270
E00096115,1,0,1,0,310
E00096116,4,0,1,0,260
E00096117,6,1,2,0,350
E00096118,4,2,1,0,297
E00096119,2,0,2,0,265
E00096120,1,0,2,0,337
E00096121,5,12,4,0,246
E00096122,4,0,4,0,223
E00096123,3,0,2,0,288
E00096124,0,2,1,0,269
E00096125,1,1,3,0,299
E00096147,0,0,1,0,261
E00096148,0,0,3,0,210
E00096149,0,1,4,1,320
E00096150,5,1,7,1,363
E00096151,5,0,9,9,404
E00096152,2,1,1,0,353
E00096153,0,0,1,0,213
E00096154,24,0,15,0,407
E00096155,4,1,5,0,251
E00096156,2,1,0,0,216
E00096157,0,1,4,0,429
E00096158,6,1,6,1,452
E00096159,0,0,8,1,295
E00096160,1,0,3,1,381
E00096161,1,1,9,2,267
E00096162,8,0,2,0,320
E00096163,7,0,8,0,405
E00096164,0,0,0,0,175
E00096165,5,2,10,0,372
E00096166,1,0,2,0,351
E00096167,0,0,0,0,251
E00096250,1,0,1,0,362
E00096251,0,0,3,0,265
E00096252,2,0,1,0,270
E00096253,1,0,7,0,356
E00096254,4,2,2,0,419
E00096255,0,0,4,0,244
E00096256,3,2,2,0,319
E00096257,3,0,1,0,149
E00096258,1,1,5,1,243
E00096259,3,1,1,1,271
E00096260,1,0,2,0,311
E00096261,0,0,2,7,287
E00096262,1,1,0,2,247
E00096263,0,0,2,0,314
E00096264,0,1,1,2,314
E00096265,0,0,3,1,255
E00096266,0,0,2,0,275
E00096267,0,0,7,0,244
E00096268,0,1,2,2,261
E00096269,0,0,1,0,217
E00096270,1,0,4,1,327
E00096271,0,0,4,0,298
E00096272,5,0,5,2,307
E00096318,1,1,1,0,300
E00096319,2,0,7,0,326
E00096320,1,0,11,1,238
E00096321,1,0,1,0,416
E00096322,1,0,1,0,298
E00096323,0,0,2,0,435
E00096324,0,1,1,0,318
E00096325,0,0,1,0,282
E00096326,0,0,1,0,296
E00096327,3,0,1,0,309
E00096328,1,0,3,0,404
E00096329,0,1,3,0,384
E00096330,2,1,5,1,557
E00096331,1,4,10,1,344
E00096332,2,0,2,2,346
E00096334,2,0,3,0,345
E00096335,3,0,1,0,518
E00096336,0,0,0,0,326
E00096337,0,0,3,1,361
E00096339,0,0,1,0,376
E00096340,1,0,4,0,300
E00096341,0,0,3,0,323
E00096342,4,0,1,0,315
E00096343,5,1,4,0,564
E00096344,6,1,4,1,343
E00096345,0,0,5,0,320
E00096346,3,1,0,0,319
