geocode,bad,fair,good
E00065861,6,45,297
E00065889,2,35,246
E00065890,8,28,317
E00065891,11,41,291
E00065892,11,53,306
E00065893,9,43,258
E00065894,9,10,235
E00065895,41,88,300
E00065896,10,54,216
E00065897,7,33,285
E00065898,22,66,188
E00065899,22,33,250
E00066198,13,20,276
E00066199,10,34,201
E00066200,2,18,83
E00066203,12,19,144
E00066204,9,36,361
E00066211,0,11,114
E00066241,5,24,163
E00066246,4,22,191
E00067381,7,46,236
E00067382,7,39,322
E00067383,14,46,238
E00067385,8,35,225
E00067386,14,35,252
E00067387,11,39,253
E00067388,11,32,263
E00067389,17,47,234
E00067390,22,58,151
E00067391,7,41,201
E00067392,11,21,134
E00067542,10,29,285
E00067549,6,44,280
E00067550,8,36,251
E00067552,8,38,323
E00067556,7,43,255
E00067558,17,44,229
E00067559,20,36,255
E00067564,15,48,335
E00067582,10,42,233
E00067584,14,47,286
E00067585,8,47,202
E00067587,10,40,286
E00067588,10,27,217
E00067589,18,47,229
E00067590,15,44,150
E00067591,16,50,246
E00067592,8,56,154
E00067593,17,46,192
E00067594,12,37,264
E00067638,36,41,177
E00067640,14,32,367
E00067656,9,43,460
E00067659,24,43,417
E00067661,13,51,329
E00067662,10,36,407
E00067667,18,48,222
E00067684,10,41,337
E00067687,6,49,186
E00067690,25,65,202
E00067749,5,37,270
E00067751,12,65,175
E00067752,9,30,274
E00067753,6,39,293
E00067754,13,49,400
E00067755,36,56,264
E00067756,21,40,238
E00067757,11,35,297
E00067835,14,45,244
E00067836,18,38,283
E00067837,11,44,269
E00067838,12,37,199
E00067839,7,42,250
E00067840,4,15,186
E00067841,2,17,300
E00067842,31,83,466
E00067843,9,31,330
E00067844,14,42,196
E00067845,9,37,301
E00067846,26,47,310
E00067847,8,37,267
E00067848,3,23,393
E00067849,12,35,231
E00067850,0,6,232
E00067851,7,36,246
E00067852,16,30,297
E00067853,3,23,517
E00067854,8,34,264
E00067855,12,36,237
E00067856,7,29,243
E00140655,7,25,190
E00141439,10,45,344
E00141440,7,12,103
E00141441,4,26,182
E00141444,6,28,215
E00141445,11,37,311
E00141451,4,19,212
E00141466,12,25,131
E00141468,8,28,166
E00141469,20,25,241
E00141470,3,14,123
E00141471,6,32,232
E00141473,14,26,337
E00141474,11,42,167
E00141475,11,24,238
E00141476,17,47,252
E00141477,2,15,153
E00141478,19,56,271
E00141479,19,47,273
E00141493,5,24,141
E00141497,11,45,281
E00141498,5,10,107
E00141511,21,34,144
E00141512,10,39,243
E00141513,10,24,231
E00141514,28,74,296
E00141515,13,40,218
E00141516,12,63,169
E00141517,21,30,142
E00141518,12,43,162
E00141519,18,34,50
E00141520,16,43,231
E00141521,9,36,167
E00141522,2,12,95
E00141523,6,28,154
E00141524,19,37,222
E00141525,31,51,243
E00141526,5,25,232
E00141527,20,73,138
E00141528,11,33,213
E00141529,11,38,237
E00141530,9,32,228
E00141531,14,49,282
E00141532,13,31,319
E00141533,10,47,265
E00141534,13,43,307
E00141535,32,91,223
E00141536,11,51,226
E00141537,22,45,130
E00141538,13,62,201
E00141539,10,54,258
E00141541,66,51,218
E00141542,22,30,267
E00141543,7,34,247
E00141544,3,29,290
E00141545,8,26,297
E00141546,22,42,289
E00141547,26,45,252
E00141548,12,23,236
E00141549,11,35,300
E00141550,12,45,241
E00141551,5,37,260
E00141552,8,43,287
E00141586,13,23,248
E00141587,3,20,82
E00141588,11,25,182
E00141589,18,40,267
E00141590,3,17,193
E00141591,11,26,203
E00141592,11,45,255
E00141600,10,33,300
E00141601,2,9,147
E00141602,8,27,254
E00141603,12,50,225
E00141604,3,36,157
E00141605,6,41,200
E00141606,18,28,163
E00141630,4,22,267
E00170104,14,35,352
E00170105,12,25,301
E00170107,22,53,268
E00175338,3,18,211
E00175339,75,166,599
