geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E01013999,475,17,81,38,3
E01014008,515,23,97,67,3
E01014009,492,21,59,70,4
E01014016,399,13,114,136,3
E01014017,488,14,104,24,2
E01014018,472,15,109,29,3
E01014019,490,25,76,76,4
E01014020,519,21,72,20,4
E01014021,450,8,98,73,9
E01014033,515,28,146,83,4
E01014034,338,11,157,162,15
E01014051,489,22,138,82,6
E01014052,447,31,157,14,3
E01014055,452,23,100,89,8
E01014056,453,29,104,23,1
E01014079,454,21,63,102,1
E01014098,339,16,69,154,5
E01014101,263,24,144,22,1
E01028994,381,30,71,74,1
E01029003,788,25,145,70,12
E01029005,385,16,126,31,0
E01029013,526,15,162,59,18
E01029014,220,6,55,215,8
E01029016,465,16,87,20,7
W01000426,491,11,56,84,1
W01000427,447,18,66,72,1
W01000429,786,20,113,30,2
W01000430,394,19,106,34,1
W01000431,325,5,145,111,0
W01000432,409,8,77,38,0
W01000438,462,4,60,81,1
W01000440,439,12,80,11,4
W01000443,776,36,144,51,2
W01000445,470,12,69,69,3
W01000446,461,17,187,162,1
W01000448,444,16,65,112,2
W01000449,478,16,153,103,3
W01000450,476,24,82,11,4
W01000451,375,15,49,44,0
W01000454,253,19,246,151,2
W01000455,603,8,116,171,3
W01000456,672,9,245,84,1
W01000459,400,11,73,35,0
W01000464,425,27,74,8,0
W01000465,345,4,46,30,1
W01000466,381,14,68,155,3
W01000467,476,20,193,105,1
W01000471,597,12,135,93,1
W01000472,395,10,73,33,0
W01000474,559,22,108,57,4
W01000477,537,18,48,14,4
W01000484,528,20,105,23,2
W01000485,585,15,108,29,3
W01000486,265,13,78,144,1
W01000487,562,15,225,182,3
W01000489,397,33,132,175,5
W01000492,442,27,242,110,2
W01000493,411,9,105,66,4
W01000494,486,15,99,133,4
W01000496,709,20,54,110,2
W01000502,732,17,64,141,3
W01000503,331,11,83,5,2
W01000504,261,8,28,247,2
W01000505,453,14,64,115,0
W01000512,285,14,238,65,2
W01000513,157,18,724,119,4
W01000515,302,10,63,230,3
W01000516,365,11,96,202,0
W01000517,142,12,352,82,1
W01000518,324,16,164,114,9
W01000525,421,8,67,2,2
W01000527,241,13,161,43,3
W01000528,352,6,118,164,1
W01000534,500,17,116,22,0
W01000535,679,16,115,71,4
W01000536,500,19,118,24,2
W01000537,524,15,91,32,2
W01000538,516,9,113,14,2
W01000539,413,10,76,7,0
W01000540,417,9,69,38,1
W01000541,568,17,142,46,8
W01000542,749,23,121,39,5
W01000543,686,25,116,51,2
W01000548,542,11,116,90,5
W01000549,610,12,98,20,4
W01000550,390,19,112,42,2
W01000552,631,17,130,49,0
W01000625,293,10,56,162,0
W01000626,467,15,137,105,1
W01000627,661,13,89,130,3
W01000628,529,6,61,21,0
W01000629,489,16,141,112,3
W01000630,467,13,100,77,9
W01000631,357,16,61,349,0
W01000635,774,15,76,49,2
W01000636,491,12,39,244,3
W01000647,512,12,70,34,2
W01000650,567,15,93,39,2
W01000651,514,5,109,70,2
W01000652,450,23,93,227,0
W01000653,489,16,65,71,1
W01000654,545,20,176,46,1
W01000655,473,15,86,253,0
W01000656,619,13,82,190,2
W01000657,321,6,47,127,1
W01000658,381,8,72,82,2
W01000659,319,7,160,164,0
W01000660,378,15,127,226,1
W01000662,743,15,59,103,1
W01000663,740,10,53,192,3
W01000664,606,9,66,54,2
W01000665,655,4,39,25,4
W01000666,450,19,86,87,1
W01000667,501,9,56,59,0
W01000675,679,14,73,81,1
W01000676,570,14,90,10,0
W01000677,401,8,159,126,8
W01000678,424,20,48,122,1
W01000679,347,27,122,59,0
W01000680,784,9,37,23,0
W01000681,542,14,86,213,2
W01000682,459,7,61,30,3
W01000683,376,8,48,20,0
W01000684,639,21,61,49,4
W01000686,443,14,46,26,2
W01000687,671,22,67,57,0
W01000690,582,17,46,109,0
W01000691,533,12,32,103,2
W01000692,507,9,57,74,1
W01000697,555,19,111,116,4
W01000698,554,10,67,135,2
W01000699,542,6,45,5,2
W01000701,512,16,77,69,4
W01000702,300,6,89,119,1
W01000703,519,10,191,97,1
W01000704,588,13,49,67,2
W01000705,488,23,126,196,1
W01000706,471,12,68,130,2
W01000707,302,12,50,250,1
W01000708,278,9,62,260,4
W01000709,778,16,91,35,1
W01000712,531,3,71,29,0
W01000713,456,7,40,71,0
W01000714,388,9,76,174,0
W01000715,478,3,51,23,0
W01000716,480,5,38,20,1
W01000717,407,14,56,168,0
W01000718,418,10,50,149,0
W01000719,495,13,37,84,0
W01000724,548,3,57,154,0
W01000725,696,11,70,134,4
W01000726,586,8,32,4,0
W01000727,413,6,31,29,0
W01000731,821,6,122,89,1
W01000732,409,7,163,41,3
W01000733,209,13,121,310,1
W01000734,339,7,188,117,0
W01000738,297,24,49,383,0
W01000739,444,27,182,209,1
W01000740,585,8,37,28,0
W01000741,389,24,47,245,1
W01000742,183,24,72,519,2
W01000744,346,15,234,157,3
W01000745,270,15,548,235,4
W01000746,336,14,255,190,5
W01000747,240,11,411,74,7
W01000750,430,21,79,185,2
W01000751,551,13,37,25,0
W01000752,380,11,65,185,0
W01000753,399,11,55,134,3
W01000754,487,6,121,66,1
W01000755,592,20,99,157,0
W01000756,313,14,70,354,0
W01000757,499,12,42,156,9
W01000758,649,11,78,99,2
W01000759,594,7,41,11,2
W01000760,494,9,114,108,3
W01000761,440,11,106,94,1
W01000762,281,18,36,281,1
W01000763,485,4,115,16,0
W01000764,507,11,129,32,1
W01000765,526,12,127,82,1
W01000766,527,6,99,9,0
W01000767,374,21,80,281,1
W01000768,456,3,66,86,0
W01000769,519,7,48,15,2
W01000770,566,4,40,21,7
W01000772,508,9,24,73,1
W01000773,692,15,172,298,7
W01000774,520,16,96,103,5
W01000777,633,10,76,66,0
W01000778,609,11,133,14,3
W01000779,420,10,45,122,0
W01000781,652,8,42,6,0
W01000782,472,6,32,5,1
W01000784,440,5,61,78,2
W01000785,504,3,16,5,0
W01000786,531,6,30,5,1
W01000787,464,8,139,66,1
W01000788,431,10,148,68,1
W01000789,371,9,162,96,2
W01000790,449,17,171,110,1
W01000791,541,5,69,19,2
W01000792,613,5,62,4,2
W01000793,638,11,111,4,2
W01000794,695,12,165,48,1
W01000795,584,2,91,8,0
W01000796,863,11,139,50,0
W01000797,535,5,46,57,9
W01000798,522,3,54,47,1
W01000799,350,7,126,290,9
W01000800,548,9,39,8,0
W01000801,283,12,68,272,0
W01000802,679,18,63,247,3
W01000803,616,14,53,83,1
W01000806,491,12,57,63,8
W01000807,498,3,50,11,0
W01000808,500,7,43,74,1
W01000809,472,7,126,86,1
W01000810,195,27,40,404,1
W01000811,363,11,89,220,1
W01000812,315,10,168,195,1
W01000813,555,13,87,19,2
W01000814,325,9,160,177,4
W01000815,582,8,48,33,0
W01000816,574,11,104,22,1
W01000817,225,12,48,556,1
W01000818,365,10,48,247,1
W01000819,559,5,41,19,2
W01000820,465,8,56,75,1
W01000821,465,9,51,147,1
W01000822,490,6,29,69,0
W01000828,656,5,62,7,2
W01000829,639,20,72,95,2
W01000830,77,10,35,564,1
W01000831,330,19,77,396,3
W01000832,212,20,33,498,0
W01000833,220,37,27,481,2
W01000834,247,17,26,312,0
W01000835,315,15,33,230,1
W01000836,361,28,105,440,0
W01000837,562,6,67,4,2
W01000838,317,16,38,188,0
W01000841,466,12,50,107,0
W01000842,519,5,29,36,1
W01000843,468,5,59,28,3
W01000844,257,13,29,190,0
W01000845,689,14,65,49,2
W01000846,526,9,157,120,3
W01000847,430,9,29,54,0
W01000848,272,17,24,191,1
W01000849,440,21,152,192,2
W01000850,489,20,410,237,39
W01000851,417,24,152,88,1
W01000852,460,10,116,50,1
W01000853,497,6,65,38,1
W01000854,459,8,46,14,2
W01000855,545,5,43,51,1
W01000857,466,17,114,302,1
W01000858,513,12,141,20,1
W01000862,128,31,51,495,1
W01000863,168,29,59,496,1
W01000864,162,14,28,501,1
W01000865,308,22,33,227,1
W01000866,211,11,46,254,2
W01000867,186,17,39,328,0
W01000868,429,11,31,10,1
W01000869,349,19,228,128,3
W01000870,303,4,268,63,2
W01000871,218,11,340,140,5
W01000872,508,10,85,8,4
W01000877,574,4,58,7,1
W01000878,414,6,48,57,1
W01000887,655,10,71,212,5
W01000888,732,9,71,121,0
W01000890,639,3,27,6,0
W01000891,444,11,60,119,6
W01000892,703,15,35,61,0
W01000893,567,10,120,120,0
W01000894,460,12,64,79,0
W01000895,426,14,183,156,4
W01000896,266,10,70,299,1
W01000897,419,5,74,95,1
W01000901,490,16,53,173,1
W01000902,391,5,23,19,0
W01000903,471,6,13,1,0
W01000904,570,4,65,1,0
W01000905,487,8,54,77,1
W01000906,396,10,16,39,0
W01000907,399,19,51,293,0
W01000908,609,7,51,74,3
W01000909,377,8,27,82,0
W01000910,580,7,43,10,0
W01000911,460,0,24,5,1
W01000912,375,6,57,97,2
W01000913,367,10,108,42,1
W01000914,345,7,54,240,1
W01000915,382,3,51,58,2
W01000916,404,5,58,12,0
W01000917,902,20,103,56,5
W01000918,600,18,61,163,0
W01000919,381,4,37,82,0
W01000920,384,9,41,84,0
W01000921,280,11,30,345,0
W01000922,470,11,71,166,3
W01000923,551,9,52,36,3
W01000924,305,11,32,114,1
W01000925,368,14,45,228,2
W01000926,675,12,102,71,2
W01000927,489,8,67,139,1
W01000928,476,13,74,135,0
W01000929,365,5,49,143,0
W01000930,395,16,69,137,0
W01000931,427,15,43,75,0
W01000934,372,12,169,75,0
W01000935,445,18,150,228,1
W01000936,314,16,57,241,0
W01000937,493,16,184,255,2
W01000938,519,11,45,34,2
W01000939,264,20,156,247,3
W01000940,318,12,49,216,1
W01000941,371,14,71,174,9
W01000942,391,18,55,317,1
W01000943,550,3,43,18,0
W01000944,372,3,39,109,1
W01000945,366,8,27,91,0
W01000946,467,9,62,78,0
W01000947,487,24,50,304,1
W01000948,515,19,145,161,2
W01000953,496,11,61,158,1
W01000954,510,11,69,42,1
W01000955,414,4,26,80,2
W01000956,487,8,23,4,0
W01000965,606,12,58,190,0
W01000969,472,10,22,10,1
W01000970,360,6,32,101,1
W01000971,437,12,52,98,0
W01000973,390,20,70,199,2
W01000978,551,12,115,94,2
W01000991,223,16,49,185,2
W01000992,440,7,148,40,1
W01000993,443,8,114,57,3
W01000994,400,6,89,80,1
W01000995,531,7,106,10,0
W01001024,361,3,97,46,0
W01001025,419,1,78,21,0
W01001137,715,15,205,128,1
W01001138,374,13,73,174,2
W01001139,496,5,89,21,0
W01001140,443,8,109,76,1
W01001141,410,9,115,142,1
W01001142,459,7,130,106,2
W01001143,507,7,96,23,0
W01001144,387,12,102,164,3
W01001145,498,17,116,121,1
W01001146,477,5,117,41,0
W01001147,588,11,83,106,4
W01001148,534,15,177,24,0
W01001149,454,12,60,93,0
W01001150,496,8,243,47,3
W01001151,606,9,55,42,1
W01001152,522,9,58,80,2
W01001153,410,5,110,111,0
W01001154,428,8,85,157,0
W01001155,475,12,156,22,0
W01001156,521,2,23,3,0
W01001164,543,7,90,16,0
W01001166,394,6,115,37,1
W01001167,470,13,127,21,1
W01001168,480,10,65,82,1
W01001169,364,9,67,320,1
W01001170,477,4,31,14,1
W01001175,480,7,77,56,0
W01001176,480,6,107,26,1
