geocode,employee,inactive,self-employed,student,unemployed
E01026892,471,277,122,22,30
E01026893,341,281,98,12,31
E01026898,477,351,141,21,27
E01030152,433,574,232,7,17
E01030153,419,269,139,18,23
E01030176,623,441,328,30,42
E01030186,480,366,141,21,19
E01030187,577,352,104,19,42
E01030188,668,333,139,24,52
E01030189,633,342,166,27,29
E01030199,619,429,248,22,29
E01030201,648,470,388,36,31
E01030208,364,371,152,17,25
E01030209,483,349,156,18,31
E01030210,733,508,148,35,51
E01030212,639,468,258,22,36
E01030219,543,489,317,30,32
E01030222,482,558,260,16,36
E01030223,581,437,100,21,51
E01030224,510,412,109,17,29
E01030225,623,347,124,23,36
E01030226,783,382,85,38,58
E01030227,448,395,53,25,50
E01030228,628,431,110,34,24
E01030229,722,526,212,38,33
E01030230,646,376,168,26,51
E01030231,589,330,108,25,33
E01030232,622,349,118,34,38
E01030233,612,362,90,32,30
E01030234,652,301,71,34,70
E01030235,510,368,95,25,30
E01030236,624,435,98,27,51
E01030237,1243,535,182,52,52
E01030238,827,356,98,51,33
E01030239,900,291,154,40,59
E01030243,518,326,123,32,31
E01030244,529,413,136,21,38
E01030245,549,367,101,13,31
E01030249,620,384,64,37,111
E01030250,609,447,82,33,155
E01030251,552,422,108,32,40
E01030252,535,512,123,22,43
E01030253,623,437,85,33,74
E01030254,553,310,58,35,107
E01030255,507,318,69,28,62
E01030256,483,375,118,27,87
E01030257,552,334,72,38,59
E01030258,462,430,101,24,133
E01030261,396,417,54,21,96
E01030264,545,313,55,23,58
E01030265,559,330,61,20,87
E01030268,512,317,95,31,28
E01030269,582,379,117,25,33
E01030270,523,358,95,28,51
E01030272,459,437,107,21,42
E01030273,486,506,62,12,38
E01030274,319,371,49,18,41
E01030275,448,283,67,27,34
E01030276,474,263,90,20,47
E01030282,237,304,136,8,26
E01030283,409,300,139,31,32
E01030284,319,342,121,7,12
E01030285,747,487,345,33,38
E01030286,779,491,291,42,55
E01030287,389,436,64,18,56
E01030288,458,426,84,29,31
E01030289,519,376,82,16,49
E01030290,478,437,62,20,41
E01030291,423,408,53,34,74
E01030292,548,346,93,32,31
E01030293,616,392,129,46,23
E01030294,592,304,73,30,37
E01030295,717,538,317,43,49
E01033445,782,261,101,42,34
E01033446,869,816,228,36,48
E01033448,410,280,178,18,21
E01033449,696,286,158,34,38
