geocode,employee,inactive,self-employed,student,unemployed
E02002985,2026,1062,386,127,141
E02002986,1877,1004,320,109,115
E02002987,2014,1135,373,162,109
E02002988,2118,1002,544,127,108
E02002989,1928,1084,411,142,88
E02002990,2472,1252,596,211,175
E02002991,3877,2693,983,422,250
E02002992,2313,1125,447,211,97
E02002993,2093,1561,467,356,111
E02002994,3341,2191,1311,162,162
E02002995,1943,1261,223,166,241
E02002996,2502,4445,759,931,135
E02002997,1928,2208,318,928,98
E02002998,1857,1854,277,570,99
E02002999,2197,1232,317,163,136
E02003000,3416,1996,889,189,141
E02003001,2031,1182,497,184,86
E02003002,1798,1261,407,163,135
E02003003,2379,1129,407,172,130
E02003004,2396,1229,708,147,84
E02003005,2116,1330,827,119,84
E02003006,3499,1792,785,338,170
E02003007,3430,1599,620,156,174
E02003008,2323,1057,369,112,180
E02003009,2562,1064,392,129,112
E02003010,2732,941,333,110,112
E02003011,2017,1109,340,107,75
E02003012,4108,2354,546,192,380
E02003013,4498,2628,424,275,453
E02003014,2755,1740,224,161,381
E02003015,2255,1228,305,180,186
E02003016,3064,1681,322,372,266
E02003017,2337,1108,497,86,91
E02003018,2227,1243,351,123,178
E02003019,4113,1783,447,198,276
E02003020,2205,1192,473,107,76
E02003021,3028,1264,430,442,174
E02003022,2175,1133,474,116,59
E02003023,2215,1392,379,265,130
E02003024,2912,2304,441,589,242
E02003025,2405,1494,378,209,253
E02003026,2604,3107,789,445,120
E02003027,5353,2111,976,633,242
E02003028,3485,1507,781,320,152
E02003029,2191,1368,317,167,206
E02003030,2883,1489,460,302,304
E02003031,4367,2044,1004,657,246
E02003032,3015,1392,453,220,202
E02003033,3325,2997,685,778,177
E02003034,4842,2347,1087,475,768
E02003036,3195,2843,564,723,266
E02003037,3865,2392,748,614,152
E02003038,2846,1102,388,130,207
E02003039,3256,1570,429,177,293
E02003040,4253,1559,571,190,361
E02003041,2751,1527,619,283,92
E02003043,3638,4417,620,1263,222
E02003044,2756,1009,405,109,149
E02003045,2672,2168,596,534,120
E02003046,4634,1409,577,148,250
E02003047,4911,1575,807,287,275
E02003048,3416,989,539,112,263
E02003049,3052,1376,464,145,239
E02003050,4355,1501,491,200,284
E02003051,3125,1108,490,119,222
E02003052,3098,1140,454,152,166
E02003053,3429,1453,637,166,213
E02003054,2990,1121,447,110,171
E02003055,2844,1935,292,163,337
E02003056,2404,1848,252,153,319
E02003057,2422,1072,395,133,154
E02003058,3652,1899,467,185,242
E02003059,2104,1124,336,96,212
E02003060,4285,2331,619,236,307
E02003061,1982,1323,244,113,246
E02003062,1855,1496,192,102,278
E02003063,3080,1505,442,132,147
E02003064,1906,1770,195,99,363
E02003065,3694,1541,670,167,187
E02003066,2383,1386,420,127,80
E02003067,3235,1219,487,124,124
E02003068,2336,1368,552,109,123
E02003070,4778,2187,1199,171,171
E02003072,3580,2020,597,169,132
E02003073,2746,1369,472,168,89
E02003075,2092,1153,599,137,66
E02003077,2156,1210,755,114,118
E02003090,2726,1635,441,176,111
E02003091,2694,1419,402,141,136
E02003092,3151,1733,729,162,136
E02003093,2417,1419,721,163,84
E02003094,3534,1494,699,148,176
E02003095,3285,1266,442,203,111
E02003096,2995,1142,378,165,174
E02003097,2583,1306,376,132,89
