geocode,asian,black,mixed,other,white
E01001213,1384,144,42,93,167
E01001214,1354,108,14,121,152
E01001215,1297,151,56,86,175
E01001216,1106,141,34,72,211
E01001217,842,160,58,64,415
E01001218,708,382,78,104,636
E01001219,770,657,88,119,412
E01001220,569,457,73,85,325
E01001257,434,400,122,94,733
E01001258,526,189,73,94,808
E01001259,559,142,42,74,640
E01001261,708,262,95,145,968
E01001262,371,306,89,76,750
E01001263,463,318,88,93,710
E01001264,400,219,79,119,838
E01001265,445,177,93,80,897
E01001268,360,112,74,162,1028
E01001270,458,222,63,78,900
E01001291,845,182,57,125,433
E01001292,821,192,91,117,487
E01001293,1029,174,32,119,244
E01001294,1404,99,60,135,196
E01001295,1357,119,43,98,209
E01001296,990,104,45,117,225
E01001297,1389,95,25,112,193
E01001298,1307,164,58,99,306
E01001310,561,327,85,53,775
E01001315,490,251,79,35,606
E01001316,444,338,68,77,656
E01001317,482,286,87,98,909
E01001318,437,248,92,124,889
E01001319,441,175,40,86,756
E01001320,314,338,74,98,724
E01001321,449,315,94,103,1060
E01001322,496,179,67,41,909
E01001323,550,215,53,79,831
E01001324,418,267,83,87,698
E01001325,363,310,94,62,929
E01001326,398,322,100,80,819
E01001327,467,239,91,152,854
E01001328,392,381,98,117,742
E01001329,482,266,90,110,835
E01001330,425,322,57,84,710
E01001331,374,461,110,112,617
E01001332,388,359,102,66,588
E01001333,1298,248,41,93,223
E01001334,928,351,64,107,173
E01001335,1142,67,48,112,412
E01001336,900,104,35,150,383
E01001338,1316,205,35,148,249
E01001339,884,387,93,115,362
E01001340,435,496,137,90,731
E01001359,1807,139,57,120,78
E01001360,1671,65,31,84,72
E01001361,1382,182,34,77,127
E01001362,1589,98,25,70,153
E01001363,1350,147,28,63,97
E01001364,1181,214,35,53,193
E01001365,1864,132,37,63,121
E01001366,1413,221,37,120,132
E01001367,1275,188,40,105,156
E01001368,1270,191,29,103,130
E01001369,1314,193,43,106,190
E01001370,1484,164,38,95,199
E01001371,1386,340,51,112,192
E01001372,1237,236,26,116,148
E01001373,1092,192,43,62,110
E01002136,674,150,97,79,741
E01002138,756,181,80,58,476
E01002139,415,209,65,75,664
E01002146,501,30,53,21,876
E01002147,512,23,19,23,792
E01002148,506,88,52,40,763
E01002149,562,11,37,17,734
E01002150,560,94,86,31,1112
E01002151,355,196,101,74,800
E01002152,543,37,44,19,981
E01002153,814,83,62,27,777
E01002154,778,156,83,62,942
E01002155,565,31,51,35,961
E01002156,577,71,42,31,801
E01002157,827,147,89,38,586
E01002158,608,52,52,30,715
E01002159,822,108,96,51,783
E01002161,1011,186,95,72,666
E01002163,700,140,70,35,691
E01002185,479,207,76,41,740
E01002186,455,102,74,36,989
E01002187,639,90,68,22,1024
E01002188,229,24,49,22,1327
E01002189,342,43,72,36,1168
E01002190,606,34,37,30,965
E01002191,934,67,76,30,857
E01002192,428,26,52,23,1003
E01002193,448,112,92,13,1132
E01002194,409,46,57,21,1191
E01002195,588,28,62,29,928
E01002196,585,33,46,17,1078
E01002204,1042,102,56,49,487
E01002206,803,81,47,34,422
E01002207,982,111,51,48,538
E01002208,540,41,33,28,715
E01002209,833,76,48,41,645
E01002210,952,90,56,30,476
E01002211,590,243,103,30,578
E01002212,883,200,81,50,535
E01002213,1370,375,139,75,953
E01002214,887,188,64,63,661
E01002215,525,218,62,42,688
E01002216,1052,115,60,31,441
E01002217,538,398,70,53,467
E01002218,771,153,101,48,574
