geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E02000001,1855,219,1573,725,13
E02000038,2570,85,989,391,14
E02000039,1811,27,542,101,4
E02000040,1494,92,388,660,15
E02000041,1886,52,831,343,8
E02000042,2346,99,1575,384,17
E02000043,1912,26,679,65,11
E02000044,1347,31,542,882,60
E02000045,2093,100,1037,893,45
E02000046,1438,35,1249,131,7
E02000047,1645,58,1018,1257,58
E02000048,2595,45,933,200,11
E02000049,587,48,404,1886,103
E02000050,1950,45,842,955,61
E02000051,2077,102,1132,218,8
E02000052,2151,56,1258,682,16
E02000053,1399,43,1206,502,94
E02000054,1498,27,1027,189,33
E02000055,1914,92,1553,601,19
E02000056,2370,89,743,183,5
E02000057,1351,51,902,149,7
E02000058,2462,55,1207,222,15
E02000059,1813,55,1151,942,29
E02000060,1675,68,1390,250,17
E02000061,1609,78,1372,97,16
E02000062,855,35,729,710,28
E02000063,1339,51,940,158,15
E02000064,1018,49,743,622,18
E02000093,2176,53,718,402,59
E02000094,1599,42,655,396,46
E02000095,1868,42,780,398,29
E02000096,1898,37,469,109,5
E02000097,1845,38,714,317,12
E02000098,1425,37,674,482,34
E02000099,1442,45,865,377,53
E02000100,1768,27,434,441,26
E02000101,1240,58,882,1047,85
E02000102,1142,17,698,590,49
E02000103,1418,40,710,772,54
E02000104,1286,30,596,254,47
E02000105,1479,51,1017,424,26
E02000106,1450,47,1270,642,40
E02000107,1475,40,1941,630,21
E02000108,1176,29,585,337,20
E02000109,1536,40,1072,487,129
E02000110,1357,23,972,593,24
E02000111,1479,44,971,389,31
E02000112,1503,41,1036,264,48
E02000113,736,60,494,1956,60
E02000114,1081,57,1586,727,77
E02000115,1249,53,1549,1031,29
E02000116,679,50,1226,1012,105
E02000117,1020,86,1214,2153,84
E02000118,1484,34,710,582,39
E02000119,335,46,397,1722,97
E02000120,1436,41,1766,1008,26
E02000121,1393,55,884,246,45
E02000122,1659,60,775,545,8
E02000123,1415,79,2303,1997,90
E02000124,1776,62,1567,898,31
E02000125,2094,51,1213,926,45
E02000126,405,39,438,2437,62
E02000130,2040,30,691,660,43
E02000131,1775,31,1534,1210,39
E02000132,2481,62,1369,703,53
E02000135,1115,31,940,2225,91
E02000137,2645,23,684,269,16
E02000138,2931,63,911,143,9
E02000139,2147,32,543,429,51
E02000141,1973,22,575,451,34
E02000147,2725,22,312,118,6
E02000150,2536,24,254,287,8
E02000156,4058,55,380,242,21
E02000166,1595,70,571,1272,29
E02000167,2017,89,1211,304,8
E02000168,1485,45,943,1034,28
E02000169,1631,86,1001,219,5
E02000170,1643,48,1554,416,24
E02000171,1517,57,991,906,31
E02000172,911,51,695,2465,64
E02000173,1411,84,1539,523,12
E02000174,1175,55,990,1581,21
E02000175,1393,58,1937,870,19
E02000176,1493,62,1411,286,9
E02000177,1013,38,894,1898,22
E02000178,1153,44,1657,1401,25
E02000179,1049,38,861,916,6
E02000180,986,40,1054,1298,16
E02000181,1554,42,1490,562,9
E02000182,1133,116,1158,543,13
E02000183,1515,63,1153,1130,20
E02000184,740,31,1086,1674,124
E02000185,815,60,1208,1790,65
E02000186,860,77,1272,865,25
E02000187,396,53,541,2288,12
E02000188,435,40,719,1957,19
E02000189,285,61,636,1259,12
E02000190,664,82,1038,1391,6
E02000191,715,91,1387,663,12
E02000192,676,67,918,1708,6
E02000193,1108,115,1519,1076,32
E02000194,1940,40,1065,1002,52
E02000195,2468,44,619,264,51
E02000196,1496,27,540,446,44
E02000197,1823,42,859,631,48
E02000198,1651,44,892,718,33
E02000199,2056,47,700,351,18
E02000200,2036,46,1228,473,28
E02000201,1437,52,1175,1124,26
E02000202,2014,36,747,163,21
E02000203,1400,24,880,687,71
E02000204,1974,52,815,266,39
E02000206,1695,68,1136,1049,61
E02000207,1721,38,731,1007,95
E02000208,1322,77,1135,1113,174
E02000209,1655,27,711,504,22
E02000210,2212,31,690,377,61
E02000211,2780,17,276,200,6
E02000212,1358,27,788,740,64
E02000213,1166,65,1656,1201,72
E02000214,1854,18,280,129,40
E02000215,2125,64,1948,800,54
E02000216,1673,37,964,350,4
E02000217,1936,46,1235,953,103
E02000218,1378,21,139,826,5
E02000219,2662,42,204,84,7
E02000220,1676,63,2172,756,180
E02000221,1874,57,612,1264,59
E02000222,2142,30,968,343,56
E02000223,796,24,135,1914,6
E02000224,2047,40,934,246,42
