geocode,bicycle,bus,car_van,foot,home,moto,other,taxi,train_metro
E01015693,12,23,535,42,49,4,6,8,85
E01015694,12,22,468,56,32,1,3,3,48
E01015695,12,26,482,76,48,2,3,9,69
E01015696,20,38,559,44,21,6,2,1,43
E01015697,12,33,682,52,49,3,2,2,80
E01015698,6,70,360,127,26,2,11,12,43
E01015699,11,92,318,141,19,4,9,15,41
E01015700,18,49,651,120,38,3,12,16,86
E01015701,8,54,410,134,19,0,9,23,37
E01015702,9,42,380,94,14,1,6,9,30
E01015703,5,59,383,119,11,2,17,18,19
E01015704,5,79,353,148,16,0,9,10,25
E01015705,14,65,350,133,20,0,5,9,29
E01015706,5,22,577,38,23,1,1,2,53
E01015707,12,18,646,39,22,4,5,3,40
E01015708,7,14,628,33,35,2,3,2,59
E01015709,9,31,662,36,38,3,6,3,46
E01015710,11,36,661,48,22,5,4,2,55
E01015711,3,42,444,78,21,3,9,17,36
E01015712,6,59,493,77,27,1,9,8,38
E01015713,2,43,363,81,25,2,4,9,28
E01015714,9,54,441,189,29,1,7,4,31
E01015715,9,53,389,81,18,3,6,18,29
E01015716,15,50,513,70,10,3,5,8,69
E01015717,12,39,406,74,23,2,7,4,44
E01015718,2,39,445,230,17,2,3,5,57
E01015719,5,39,513,107,29,7,7,3,47
E01015720,7,57,399,109,13,7,4,9,41
E01015721,9,55,533,97,19,6,10,5,37
E01015722,7,40,428,105,20,8,2,4,26
E01015723,9,62,435,77,19,5,4,10,47
E01015724,8,68,554,179,21,1,18,23,36
E01015725,6,43,217,110,17,2,7,10,30
E01015726,5,68,462,150,14,0,11,26,20
E01015727,7,60,332,150,13,4,8,14,23
E01015728,5,60,404,88,12,1,10,21,17
E01015729,8,106,396,158,12,3,11,12,25
E01015730,11,103,487,205,25,2,20,21,62
E01015731,1,61,505,107,10,1,7,12,17
E01015732,5,43,387,83,14,5,4,13,15
E01015733,7,64,431,86,16,5,4,14,14
E01015734,7,61,599,148,32,10,10,12,48
E01015735,8,96,447,184,25,3,7,13,60
E01015736,9,69,396,99,17,1,12,5,21
E01015737,7,57,405,102,11,8,5,5,44
E01015738,13,90,526,179,28,2,7,14,93
E01015739,14,111,608,198,27,10,8,9,131
E01015740,11,32,513,118,47,1,5,13,79
E01015741,14,124,487,195,39,4,14,13,147
E01015742,12,90,559,163,32,2,6,13,101
E01015743,6,77,355,129,21,3,3,9,104
E01015744,12,33,487,59,20,3,3,12,19
E01015745,8,20,537,51,36,2,5,8,54
E01015746,8,34,480,48,30,5,2,4,41
E01015747,8,17,542,36,41,2,2,6,57
E01015748,14,39,496,62,33,5,4,5,24
E01015749,14,76,437,81,14,1,4,18,41
E01015750,8,48,637,98,30,5,9,19,110
E01015751,11,33,471,67,25,2,3,6,55
E01015752,8,25,427,48,19,3,4,13,46
E01015753,14,33,574,65,16,6,3,5,61
E01015754,14,54,421,63,10,3,5,14,66
E01015755,7,31,448,60,23,2,4,15,116
E01015756,20,51,619,69,11,3,4,7,31
E01015757,8,57,400,67,17,4,2,5,17
E01015758,11,66,506,62,16,5,5,11,40
E01015759,14,51,381,83,7,6,5,7,22
E01015760,5,74,374,74,7,0,3,7,16
E01015761,10,62,479,69,10,2,3,9,30
E01015762,9,59,466,169,20,6,4,7,41
E01015763,15,53,433,89,17,5,6,5,27
E01015764,13,31,530,48,20,2,8,2,41
E01015765,17,56,465,95,16,4,2,6,76
E01015766,14,49,519,70,21,4,7,14,33
E01015767,7,32,516,83,24,4,3,10,66
E01015768,15,33,479,54,23,7,2,0,34
E01015769,16,38,408,51,11,5,4,4,30
E01015770,7,37,526,32,19,3,4,3,42
E01015771,11,63,301,56,15,0,7,11,32
E01015772,13,58,355,64,11,3,2,5,33
E01015773,8,73,353,49,6,1,3,6,19
E01015774,11,73,378,51,6,4,4,9,25
E01015775,16,35,622,69,25,5,4,7,62
E01015776,10,59,573,94,35,3,5,2,49
E01015777,15,50,537,99,27,4,16,9,87
E01015778,8,57,620,128,39,3,1,9,75
E01015779,6,70,388,84,11,6,2,4,44
E01015780,5,50,636,82,36,2,4,6,57
