geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E00096409,44,42,26,42,51,41,31,10,34
E00096410,41,52,20,35,54,50,44,12,28
E00096411,26,55,43,26,57,49,37,14,23
E00096412,46,48,39,50,57,35,55,17,25
E00096413,21,24,18,13,37,43,59,17,45
E00096414,37,28,29,43,46,42,52,21,26
E00096415,44,35,16,44,52,45,45,16,30
E00096416,30,26,9,26,44,35,74,9,29
E00096417,19,21,17,19,32,53,52,25,34
E00096418,13,36,10,11,37,42,41,25,57
E00096419,34,29,19,38,48,47,31,12,16
E00096420,29,23,28,56,47,42,44,13,13
E00096421,29,57,35,29,58,46,19,13,25
E00096422,32,31,37,36,39,35,33,15,19
E00096423,24,35,29,30,45,21,34,14,33
E00096424,28,46,28,30,39,43,30,18,27
E00096425,27,28,16,32,49,51,44,17,26
E00096426,32,26,30,35,44,24,31,14,20
E00096427,27,25,28,24,41,43,46,23,36
E00096428,38,36,33,33,37,41,42,19,30
E00096429,52,50,43,45,55,58,39,10,28
E00096430,41,38,42,53,42,35,36,16,28
E00096431,27,25,49,30,37,54,38,6,16
E00096432,60,56,42,37,47,31,44,13,16
E00096433,27,29,18,34,36,35,49,13,53
E00096434,29,23,42,35,42,40,45,16,31
E00096435,17,32,34,29,45,56,43,13,27
E00096436,26,41,56,51,71,58,101,25,52
E00096437,37,39,25,38,62,35,43,19,20
E00096438,23,33,20,16,57,51,68,13,30
E00096439,16,26,21,17,41,42,32,7,35
E00096440,21,14,14,17,37,35,44,20,19
E00096441,13,19,20,30,36,27,66,17,36
E00096442,52,64,26,34,101,54,46,17,18
E00096443,19,32,20,29,44,46,75,20,38
E00096444,58,61,47,50,68,54,36,11,14
E00096445,64,82,33,46,128,86,104,22,33
E00096446,43,55,21,36,73,59,45,16,9
E00096447,32,33,20,38,43,36,44,12,15
E00096448,17,30,17,27,42,45,53,14,32
E00096449,14,35,32,32,43,60,43,5,22
E00096450,38,39,32,37,48,34,41,18,20
E00096451,36,26,27,46,38,42,17,6,14
E00096452,32,36,19,36,46,56,42,21,21
E00096453,26,46,19,24,60,50,76,29,55
E00096454,22,15,44,47,44,35,28,4,30
E00096455,19,19,17,18,30,35,44,18,88
E00096456,25,35,23,34,47,50,39,14,31
E00096457,51,40,39,54,57,76,46,9,21
E00096458,16,28,8,16,32,52,48,13,40
E00096459,18,40,27,12,43,64,49,20,57
E00096460,30,47,24,22,58,50,47,20,53
E00096461,11,12,26,15,31,29,27,7,27
E00096462,16,26,18,22,32,46,36,19,33
E00096463,12,10,22,23,23,32,17,14,56
E00096464,36,15,23,42,37,53,35,7,28
E00096465,17,26,43,38,37,25,29,4,20
