geocode,employee,inactive,self-employed,student,unemployed
E00038588,77,51,29,0,2
E00038589,53,71,14,1,3
E00038590,118,61,18,3,6
E00038591,104,62,24,3,7
E00038595,82,47,20,0,8
E00038596,79,73,15,0,3
E00038598,85,63,17,0,7
E00038599,108,61,27,3,3
E00038600,86,84,12,2,4
E00038601,108,59,25,5,4
E00038602,74,53,18,5,6
E00038603,91,81,19,5,6
E00038604,70,72,14,5,2
E00038605,83,72,19,1,8
E00038606,104,100,37,5,6
E00038789,76,71,9,3,11
E00038790,211,103,30,9,11
E00038791,124,75,23,2,8
E00038792,112,92,9,2,15
E00038793,144,71,17,9,4
E00038794,117,58,11,1,7
E00038795,134,61,15,9,14
E00038796,125,67,26,6,2
E00038797,138,76,31,1,4
E00038798,38,23,16,2,2
E00038799,114,43,25,2,7
E00038800,155,72,29,3,2
E00038801,127,84,18,5,7
E00038802,127,62,13,7,5
E00038803,135,68,14,4,14
E00038804,108,57,11,7,13
E00038805,104,44,14,3,5
E00038806,108,60,15,6,6
E00038807,104,65,18,2,5
E00038808,89,77,19,4,10
E00038809,148,73,20,3,9
E00038810,62,47,11,1,6
E00038811,128,122,17,11,4
E00038812,56,80,8,3,29
E00038813,68,42,16,2,4
E00038814,104,77,21,5,16
E00038815,152,89,37,14,6
E00038816,127,67,37,4,3
E00038817,99,112,13,5,0
E00038818,85,65,14,0,4
E00038819,112,73,12,4,5
E00038820,168,69,19,12,3
E00038821,117,90,15,2,2
E00038822,100,91,12,1,10
E00038823,80,106,19,3,5
E00038824,76,81,10,2,1
E00038825,134,67,18,6,9
E00038826,134,82,30,4,6
E00039275,266,111,32,11,11
E00039276,101,110,13,3,22
E00039277,89,69,7,3,6
E00039278,225,75,29,4,12
E00039279,105,85,21,3,16
E00039280,97,55,18,7,12
E00039281,101,78,23,8,13
E00039282,110,102,8,1,26
E00039283,71,72,6,4,18
E00039284,103,67,14,5,14
E00039285,67,94,7,0,15
E00039286,96,73,13,3,28
E00039287,74,54,10,1,12
E00039288,29,49,1,2,7
E00039289,73,68,10,1,27
E00039290,117,72,24,5,13
E00039291,151,92,24,3,19
E00039292,80,58,20,2,6
E00039293,100,73,9,5,22
E00039294,92,75,12,4,20
E00039295,103,70,14,6,29
E00039296,83,109,6,4,58
E00039297,120,61,13,5,22
E00039298,108,80,15,4,38
E00039299,102,70,7,5,24
E00039300,69,86,5,5,41
E00039301,67,39,21,3,1
E00039302,137,48,6,4,8
E00039303,219,58,29,16,6
E00039304,88,43,25,1,4
E00039305,90,35,15,5,3
E00039306,109,31,18,3,2
E00039307,138,28,28,6,6
E00039308,156,39,27,8,5
E00039309,114,41,8,3,2
E00039310,141,55,18,5,10
E00039311,52,68,9,4,23
E00039312,148,64,20,6,4
E00039313,115,64,9,2,5
E00039314,89,84,5,3,6
E00039315,110,59,16,7,15
E00039316,127,63,17,4,12
E00039317,104,82,8,1,8
E00039318,79,62,6,1,8
E00039319,106,76,16,5,11
E00039320,111,58,14,5,14
E00039321,118,60,11,2,12
E00039322,77,56,8,2,2
E00039323,129,51,13,6,6
E00039324,82,68,13,3,14
E00039325,96,68,16,1,14
E00039326,139,73,26,12,7
E00039327,95,66,13,2,17
E00039328,126,67,23,10,13
E00039329,90,104,12,4,17
E00039330,122,83,12,5,6
E00039331,100,54,12,1,16
E00039332,69,71,6,2,20
E00039333,110,74,12,6,7
E00039434,118,72,13,5,16
E00039435,78,79,6,3,14
E00039436,103,78,10,1,28
E00039437,227,57,23,19,6
E00039438,173,51,24,10,13
E00039439,146,54,26,17,13
E00039440,74,57,11,1,14
E00039441,124,105,12,2,13
E00039442,63,68,7,6,20
E00039443,52,72,10,5,39
E00039445,145,95,33,6,16
E00039446,153,102,12,5,23
E00039447,54,104,8,5,23
E00039448,108,63,20,3,13
E00039449,70,103,13,0,9
E00039450,114,54,11,0,15
E00039451,89,47,14,2,14
E00039452,92,97,16,1,6
E00039453,128,67,17,9,6
E00039454,165,105,36,10,7
E00039455,94,77,10,5,15
E00039456,125,71,11,3,5
E00039457,153,65,25,5,11
E00039458,144,49,15,6,5
E00039459,105,67,10,2,5
E00039460,128,102,14,4,17
E00039461,118,58,19,6,11
E00039462,153,53,24,2,6
E00039463,114,77,34,2,8
E00039464,45,39,13,1,5
E00039465,83,51,33,5,3
E00039468,111,64,42,1,1
E00039469,116,82,25,4,5
E00039470,86,96,17,0,5
E00039471,127,103,38,6,11
E00142660,88,82,29,7,5
E00142661,150,61,39,5,7
E00142662,129,89,29,8,4
E00142663,114,59,15,5,5
E00142665,108,64,34,9,5
E00142666,117,89,35,6,6
E00142667,121,69,13,7,9
E00142668,119,78,23,8,6
E00142669,102,68,13,6,1
E00142670,121,61,31,7,9
E00142671,53,46,27,1,1
E00142672,101,74,32,3,7
E00142673,117,74,23,9,3
E00142674,123,51,14,5,6
E00142675,100,70,9,6,10
E00142676,81,64,9,4,8
E00142677,55,69,8,3,14
E00142678,63,69,7,1,10
E00142679,124,91,23,4,5
E00142680,84,71,5,4,31
E00142681,122,61,11,6,11
E00142682,111,61,12,1,7
E00142683,106,61,14,6,8
E00142684,108,80,14,3,3
E00142685,96,84,17,8,4
E00142686,101,64,17,3,5
E00142687,80,84,12,4,5
E00142785,157,74,17,6,12
E00142786,60,80,7,3,16
E00142787,107,80,16,2,12
E00142788,81,104,2,9,36
E00142790,137,90,17,7,10
E00142792,253,93,31,9,12
E00142794,88,70,9,2,11
E00142795,157,79,33,11,9
E00142796,63,53,10,0,13
E00142797,143,85,20,6,13
E00142798,102,63,12,3,12
E00142800,144,92,12,6,6
E00142803,93,101,8,8,13
E00142804,71,77,11,3,11
E00142805,152,98,12,3,9
E00142806,69,84,10,4,7
E00142807,133,82,23,1,5
E00142810,143,69,16,12,11
E00142811,99,75,28,4,13
E00142812,113,73,12,6,10
E00142813,147,57,12,2,13
E00142814,130,66,14,7,22
E00142815,134,73,23,5,10
E00142816,104,97,22,8,11
E00142817,86,113,11,4,14
E00142910,283,54,28,15,11
E00142911,106,25,19,4,1
E00168773,144,46,14,4,16
E00168774,129,38,22,7,9
E00173385,163,39,21,14,8
E00173390,150,29,19,10,5
