geocode,all
E01000673,32.91
E01000699,105.64
E01000700,75.41
E01000701,99.18
E01000702,95.45
E01000703,66.32
E01000704,44.36
E01000705,86.07
E01000706,42.91
E01000707,94.54
E01000708,64.21
E01000709,54.11
E01000710,29.57
E01000711,61.04
E01000712,45.58
E01000713,40.78
E01000714,56.16
E01000715,55.09
E01000716,38.34
E01000717,51.34
E01000718,60.99
E01000740,24.27
E01000741,116.53
E01000742,75.67
E01000743,56.62
E01000744,71.41
E01000745,37.52
E01000746,102.77
E01000770,20.85
E01000771,44.42
E01000772,46.92
E01000796,164.31
E01000797,23.84
E01000798,108.28
E01000799,75.98
E01000800,70.01
E01000801,76.51
E01000802,93.41
E01000803,61.15
E01000804,21.65
E01000805,94.08
E01000806,104.68
E01000828,46.41
E01000994,90.66
E01000995,113.74
E01000996,119.2
E01001083,49.91
E01001084,30.56
E01001085,88.29
E01001086,75.99
E01001087,58.39
E01001088,109.76
E01001089,121.39
E01001090,128.05
E01001091,49.64
E01001137,49.83
E01001138,60.29
E01001139,86.88
E01001140,45.98
E01001141,81.54
E01001142,49.18
E01001143,86.77
E01001144,139.18
E01001145,120.69
E01001146,122.53
E01001147,80.74
E01001148,113.43
E01001149,114.74
E01001150,59.55
E01001151,95.81
E01001152,97.09
E01001153,115.73
E01001156,61.84
E01001157,51.31
E01001158,74.51
E01001159,44.66
E01001160,58.6
E01001161,62.13
E01001162,54.89
E01001163,68.71
E01001164,104.16
E01001182,109.3
E01001638,182.1
E01001640,169.62
E01001641,47.19
E01001642,14.89
E01001644,116.05
E01002818,105.87
E01002819,73.97
E01002821,74.57
E01002822,108.55
E01002823,170.27
E01002844,110.84
E01002845,193.17
E01002858,213.27
E01002859,126.99
E01002860,135.07
E01002861,165.01
E01002862,351.48
E01002863,116.02
E01002899,181.88
E01002900,112.16
E01002901,38.72
E01002902,123.3
E01002903,136.8
E01002914,87.82
E01003013,47.67
E01003014,82.16
E01003015,166.91
E01003016,82.79
E01003017,127.92
E01003018,138.6
E01003019,138.96
E01003020,123.69
E01003021,118.35
E01003022,150.52
E01003023,186.52
E01003024,145.0
E01003025,132.16
E01003026,42.69
E01003027,110.73
E01003028,107.54
E01003029,121.59
E01003030,107.42
E01003031,183.2
E01003032,97.11
E01003033,102.15
E01003034,152.66
E01003035,132.4
E01003036,142.18
E01003037,121.35
E01003038,113.32
E01003039,110.5
E01003040,85.35
E01003041,168.02
E01003042,108.99
E01003043,158.03
E01003044,184.23
E01003045,172.59
E01003046,183.65
E01003047,90.09
E01003048,145.3
E01003049,142.44
E01003050,168.2
E01003051,89.59
E01003052,144.64
E01003053,149.09
E01003054,208.89
E01003055,108.92
E01003056,232.85
E01003057,174.25
E01003058,211.96
E01003059,211.11
E01003060,182.86
E01003061,156.93
E01003062,123.01
E01003063,116.33
E01003064,100.72
E01003065,120.16
E01003066,48.96
E01003067,98.0
E01003068,89.39
E01003069,57.91
E01003070,116.47
E01003071,128.27
E01003072,89.02
E01003073,100.47
E01003074,33.24
E01003075,209.09
E01003076,50.92
E01003077,173.31
E01003078,75.71
E01003079,81.06
E01003080,125.63
E01003081,86.76
E01003082,115.7
E01003083,101.69
E01003084,114.17
E01003085,77.14
E01003086,110.65
E01003087,125.58
E01003088,192.48
E01003089,141.33
E01003090,161.4
E01003091,207.34
E01003092,113.32
E01003093,322.59
E01003094,189.3
E01003095,118.66
E01003096,145.03
E01003097,170.34
E01003098,194.02
E01003099,52.27
E01003100,191.14
E01003101,135.29
E01003102,104.76
E01003104,196.58
E01003105,174.63
E01003106,164.87
E01003107,147.64
E01003108,194.13
E01003109,84.71
E01003110,124.29
E01003111,208.16
E01003112,101.08
E01003113,120.85
E01003114,91.58
E01003115,148.71
E01003116,56.75
E01003117,114.92
E01003118,82.03
E01003119,110.43
E01003120,136.2
E01003121,262.78
E01003122,175.68
E01003123,102.97
E01003124,177.61
E01003125,241.7
E01003126,156.49
E01003127,132.02
E01003128,173.13
E01003129,212.85
E01003130,117.81
E01003131,79.07
E01003132,106.96
E01003133,98.91
E01003134,96.53
E01003135,163.18
E01003136,135.88
E01003137,130.88
E01003138,116.09
E01003139,122.57
E01003140,107.59
E01003141,105.15
E01003142,98.91
E01003143,88.85
E01003144,31.06
E01003145,102.47
E01003146,123.84
E01003147,112.43
E01003148,92.23
E01003149,67.41
E01003150,105.8
E01003151,145.8
E01003152,88.33
E01003153,169.07
E01003154,98.24
E01003155,108.85
E01003156,133.13
E01003157,92.37
E01003158,128.61
E01003159,101.73
E01003160,144.75
E01003161,105.13
E01003162,194.51
E01003163,75.67
E01003164,116.8
E01003165,87.88
E01003166,98.96
E01003167,86.58
E01003168,76.34
E01003169,129.14
E01003170,57.77
E01003171,167.31
E01003172,159.89
E01003173,128.49
E01003174,134.89
E01003175,132.73
E01003176,149.96
E01003177,169.55
E01003178,149.3
E01003179,226.44
E01003180,107.11
E01003181,181.06
E01003182,100.94
E01003183,98.68
E01003184,253.86
E01003185,188.07
E01003186,93.38
E01003187,104.87
E01003188,165.56
E01003189,87.43
E01003190,57.61
E01003191,75.57
E01003192,16.13
E01003193,45.01
E01003194,50.88
E01003195,78.93
E01003196,62.61
E01003197,76.65
E01003199,54.56
E01003201,106.26
E01003204,54.12
E01003205,148.0
E01003206,76.98
E01003207,115.72
E01003209,158.41
E01003210,92.63
E01003211,77.79
E01003212,87.78
E01003213,90.43
E01003214,113.15
E01003215,91.72
E01003216,88.61
E01003217,103.92
E01003218,105.34
E01003219,78.62
E01003221,58.8
E01003223,58.06
E01003224,109.2
E01003225,70.78
E01003226,96.24
E01003227,67.21
E01003228,106.33
E01003229,72.94
E01003230,91.7
E01003231,92.89
E01003232,84.51
E01003233,123.24
E01003235,26.18
E01003241,54.15
E01003243,55.59
E01003244,243.13
E01003245,141.6
E01003246,59.64
E01003247,84.58
E01003248,63.61
E01003249,172.91
E01003250,92.42
E01003251,87.28
E01003252,217.46
E01003253,96.97
E01003254,44.54
E01003255,104.31
E01003256,92.36
E01003257,77.01
E01003258,124.71
E01003259,78.06
E01003260,84.8
E01003261,82.73
E01003262,84.78
E01003272,132.3
E01003273,108.05
E01003274,117.68
E01003275,88.84
E01003276,41.18
E01003277,119.86
E01003278,125.47
E01003279,89.6
E01003282,111.89
E01003288,106.16
E01003290,120.06
E01003291,53.52
E01003292,117.58
E01003293,136.63
E01003296,56.32
E01003297,41.27
E01003298,94.38
E01003299,107.34
E01003300,114.62
E01003301,100.7
E01003302,119.86
E01003303,70.14
E01003304,111.05
E01003305,120.88
E01003307,105.11
E01003308,115.74
E01003309,95.21
E01003310,97.38
E01003311,82.59
E01003312,88.71
E01003313,65.25
E01003314,103.09
E01003315,89.5
E01003316,102.49
E01003317,47.26
E01003318,46.39
E01003319,139.66
E01003320,79.98
E01003321,117.78
E01003322,96.55
E01003323,87.56
E01003324,157.23
E01003325,129.03
E01003326,107.35
E01003327,87.27
E01003328,89.95
E01003329,90.24
E01003330,59.75
E01003331,89.59
E01003332,71.84
E01003333,122.67
E01003334,97.76
E01003335,119.03
E01003336,109.37
E01003337,123.66
E01003338,126.88
E01003339,117.73
E01003340,108.91
E01003341,82.77
E01003342,100.37
E01003343,107.02
E01003344,92.17
E01003345,106.92
E01003348,45.13
E01003350,58.32
E01003352,81.33
E01003353,67.26
E01003368,106.87
E01003370,129.43
E01003371,128.76
E01003372,120.16
E01003374,43.15
E01003378,88.93
E01003379,136.44
E01003386,138.88
E01003387,69.02
E01003388,98.16
E01003389,95.71
E01003390,173.78
E01003391,153.57
E01003392,53.68
E01003393,198.31
E01003394,120.54
E01003395,68.16
E01003396,167.23
E01003397,123.17
E01003398,83.18
E01003405,60.44
E01003406,86.46
E01003407,90.06
E01003409,76.0
E01003410,124.88
E01003411,82.77
E01003412,79.62
E01003413,63.06
E01003414,71.12
E01003415,74.97
E01003416,47.07
E01003430,119.55
E01003433,55.62
E01003434,83.79
E01003435,15.97
E01003911,176.92
E01003912,194.99
E01003913,78.46
E01003914,126.51
E01003915,199.18
E01003916,145.13
E01003917,159.19
E01003918,184.56
E01003919,118.64
E01003920,213.35
E01003921,122.46
E01003922,138.21
E01003923,146.17
E01003924,242.52
E01003925,151.47
E01003926,132.99
E01003927,84.08
E01003929,90.02
E01003930,138.9
E01003932,128.62
E01003933,79.23
E01003934,60.41
E01003935,95.45
E01003936,195.86
E01003937,161.77
E01003938,234.97
E01003939,120.84
E01003940,272.61
E01003941,202.67
