geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E00089506,104,1,15,2,0
E00089507,122,2,10,4,0
E00089508,116,1,2,5,0
E00089509,97,3,13,3,0
E00089510,66,2,11,37,8
E00089511,74,0,42,9,3
E00089512,112,0,17,2,0
E00089513,107,0,28,6,1
E00089514,44,0,25,50,1
E00089515,100,3,4,24,0
E00089516,121,0,20,3,0
E00089517,68,0,6,47,0
E00089518,69,1,17,50,0
E00089519,92,0,14,29,1
E00089520,47,0,10,66,0
E00089521,83,2,64,5,1
E00089522,87,0,8,42,0
E00089523,126,0,8,5,0
E00089524,92,1,14,22,0
E00089525,109,1,27,2,0
E00089526,94,0,19,17,0
E00089527,28,0,16,86,0
E00089528,119,2,8,3,1
E00089529,61,2,21,56,0
E00089530,47,5,11,3,1
E00089531,101,4,35,11,0
E00089532,82,0,3,1,0
E00089533,69,0,4,47,2
E00089534,91,2,9,5,2
E00089535,78,0,6,0,17
E00089536,69,0,31,1,1
E00089537,97,2,7,0,0
E00089538,94,0,30,4,0
E00089539,99,1,8,4,0
E00089540,109,2,9,4,0
E00089541,121,1,7,3,0
E00089542,82,1,25,8,0
E00089543,82,1,15,2,0
E00089544,65,0,2,41,1
E00089545,82,3,34,50,1
E00089546,123,0,6,4,0
E00089547,95,3,14,22,1
E00089548,138,0,2,1,5
E00089549,122,0,9,25,0
E00089550,92,2,11,18,0
E00089551,109,0,11,3,0
E00089552,107,0,1,4,0
E00089553,111,1,5,6,0
E00089554,138,0,7,5,5
E00089555,37,1,3,82,1
E00089556,31,2,4,87,1
E00089557,67,1,5,55,3
E00089558,94,2,27,10,1
E00089559,62,0,4,133,0
E00089563,77,4,12,7,0
E00089564,121,1,14,3,0
E00089565,88,0,6,1,0
E00089566,59,0,2,0,0
E00089567,63,0,0,24,0
E00089574,100,1,8,12,0
E00089575,138,0,6,1,2
E00089576,53,1,12,0,0
E00089577,66,2,2,2,0
E00089578,68,0,3,27,0
E00089579,145,1,19,1,0
E00089580,102,2,6,1,0
E00089581,101,0,3,2,0
E00089595,136,2,6,2,0
E00089597,140,1,2,2,0
E00089602,58,2,3,0,0
